ID_mosta,Trieda_PK,Číslo_PK,Názov_mosta,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Počiatočný_uzol,Koncový_uzol,úsek_ID,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024,Quantile_Bin,Quantile_Bin_year
M7128,cesta III. triedy,1892,Most cez Turniansky potok v obci Trenčianska Turná,1,48.850451,18.017639,211.626999,dosková,monolitický železobetón,20.000000,49.000000,147.000000,porovnávací výpočet,Vodný tok,1947,Nezistený,1.000000,11.800000,nan,12.300000,8.000000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A02303,3523A32000,391617,Trenčín,3,3,4,4,4,4,5,5,5,5,5,5,5,"(11.0, 260.36]","(999.999, 1949.333]"
M3975,cesta III. triedy,1927,Most v obci Podhorie / Slávnica /,2,49.015710,18.157832,267.008249,dosková,monolitický železobetón,9.000000,25.000000,187.000000,podľa tabuliek,Vodný tok,1900,Nezistený,1.000000,4.100000,nan,9.550000,8.650000,nan,39.160000,TN SK,SC TN SK - PB,Ilava,3521A07203,3521A07000,297754,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(999.999, 1949.333]"
M7312,cesta III. triedy,1764,Most cez potok v obci Kolačno,1,48.596427,18.428261,236.320000,dosková,prefabrikovaný železobetón,33.000000,93.000000,340.000000,podľa tabuliek,Vodný tok,1965,Nezistený,1.000000,5.100000,nan,6.250000,5.250000,nan,nan,TN SK,SC TN SK - PD,Partizánske,3542A11400,3542A36200,398903,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(1949.333, 1965.0]"
M3246,cesta III. triedy,1893,Most cez potok Teplička v obci Trenčianske Teplice,2,48.909791,18.172770,275.669999,trámová,monolitický železobetón,12.000000,31.000000,101.000000,porovnávací výpočet,Vodný tok,1927,Nezistený,1.000000,11.400000,nan,11.000000,8.000000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A37800,3521A35400,382740,Trenčín,4,4,4,4,4,4,4,4,4,5,5,5,5,"(11.0, 260.36]","(999.999, 1949.333]"
M2571,cesta III. triedy,1893,Most cez potok Teplička v obci Trenčianske Teplice,3,48.908970,18.175525,282.833249,dosková,prefabrikovaný železobetón,34.000000,84.000000,347.000000,podľa tabuliek,Vodný tok,1963,Nezistený,1.000000,6.600000,nan,10.000000,6.900000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A37900,3521A38000,382741,Trenčín,2,2,2,2,3,3,3,3,4,4,4,4,4,"(4.6, 6.72]","(1949.333, 1965.0]"
M4585,cesta III. triedy,1893,Most cez potok Kamenica v obci Trenčianske Teplice,4,48.905013,18.186311,290.272500,dosková,monolitický železobetón,6.000000,16.000000,27.000000,odhadom,Vodný tok,1945,Nezistený,1.000000,3.400000,nan,7.800000,nan,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A38100,3521A30800,382743,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4,5,"(3.25, 4.6]","(999.999, 1949.333]"
M7688,cesta III. triedy,1893,Most cez Jarok v obci Omšenie,5,48.900203,18.197801,306.181750,dosková,prefabrikovaný železobetón,50.000000,86.000000,390.000000,podľa tabuliek,Vodný tok,1969,Nezistený,1.000000,9.000000,nan,10.400000,7.500000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A38300,3521F75700,382745,Trenčín,3,3,3,3,4,4,4,4,4,4,4,5,5,"(6.72, 11.0]","(1965.0, 2022.0]"
M365,cesta III. triedy,1893,Most cez potok Teplička v obci Omšenie,6,48.897787,18.205141,308.964999,dosková,monolitický železobetón,29.000000,67.000000,240.000000,porovnávací výpočet,Vodný tok,1952,Nezistený,1.000000,10.000000,nan,7.200000,6.600000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A38300,3521F75700,382745,Trenčín,4,4,4,4,4,4,4,5,5,5,5,6,6,"(6.72, 11.0]","(1949.333, 1965.0]"
M5966,cesta III. triedy,1893,Most cez potok Teplička v obci Omšenie,7,48.898844,18.218863,319.491999,dosková,prefabrikovaný železobetón,67.000000,116.000000,526.000000,podľa tabuliek,Vodný tok,1952,Nezistený,1.000000,9.600000,nan,8.000000,6.100000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A38402,3521A38502,1155976,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(6.72, 11.0]","(1949.333, 1965.0]"
M3105,cesta III. triedy,1893,Most cez potok Teplička v obci Dolná Poruba,8,48.912096,18.296994,427.375000,dosková,monolitický železobetón,23.000000,27.000000,46.000000,odhadom,Vodný tok,1957,Nezistený,1.000000,4.900000,nan,5.800000,5.500000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521A40700,3521A40800,382769,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4,5,"(4.6, 6.72]","(1949.333, 1965.0]"
M4938,cesta III. triedy,1894,Most cez potok v obci Petrova Lehota,1,48.869757,18.175252,386.555999,dosková,monolitický železobetón,8.000000,20.000000,34.000000,odhadom,Vodný tok,1960,Nezistený,1.000000,4.150000,nan,7.300000,6.300000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3521F75600,3521A05900,1381749,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4,5,"(3.25, 4.6]","(1949.333, 1965.0]"
M5820,cesta III. triedy,1896,Most cez potok Machnáč v obci Motešice,1,48.830651,18.186481,267.637000,klenbová,oceľ -  plnostenná,32.000000,80.000000,196.000000,projektovaná,Vodný tok,1999,Nezistený,1.000000,2.940000,nan,7.500000,7.500000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A01802,3523A33000,394017,Trenčín,2,2,2,2,3,3,3,3,3,3,3,3,3,"(1.999, 3.25]","(1965.0, 2022.0]"
M155,cesta III. triedy,1896,Most cez rieku Bebrava pred obcou Šípkov,3,48.841542,18.280299,307.248500,dosková,monolitický železobetón,23.000000,52.000000,232.000000,podľa tabuliek,Vodný tok,1957,Nezistený,1.000000,7.150000,nan,7.450000,5.950000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A10800,3523A11000,218453,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(6.72, 11.0]","(1949.333, 1965.0]"
M2719,cesta III. triedy,1896,Most cez potok v obci Šípkov,4,48.848568,18.289040,314.754000,dosková,prefabrikovaný železobetón,39.000000,102.000000,347.000000,podľa tabuliek,Vodný tok,1965,Nezistený,1.000000,5.800000,nan,9.200000,7.200000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A10800,3523A11000,218453,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(1949.333, 1965.0]"
M2285,cesta III. triedy,1896,Most cez potok Bebrava za obcou Šípkov,5,48.860796,18.308712,351.692500,trámová,monolitický železobetón,14.000000,30.000000,167.000000,porovnávací výpočet,Vodný tok,1932,Nezistený,1.000000,5.000000,nan,7.000000,nan,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A48500,3521A00200,1365521,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(999.999, 1949.333]"
M769,cesta III. triedy,1896,Most cez potok Bebrava pred obcou Čierna Lehota,6,48.861077,18.315945,360.403000,dosková,oceľobetón,6.000000,18.000000,88.000000,porovnávací výpočet,Vodný tok,1932,Nezistený,1.000000,4.100000,nan,8.000000,nan,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A48500,3521A00200,1365521,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(999.999, 1949.333]"
M1750,cesta III. triedy,1896,Most cez potok Bebrava v obci Čierna Lehota,7,48.864281,18.330657,381.262499,dosková,monolitický železobetón,20.000000,49.000000,253.000000,podľa tabuliek,Vodný tok,1957,Nezistený,1.000000,6.000000,nan,7.600000,5.900000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3521A97100,3522A23100,1346896,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(1949.333, 1965.0]"
M1419,cesta III. triedy,1849,Most cez potok Bebrava v obci Slatina nad Bebravou,1,48.835584,18.262776,285.139500,dosková,oceľobetón,11.000000,20.000000,181.000000,porovnávací výpočet,Vodný tok,1942,Nezistený,1.000000,4.900000,nan,6.800000,6.300000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A48300,3523A11200,1365102,Trenčín,4,4,4,4,4,4,4,4,4,4,5,5,5,"(4.6, 6.72]","(999.999, 1949.333]"
M7162,cesta III. triedy,1849,Most cez Trebichavský potok pred obcou Trebichava,2,48.827009,18.285557,313.921499,dosková,monolitický železobetón,16.000000,42.000000,316.000000,podľa tabuliek,Vodný tok,1955,Nezistený,1.000000,4.000000,nan,6.600000,nan,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A11400,3523A05000,218460,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(1949.333, 1965.0]"
M1853,cesta III. triedy,1983,Most za mestom Považská Bystrica,2,49.129735,18.417901,280.884999,dosková,monolitický železobetón,14.000000,43.000000,378.000000,podľa tabuliek,Záplavové územie,1957,Nezistený,1.000000,3.000000,nan,7.000000,5.000000,nan,21.000000,TN SK,SC TN SK - PB,Považská Bystrica,2544A55900,2544A55800,945221,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(1.999, 3.25]","(1949.333, 1965.0]"
M5244,cesta III. triedy,1983,Most v obci Horný Milochov,3,49.147905,18.392802,275.860499,dosková,monolitický železobetón,11.000000,34.000000,302.000000,podľa tabuliek,Vodný tok,1957,Nezistený,1.000000,3.000000,nan,7.000000,5.300000,nan,21.000000,TN SK,SC TN SK - PB,Považská Bystrica,2544A75401,2544A75200,1389055,Trenčín,4,4,4,4,4,4,4,4,4,1,1,1,1,"(1.999, 3.25]","(1949.333, 1965.0]"
M1949,cesta III. triedy,1984,Most v meste Považská Bystrica,1,49.097816,18.474704,310.086500,dosková,prefabrikovaný predpätý betón,39.000000,82.000000,188.000000,porovnávací výpočet,Vodný tok,1992,Nezistený,1.000000,16.980000,nan,10.000000,7.250000,nan,187.630000,TN SK,SC TN SK - PB,Považská Bystrica,2544A40600,2544A40700,343743,Trenčín,3,3,4,4,4,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1965.0, 2022.0]"
M3344,cesta III. triedy,1985,Most pred obcou Zemianský Kvašov,1,49.093280,18.471530,320.817500,dosková,prefabrikovaný železobetón,28.000000,40.000000,264.000000,odhadom,Vodný tok,1979,Nezistený,1.000000,3.500000,nan,7.400000,6.600000,nan,25.900000,TN SK,SC TN SK - PB,Považská Bystrica,2544A01402,2544A26200,367561,Trenčín,3,3,3,3,3,3,3,3,5,5,5,5,4,"(3.25, 4.6]","(1965.0, 2022.0]"
M809,cesta III. triedy,1986,Most pred obcou Praznov,1,49.091908,18.493027,317.129000,dosková,monolitický železobetón,16.000000,24.000000,47.000000,porovnávací výpočet,Vodný tok,1956,Nezistený,1.000000,10.000000,nan,8.000000,6.500000,nan,80.000000,TN SK,SC TN SK - PB,Považská Bystrica,2544A69100,2544A60000,1299005,Trenčín,6,6,6,6,6,6,6,6,6,6,6,4,4,"(6.72, 11.0]","(1949.333, 1965.0]"
M4976,cesta III. triedy,1986,Most pred obcou Praznov,2,49.093229,18.494061,322.698999,dosková,prefabrikovaný železobetón,21.000000,51.000000,375.000000,podľa tabuliek,Vodný tok,1979,Nezistený,1.000000,4.100000,nan,12.000000,11.000000,nan,49.200000,TN SK,SC TN SK - PB,Považská Bystrica,2544A59900,2544A26700,945317,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(3.25, 4.6]","(1965.0, 2022.0]"
M4445,cesta III. triedy,1986,Most pred obcou Praznov,3,49.097332,18.496935,332.313500,rámová,prefabrikovaný železobetón,50.000000,89.000000,420.000000,podľa tabuliek,Vodný tok,1981,Nezistený,1.000000,2.200000,nan,8.000000,6.000000,nan,17.600000,TN SK,SC TN SK - PB,Považská Bystrica,2544A26700,2544A26800,343453,Trenčín,2,2,2,2,2,2,2,2,3,3,3,3,3,"(1.999, 3.25]","(1965.0, 2022.0]"
M4487,cesta III. triedy,1986,Most v obci Praznov,4,49.105984,18.501430,357.648499,rámová,prefabrikovaný železobetón,32.000000,80.000000,196.000000,projektovaná,Vodný tok,2000,Nezistený,1.000000,2.010000,nan,7.500000,7.500000,nan,20.700000,TN SK,SC TN SK - PB,Považská Bystrica,2544A60100,2544A05500,945319,Trenčín,2,2,2,2,2,2,2,2,2,2,2,2,2,"(1.999, 3.25]","(1965.0, 2022.0]"
M2954,cesta III. triedy,1989,Most pred obcou Zemianská Závada,1,49.066189,18.533880,351.756999,dosková,prefabrikovaný železobetón,28.000000,70.000000,214.000000,podľa tabuliek,Vodný tok,1956,Nezistený,1.000000,7.000000,nan,8.000000,7.200000,nan,56.000000,TN SK,SC TN SK - PB,Považská Bystrica,2544A01800,2544A68900,7305,Trenčín,4,4,4,4,4,4,4,4,5,5,5,5,5,"(6.72, 11.0]","(1949.333, 1965.0]"
M5452,cesta III. triedy,1796,Most cez rieku Nitra v obci Kľačno,1,48.913660,18.659111,402.948499,dosková,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1948,Nezistený,1.000000,5.800000,nan,7.400000,nan,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A00302,3522A19000,494142,Trenčín,2,2,2,2,2,4,4,4,4,4,4,5,5,"(4.6, 6.72]","(999.999, 1949.333]"
M1373,cesta III. triedy,1796,Most cez potok Gajdlianka v obci Kľačno,2,48.921209,18.664715,408.519499,dosková,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1956,Nezistený,1.000000,5.200000,nan,8.100000,7.060000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A19400,3522A19500,490884,Trenčín,2,2,2,2,2,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(1949.333, 1965.0]"
M2254,cesta III. triedy,1796,"Most cez Pinerovský potok , za obcou Kľačno",3,48.929696,18.676187,429.972500,dosková,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1956,Nezistený,1.000000,3.000000,nan,7.500000,nan,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A19500,3611B00200,490885,Trenčín,2,2,2,2,2,4,4,4,4,4,4,5,5,"(1.999, 3.25]","(1949.333, 1965.0]"
M6913,cesta III. triedy,1796,"Most cez potok v Mokrej doline, za obcou Kľačno",4,48.941267,18.687217,488.914999,dosková,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1958,Nezistený,1.000000,4.000000,nan,7.800000,6.800000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A19500,3611B00200,490885,Trenčín,2,2,2,2,2,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(1949.333, 1965.0]"
M5658,cesta III. triedy,1796,"Most cez potok v Žltej doline, za obcou Kľačno",5,48.943626,18.689247,515.368000,dosková,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1958,Nezistený,1.000000,4.000000,nan,7.600000,6.600000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A19500,3611B00200,490885,Trenčín,2,2,2,2,2,3,3,3,3,3,3,4,4,"(3.25, 4.6]","(1949.333, 1965.0]"
M6409,cesta III. triedy,1797,Most cez potok Tužina v obci Tužina,1,48.885427,18.621870,364.566000,dosková,prefabrikovaný predpätý betón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1983,Nezistený,1.000000,11.450000,nan,11.100000,9.500000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A16300,3522A16400,490263,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1965.0, 2022.0]"
M6815,cesta III. triedy,1798,"Most cez potok Kravská, Hlboký pred  obcou Chvojnica",1,48.875040,18.619707,343.066500,dosková,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1955,Nezistený,1.000000,8.100000,nan,7.100000,6.200000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A16900,3522A17300,490269,Trenčín,4,4,4,4,4,4,4,4,4,4,3,3,3,"(6.72, 11.0]","(1949.333, 1965.0]"
M7035,cesta III. triedy,1799,Most cez potok Lubena za obcou Nitrianske Pravno,1,48.864129,18.627218,325.000499,dosková,prefabrikovaný železobetón,36.000000,68.000000,319.000000,odhadom,Vodný tok,1970,Nezistený,1.000000,6.500000,nan,7.500000,6.500000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A17900,3522A21300,490279,Trenčín,1,1,1,1,1,4,4,4,4,4,3,3,3,"(4.6, 6.72]","(1965.0, 2022.0]"
M2049,cesta III. triedy,1799,Most cez potok Chvojnica v obci Malinová,2,48.853911,18.614976,348.341249,trámová,prefabrikovaný železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1929,Nezistený,1.000000,7.000000,nan,9.730000,7.230000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A21500,3522A21600,1286790,Trenčín,2,2,2,2,2,4,4,4,4,4,4,5,5,"(6.72, 11.0]","(999.999, 1949.333]"
M2982,cesta III. triedy,1799,Most cez potok v obci Malinová,3,48.853512,18.612223,348.216499,dosková,prefabrikovaný železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1978,Nezistený,1.000000,8.000000,nan,9.000000,6.500000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A21900,3522A22000,1286794,Trenčín,1,1,1,1,1,4,4,4,4,4,4,4,4,"(6.72, 11.0]","(1965.0, 2022.0]"
M692,cesta III. triedy,1799,Most cez Porubský potok v obci Poruba,4,48.832727,18.590460,405.432750,dosková,monolitický železobetón,24.000000,40.000000,262.000000,odhadom,Vodný tok,1956,Nezistený,1.000000,7.200000,nan,7.450000,6.550000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A40100,3524A40200,522183,Trenčín,2,2,2,2,2,5,5,5,5,5,1,1,1,"(6.72, 11.0]","(1949.333, 1965.0]"
M4320,cesta III. triedy,1799,Most cez Lúčny potok za obcou Lazany,5,48.817443,18.635652,286.739499,dosková,prefabrikovaný železobetón,23.000000,52.000000,211.000000,odhadom,Vodný tok,1963,Nezistený,1.000000,5.900000,nan,7.500000,nan,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A30200,3524A30300,490789,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(1949.333, 1965.0]"
M2551,cesta III. triedy,1799,Most cez rieku Nitra v obci Nedožery,6,48.817709,18.642833,291.947750,trámová,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1948,Nezistený,2.000000,24.600000,nan,6.500000,5.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A30300,3524A01800,490790,Trenčín,4,4,4,4,4,4,4,4,4,4,4,5,5,"(11.0, 260.36]","(999.999, 1949.333]"
M3407,cesta III. triedy,1800,Most cez potok za obcou Lazany,1,48.819101,18.601217,342.260750,dosková,monolitický železobetón,21.000000,35.000000,271.000000,porovnávací výpočet,Vodný tok,1939,Nezistený,1.000000,5.020000,nan,8.070000,7.400000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A58900,3524A59000,1287985,Trenčín,3,3,3,3,3,4,4,4,4,4,5,5,5,"(4.6, 6.72]","(999.999, 1949.333]"
M5774,cesta III. triedy,1801,Most cez potok Tužinka za obcou Nitrianske Pravno,1,48.866451,18.641811,335.528749,trámová,prefabrikovaný železobetón,26.000000,45.000000,121.000000,odhadom,Vodný tok,1960,Nezistený,1.000000,8.550000,nan,7.800000,6.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A19603,3522A19700,1286780,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(6.72, 11.0]","(1949.333, 1965.0]"
M4179,cesta III. triedy,1801,Most cez rieku Nitra pred obcou Solka,2,48.865715,18.648948,320.926500,trámová,prefabrikovaný železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1960,Nezistený,1.000000,11.550000,nan,7.800000,6.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A19603,3522A19700,1286780,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1949.333, 1965.0]"
M6068,cesta III. triedy,1801,Most cez potok Vyšehradný v obci Solka,3,48.866284,18.653076,323.673250,trámová,prefabrikovaný železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1960,Nezistený,1.000000,6.550000,nan,7.800000,6.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A19700,3522A20800,490920,Trenčín,3,3,3,3,3,4,4,4,4,4,4,5,5,"(4.6, 6.72]","(1949.333, 1965.0]"
M7179,cesta III. triedy,1928,Most v meste Ilava,1,48.989606,18.246741,266.372000,dosková,monolitický železobetón,11.000000,31.000000,234.000000,podľa tabuliek,Vodný tok,1949,Nezistený,1.000000,4.400000,nan,8.200000,7.400000,nan,36.080000,TN SK,SC TN SK - PB,Ilava,3521A03300,3521A13800,7710,Trenčín,3,3,3,3,3,3,5,5,5,5,5,5,5,"(3.25, 4.6]","(999.999, 1949.333]"
M6353,cesta III. triedy,1928,Most pred obcou Iliavka,2,48.978744,18.251857,283.410000,dosková,monolitický železobetón,10.000000,26.000000,201.000000,podľa tabuliek,Vodný tok,1959,Nezistený,1.000000,4.200000,nan,6.000000,5.000000,nan,25.200000,TN SK,SC TN SK - PB,Ilava,3521A14000,3521A95300,288215,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(1949.333, 1965.0]"
M1896,cesta III. triedy,1928,Most pred obcou Iliavka,3,48.963353,18.268752,365.510750,dosková,monolitický železobetón,11.000000,34.000000,302.000000,podľa tabuliek,Vodný tok,1959,Nezistený,1.000000,2.600000,nan,8.000000,6.600000,nan,20.800000,TN SK,SC TN SK - PB,Ilava,3521F76200,3521A14100,1382150,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(1.999, 3.25]","(1949.333, 1965.0]"
M5689,cesta III. triedy,1803,Most cez potok Belanka v obci Valaská Belá,1,48.889163,18.397413,449.403749,dosková,monolitický železobetón,13.000000,22.000000,36.000000,odhadom,Vodný tok,1948,Nezistený,1.000000,7.100000,nan,7.370000,7.200000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A00600,3522A12400,7322,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(6.72, 11.0]","(999.999, 1949.333]"
M484,cesta III. triedy,1803,Most cez potok Škrípovka pred osadou Škrípov,2,48.912693,18.386915,497.794999,dosková,monolitický železobetón,24.000000,38.000000,196.000000,porovnávací výpočet,Vodný tok,1950,Nezistený,1.000000,4.440000,nan,8.040000,7.870000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A22400,3522A01500,1289606,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(1949.333, 1965.0]"
M42,cesta III. triedy,1804,Most cez potok Belanka pred obcou Temeš,1,48.857470,18.463183,367.470749,dosková,monolitický železobetón,17.000000,33.000000,167.000000,odhadom,Vodný tok,1950,Nezistený,1.000000,9.000000,nan,6.900000,5.900000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A00800,3522A14300,7331,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(6.72, 11.0]","(1949.333, 1965.0]"
M6435,cesta III. triedy,1804,Most cez bezmenný potok pred obcou Temeš,2,48.859638,18.467426,415.289499,dosková,monolitický železobetón,28.000000,40.000000,264.000000,porovnávací výpočet,Vodný tok,1950,Nezistený,1.000000,3.900000,nan,7.060000,6.310000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3522A00800,3522A14300,7331,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(1949.333, 1965.0]"
M1759,cesta III. triedy,1805,Most cez rieku Nitrica v obci Liešťany,1,48.831327,18.478083,339.134999,dosková,prefabrikovaný predpätý betón,48.000000,114.000000,266.000000,podľa tabuliek,Vodný tok,1982,Nezistený,1.000000,17.040000,nan,10.440000,7.440000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A02100,3524A12000,7354,Trenčín,2,2,2,2,2,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1965.0, 2022.0]"
M4604,cesta III. triedy,1805,Most cez potok Dobročná v obci Liešťany,2,48.832881,18.480940,343.345249,dosková,prefabrikovaný železobetón,44.000000,100.000000,420.000000,odhadom,Vodný tok,1975,Nezistený,1.000000,6.300000,nan,10.080000,7.810000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A12000,3524A12100,490239,Trenčín,3,3,3,3,3,4,4,4,4,4,5,5,5,"(4.6, 6.72]","(1965.0, 2022.0]"
M1394,cesta III. triedy,1805,Most cez Nevidziansky potok v obci Nevidzany,3,48.843672,18.488037,404.876499,dosková,monolitický železobetón,29.000000,43.000000,373.000000,porovnávací výpočet,Vodný tok,1942,Nezistený,1.000000,3.460000,nan,12.340000,12.040000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A60600,3524A04600,1289602,Trenčín,3,3,3,3,3,4,4,4,4,4,5,5,5,"(3.25, 4.6]","(999.999, 1949.333]"
M3539,cesta III. triedy,1806,Most cez potok Bystrica v obci Rudnianska Lehota,1,48.805320,18.466578,345.110249,dosková,monolitický železobetón,6.000000,12.000000,51.000000,odhadom,Vodný tok,1935,Nezistený,1.000000,7.600000,nan,5.200000,4.300000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A02200,3524A16300,7357,Trenčín,3,3,3,3,3,4,4,4,4,4,3,3,3,"(6.72, 11.0]","(999.999, 1949.333]"
M6621,cesta III. triedy,1806,Most cez potok Bystrica v obci Rudnianska Lehota,2,48.808378,18.458660,363.473249,dosková,monolitický železobetón,39.000000,49.000000,317.000000,porovnávací výpočet,Vodný tok,1961,Nezistený,1.000000,4.640000,nan,6.280000,5.280000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A60400,3524A16500,1289600,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(1949.333, 1965.0]"
M2691,cesta III. triedy,1807,Most cez rieku Nitrica pred obcou Mačov,1,48.765028,18.501273,282.516499,dosková,prefabrikovaný predpätý betón,48.000000,103.000000,239.000000,podľa tabuliek,Vodný tok,1979,Nezistený,1.000000,17.090000,nan,9.000000,6.520000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A09900,3524A21900,490180,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1965.0, 2022.0]"
