ID_mosta,Zemepisná_dĺžka,Zemepisná_šírka,Počiatočný_uzol,Koncový_uzol,úsek_ID,ID_Mosta,ID_úseku,Start,End,Okres,StartNode_Latitude,StartNode_Longitude,EndNode_Latitude,EndNode_Longitude,Hexagon_Coordinates
M4240,21.91240125,48.928456086,3812A21102,3812A01500,625408,M4240,1203,3812A01500,3812A00502,Humenné,48.92772554,21.91314131,48.93327402,21.90734038,"[(48.928456086, 21.91267470937467), (48.928611678771325, 21.912537979687336), (48.928611678771325, 21.91226452031266), (48.928456086, 21.912127790625327), (48.92830049322867, 21.91226452031266), (48.92830049322867, 21.912537979687336), (48.928456086, 21.91267470937467)]"
M2098,22.129692862,48.982086895,3821A07000,3821A07100,196899,M2098,1230,3821A07100,3821A00601,Snina,48.98205594,22.13182417,48.97778836,22.10496499,"[(48.982086895, 22.129966615525692), (48.98224248777133, 22.129829738762847), (48.98224248777133, 22.12955598523715), (48.982086895, 22.129419108474305), (48.98193130222867, 22.12955598523715), (48.98193130222867, 22.129829738762847), (48.982086895, 22.129966615525692)]"
M1939,22.412891691,48.891101352,3822A08600,3822B00200,196992,M1939,2916,3822A00200,3822A00102,Snina,48.88409415,22.42027056,48.89886783,22.38910419,"[(48.891101352, 22.413164946008216), (48.89125694477133, 22.413028318504107), (48.89125694477133, 22.41275506349589), (48.891101352, 22.41261843599178), (48.89094575922867, 22.41275506349589), (48.89094575922867, 22.413028318504107), (48.891101352, 22.413164946008216)]"
M6115,17.880028259,48.16026958,4514A02500,4514A31400,8666,M6115,81352,4514A00402,4514A02500,Šaľa,48.16414954,17.88508826,48.15663711,17.875899,"[(48.16026958, 17.880297599020608), (48.160425172771326, 17.880162929010304), (48.160425172771326, 17.879893588989695), (48.16026958, 17.87975891897939), (48.16011398722867, 17.879893588989695), (48.16011398722867, 17.880162929010304), (48.16026958, 17.880297599020608)]"
M5125,18.187287894,47.995584411,4541A29000,4541A29100,416570,M5125,83946,4541A01500,4541A01400,Nové Zámky,47.98994105,18.2080749,,,"[(47.995584411, 18.187556373246665), (47.99574000377133, 18.187422133623333), (47.99574000377133, 18.18715365437667), (47.995584411, 18.187019414753337), (47.995428818228675, 18.18715365437667), (47.995428818228675, 18.187422133623333), (47.995584411, 18.187556373246665)]"
M3603,19.310797722,48.202945713,4612A19600,4612A01000,374355,M3603,92330,4621A14200,4612A00900,Veľký Krtíš,48.21087449,19.33374511,48.20190818,19.30864037,"[(48.202945713, 19.311067286344716), (48.20310130577133, 19.310932504172357), (48.20310130577133, 19.310662939827644), (48.202945713, 19.310528157655284), (48.20279012022867, 19.310662939827644), (48.20279012022867, 19.310932504172357), (48.202945713, 19.311067286344716)]"
M5550,19.431970325,48.263788539,4621A00200,4621A16000,3811,M5550,91780,4621A00800,4621A00200,Veľký Krtíš,48.26958635,19.45053316,48.23473764,19.42116533,"[(48.263788539, 19.432240210066833), (48.263944131771325, 19.43210526753342), (48.263944131771325, 19.431835382466584), (48.263788539, 19.43170043993317), (48.26363294622867, 19.431835382466584), (48.26363294622867, 19.43210526753342), (48.263788539, 19.432240210066833)]"
M4698,19.672630854,48.332719267,4622A15402,4622A33302,639228,M4698,91902,3644A00103,4622A00300,Lučenec,48.34235018,19.68180957,,,"[(48.332719267, 19.67290110371491), (48.33287485977133, 19.672765978857456), (48.33287485977133, 19.672495729142547), (48.332719267, 19.672360604285092), (48.33256367422867, 19.672495729142547), (48.33256367422867, 19.672765978857456), (48.332719267, 19.67290110371491)]"
M4087,21.25675,49.29704,2742A10100,2742A33900,320697,M4087,1041,2742A03701,2742A09900,Bardejov,49.29500669,21.27902776,49.29838959,21.2508142,"[(49.29704, 21.257025498706447), (49.29719559277133, 21.256887749353226), (49.29719559277133, 21.256612250646775), (49.29704, 21.256474501293553), (49.296884407228674, 21.256612250646775), (49.296884407228674, 21.256887749353226), (49.29704, 21.257025498706447)]"
M660,19.461463513,49.400105356,2623A01300,2623A08500,92,M660,92890,2623A08500,2623A00700,Námestovo,49.40204951,19.47215093,49.38771733,19.45118166,"[(49.400105356, 19.461739589460166), (49.400260948771326, 19.461601551230086), (49.400260948771326, 19.461325474769918), (49.400105356, 19.461187436539838), (49.39994976322867, 19.461325474769918), (49.39994976322867, 19.461601551230086), (49.400105356, 19.461739589460166)]"
M2040,21.67401921,48.856126684,3812A36100,3812A01900,403886,M2040,1522,3812A01900,3812A04102,Vranov nad Topľou,48.85381814,21.67505182,48.87957075,21.66782184,"[(48.856126684, 21.67429227404485), (48.85628227677133, 21.674155742022425), (48.85628227677133, 21.673882677977577), (48.856126684, 21.673746145955153), (48.855971091228675, 21.673882677977577), (48.855971091228675, 21.674155742022425), (48.856126684, 21.67429227404485)]"
M3640,18.721645922,48.483090582,3633A32200,3633A00100,423698,M3640,90831,3633A00100,3633A00203,Žarnovica,48.48333851,18.72169308,48.47446015,18.71478934,"[(48.483090582, 18.721916971983234), (48.48324617477133, 18.721781446991617), (48.48324617477133, 18.721510397008384), (48.483090582, 18.721374872016767), (48.482934989228674, 18.721510397008384), (48.482934989228674, 18.721781446991617), (48.483090582, 18.721916971983234)]"
M5803,17.77092069,48.590724346,3532A01400,3532A02805,987,M5803,81910,3532A02805,3532A00500,Piešťany,48.58998183,17.78679947,48.59286125,17.747898,"[(48.590724346, 17.771192316872757), (48.59087993877133, 17.77105650343638), (48.59087993877133, 17.77078487656362), (48.590724346, 17.770649063127244), (48.59056875322867, 17.77078487656362), (48.59056875322867, 17.77105650343638), (48.590724346, 17.771192316872757)]"
M4819,17.432732451,48.144262336,4513A33700,4513B00100,289779,M4819,81618,4513B00100,4513A01702,Dunajská Streda,48.14435539,17.43278208,48.12543073,17.42398802,"[(48.144262336, 17.43300170701441), (48.144417928771325, 17.432867079007202), (48.144417928771325, 17.432597822992797), (48.144262336, 17.43246319498559), (48.14410674322867, 17.432597822992797), (48.14410674322867, 17.432867079007202), (48.144262336, 17.43300170701441)]"
M2684,17.281569346,48.287378488,4422A76500,4422A09100,896261,M2684,81100,4422A03703,4422A02000,Pezinok,48.28840666,17.27983109,48.26793696,17.3055767,"[(48.287378488, 17.281839355704424), (48.28753408077133, 17.281704350852213), (48.28753408077133, 17.28143434114779), (48.287378488, 17.28129933629558), (48.28722289522867, 17.28143434114779), (48.28722289522867, 17.281704350852213), (48.287378488, 17.281839355704424)]"
M419,17.746908697,48.58860475,3532A26400,3532A26500,408794,M419,82060,3532A00500,3534A01600,Piešťany,48.59286125,17.747898,48.51056954,17.72252501,"[(48.58860475, 17.7471803124793), (48.58876034277133, 17.747044504739648), (48.58876034277133, 17.74677288926035), (48.58860475, 17.746637081520696), (48.58844915722867, 17.74677288926035), (48.58844915722867, 17.747044504739648), (48.58860475, 17.7471803124793)]"
M3293,17.596130864,47.863828069,4531A27000,4531A43000,290119,M3293,82120,4533A00300,4531A00300,Dunajská Streda,47.82119776,17.61867255,,,"[(47.863828069, 17.596398660124873), (47.86398366177133, 17.596264762062436), (47.86398366177133, 17.595996965937562), (47.863828069, 17.595863067875126), (47.86367247622867, 17.595996965937562), (47.86367247622867, 17.596264762062436), (47.863828069, 17.596398660124873)]"
M7460,17.920703617,48.811457687,3514A40000,3514B00200,290525,M7460,82240,3514A01800,3514A00400,Nové Mesto nad Váhom,,,48.76029598,17.88724397,"[(48.811457687, 17.920976437685475), (48.81161327977133, 17.920840027342738), (48.81161327977133, 17.920567206657264), (48.811457687, 17.920430796314527), (48.81130209422867, 17.920567206657264), (48.81130209422867, 17.920840027342738), (48.811457687, 17.920976437685475)]"
M6917,18.252480565,49.043265003,2543A39700,2543B00200,1378507,M6917,92206,2543A02103,2543A01700,Ilava,49.06861439,18.28755691,49.03127768,18.23037672,"[(49.043265003, 18.252754655138865), (49.04342059577133, 18.252617610069432), (49.04342059577133, 18.252343519930566), (49.043265003, 18.252206474861133), (49.04310941022867, 18.252343519930566), (49.04310941022867, 18.252617610069432), (49.043265003, 18.252754655138865)]"
M6419,18.307575772,49.109224153,2543A17500,2543A17600,343373,M6419,92210,2543A00102,2543A02102,Púchov,49.11729218,18.31424505,49.06881121,18.28811246,"[(49.109224153, 18.307850226337816), (49.10937974577133, 18.307712999168906), (49.10937974577133, 18.307438544831093), (49.109224153, 18.307301317662183), (49.10906856022867, 18.307438544831093), (49.10906856022867, 18.307712999168906), (49.109224153, 18.307850226337816)]"
M6702,17.791829092,48.430096307,3534A50102,3534A00404,905599,M6702,81140,3534A00404,3534A02302,Hlohovec,48.42810519,17.79579063,,,"[(48.430096307, 17.792099859197307), (48.43025189977133, 17.791964475598654), (48.43025189977133, 17.791693708401347), (48.430096307, 17.791558324802693), (48.42994071422867, 17.791693708401347), (48.42994071422867, 17.791964475598654), (48.430096307, 17.792099859197307)]"
M3832,17.846496375,48.764014205,3514A00310,3514A74300,314167,M3832,83630,3514A00400,3514A00310,Nové Mesto nad Váhom,48.76029598,17.88724397,48.76410036,17.8454965,"[(48.764014205, 17.846768937866365), (48.76416979777133, 17.846632656433183), (48.76416979777133, 17.84636009356682), (48.764014205, 17.846223812133637), (48.763858612228674, 17.84636009356682), (48.763858612228674, 17.846632656433183), (48.764014205, 17.846768937866365)]"
M7186,18.505753631,49.089675593,2544A01500,2544A67000,7293,M7186,92380,2544A01600,2544A15900,Považská Bystrica,49.08618044,18.52011784,49.09448663,18.47802394,"[(49.089675593, 18.506027977260015), (49.08983118577133, 18.505890804130008), (49.08983118577133, 18.505616457869994), (49.089675593, 18.505479284739987), (49.089520000228674, 18.505616457869994), (49.089520000228674, 18.505890804130008), (49.089675593, 18.506027977260015)]"
M3069,18.807331782,48.940475796,3611A31800,3611A31900,376913,M3069,92420,3611A02000,3611A01700,Turčianske Teplice,,,48.91511736,18.77063387,"[(48.940475796, 18.80760530722384), (48.94063138877133, 18.807468544611922), (48.94063138877133, 18.807195019388075), (48.940475796, 18.807058256776156), (48.94032020322867, 18.807195019388075), (48.94032020322867, 18.807468544611922), (48.940475796, 18.80760530722384)]"
M7335,19.720579335,49.358776477,2642A03300,2642A00202,1385360,M7335,92460,2642A00200,2641A04804,Tvrdošín,,,49.3621606,19.63587223,"[(49.358776477, 19.72085517938477), (49.35893206977133, 19.720717257192387), (49.35893206977133, 19.720441412807613), (49.358776477, 19.72030349061523), (49.35862088422867, 19.720441412807613), (49.35862088422867, 19.720717257192387), (49.358776477, 19.72085517938477)]"
M4237,19.47778,48.55524,3641A09000,3641A09100,457001,M4237,91710,3641A09500,3641A00204,Detva,48.56952369,19.50559394,48.52848624,19.45614449,"[(48.55524, 19.478051436308697), (48.555395592771326, 19.477915718154346), (48.555395592771326, 19.477644281845652), (48.55524, 19.477508563691302), (48.55508440722867, 19.477644281845652), (48.55508440722867, 19.477915718154346), (48.55524, 19.478051436308697)]"
M4123,20.521444075,48.659717118,3732A05906,3732A18400,553447,M4123,1891,3732A18802,3732A05906,Rožňava,48.65870333,20.53079177,48.65976862,20.52114258,"[(48.659717118, 20.52171607345535), (48.65987271077133, 20.521580074227675), (48.65987271077133, 20.52130807577233), (48.659717118, 20.52117207654465), (48.659561525228675, 20.52130807577233), (48.659561525228675, 20.521580074227675), (48.659717118, 20.52171607345535)]"
M4105,20.521712777,48.876349357,3712A00300,3712A19100,4784,M4105,3600,3712A05700,3712A25200,Spišská Nová Ves,48.9096564,20.58460439,,,"[(48.876349357, 20.521985951416642), (48.87650494977133, 20.52184936420832), (48.87650494977133, 20.52157618979168), (48.876349357, 20.52143960258336), (48.876193764228674, 20.52157618979168), (48.876193764228674, 20.52184936420832), (48.876349357, 20.521985951416642)]"
M6258,20.581924895,48.961924688,3712A12701,3712A12800,219230,M6258,1920,3712A32500,3712A12400,Spišská Nová Ves,,,,,"[(48.961924688, 20.58219853783891), (48.96208028077133, 20.582061716419457), (48.96208028077133, 20.581788073580544), (48.961924688, 20.58165125216109), (48.961769095228675, 20.581788073580544), (48.961769095228675, 20.582061716419457), (48.961924688, 20.58219853783891)]"
M3440,20.174271162,49.12147859,2733A77001,2733A76900,1121387,M3440,750,2733A00801,2733A08200,Poprad,49.11720771,20.12529219,49.11648944,20.08182181,"[(49.12147859, 20.174545684148452), (49.12163418277133, 20.174408423074226), (49.12163418277133, 20.174133900925774), (49.12147859, 20.17399663985155), (49.121322997228674, 20.174133900925774), (49.121322997228674, 20.174408423074226), (49.12147859, 20.174545684148452)]"
M1208,18.566087791,49.317601264,2542A16400,2542A16500,273480,M1208,93478,2542B00200,2542A15900,Bytča,49.35600886,18.56567071,49.29498394,18.58354351,"[(49.317601264, 18.566363404702425), (49.317756856771325, 18.566225597851215), (49.317756856771325, 18.565949984148787), (49.317601264, 18.565812177297577), (49.31744567122867, 18.565949984148787), (49.31744567122867, 18.566225597851215), (49.317601264, 18.566363404702425)]"
M3182,21.271528385,49.277383136,2742A00902,2742A14900,334198,M3182,1492,2742A03800,2742A17000,Bardejov,49.28166107,21.27307348,49.26890854,21.25596523,"[(49.277383136, 21.271803773891474), (49.277538728771326, 21.271666079445737), (49.277538728771326, 21.271390690554263), (49.277383136, 21.271252996108526), (49.27722754322867, 21.271390690554263), (49.27722754322867, 21.271666079445737), (49.277383136, 21.271803773891474)]"
M3386,20.997178589,48.878808695,3722A00502,3721A27900,8360,M3386,2470,3721A00302,3722A00502,Gelnica,48.87526646,20.99726568,48.88743924,21.00648564,"[(48.878808695, 20.997451776847683), (48.878964287771325, 20.997315182923842), (48.878964287771325, 20.99704199507616), (48.878808695, 20.99690540115232), (48.87865310222867, 20.99704199507616), (48.87865310222867, 20.997315182923842), (48.878808695, 20.997451776847683)]"
M2768,21.00689378,48.629833537,3742A22400,3742A01700,451322,M2768,2530,3723A00300,3742A22300,Košice - okolie,,,,,"[(48.629833537, 21.00716561733466), (48.62998912977133, 21.007029698667328), (48.62998912977133, 21.00675786133267), (48.629833537, 21.006621942665337), (48.629677944228675, 21.00675786133267), (48.629677944228675, 21.007029698667328), (48.629833537, 21.00716561733466)]"
M1327,21.668611514,48.557260497,3831A00700,3832A00500,4352,M1327,2620,3832A00105,3831A01400,Trebišov,48.54800279,21.69110166,,,"[(48.557260497, 21.66888296114954), (48.55741608977133, 21.668747237574767), (48.55741608977133, 21.66847579042523), (48.557260497, 21.668340066850458), (48.55710490422867, 21.66847579042523), (48.55710490422867, 21.668747237574767), (48.557260497, 21.66888296114954)]"
M3929,21.994145752,48.678757672,3814A28502,3832A02600,1324578,M3929,1800,3832A06400,3814A28100,Michalovce,48.64925432,21.99726836,,,"[(48.678757672, 21.99441785325292), (48.67891326477133, 21.99428180262646), (48.67891326477133, 21.994009701373542), (48.678757672, 21.993873650747084), (48.678602079228675, 21.994009701373542), (48.678602079228675, 21.99428180262646), (48.678757672, 21.99441785325292)]"
M1311,21.890653235,49.298042919,2832A23200,2832A23300,352882,M1311,2886,2832A23900,2832A23100,Medzilaborce,49.31856589,21.86790755,49.27559938,21.90134597,"[(49.298042919, 21.890928739312567), (49.298198511771325, 21.890790987156283), (49.298198511771325, 21.890515482843714), (49.298042919, 21.89037773068743), (49.29788732622867, 21.890515482843714), (49.29788732622867, 21.890790987156283), (49.298042919, 21.890928739312567)]"
M5581,17.728957156,48.184389574,4512A23600,4512A23700,508952,M5581,82581,4512A02600,4512A00504,Galanta,48.17558535,17.73011083,48.18881014,17.72607271,"[(48.184389574, 17.7292266227414), (48.18454516677133, 17.7290918893707), (48.18454516677133, 17.7288224226293), (48.184389574, 17.7286876892586), (48.18423398122867, 17.7288224226293), (48.18423398122867, 17.7290918893707), (48.184389574, 17.7292266227414)]"
M2610,18.080036839,48.296010204,4521A00501,4521A00503,1617,M2610,82591,4521A08805,4521A00500,Nitra,48.28396756,18.06745641,,,"[(48.296010204, 18.080306894350347), (48.29616579677133, 18.080171866675173), (48.29616579677133, 18.07990181132483), (48.296010204, 18.079766783649657), (48.29585461122867, 18.07990181132483), (48.29585461122867, 18.080171866675173), (48.296010204, 18.080306894350347)]"
M4621,18.635940025,48.213803476,4522A11200,4522A11301,468706,M4621,82630,4611A02000,4522A11200,Levice,48.19268224,18.70887536,48.21506373,18.63360362,"[(48.213803476, 18.636209646501307), (48.21395906877133, 18.636074835750655), (48.21395906877133, 18.635805214249345), (48.213803476, 18.635670403498693), (48.213647883228674, 18.635805214249345), (48.213647883228674, 18.636074835750655), (48.213803476, 18.636209646501307)]"
M3011,17.097241918,48.162426001,4424A64201,4424A00809,460587,M3011,80122,4424A00103,4424A00801,Bratislava I,48.16693587,17.07885204,48.16174674,17.09993749,"[(48.162426001, 17.097511269343144), (48.16258159377133, 17.097376593671573), (48.16258159377133, 17.09710724232843), (48.162426001, 17.09697256665686), (48.16227040822867, 17.09710724232843), (48.16227040822867, 17.097376593671573), (48.162426001, 17.097511269343144)]"
M3877,17.206146981,48.148388904,4424A30500,4424A61901,460772,M3877,82653,4424A61901,4424A62902,Bratislava II,48.14821222,17.20658072,48.16057374,17.1789097,"[(48.148388904, 17.20641625866366), (48.14854449677133, 17.20628161983183), (48.14854449677133, 17.20601234216817), (48.148388904, 17.20587770333634), (48.14823331122867, 17.20601234216817), (48.14823331122867, 17.20628161983183), (48.148388904, 17.20641625866366)]"
M5772,18.230441138,49.00332177,3521A26200,3521A26301,288337,M5772,93220,3521A03200,2543A00200,Ilava,,,49.02452909,18.20930968,"[(49.00332177, 18.23071500823477), (49.00347736277133, 18.230578073117385), (49.00347736277133, 18.230304202882614), (49.00332177, 18.23016726776523), (49.00316617722867, 18.230304202882614), (49.00316617722867, 18.230578073117385), (49.00332177, 18.23071500823477)]"
M1945,21.783327004,49.256154311,2832A12200,2832A12300,150991,M1945,1680,2832A00200,2832A01100,Stropkov,49.25623668,21.78530637,49.26550834,21.71771978,"[(49.256154311, 21.783602274429246), (49.25630990377133, 21.78346463921462), (49.25630990377133, 21.78318936878538), (49.256154311, 21.783051733570755), (49.255998718228675, 21.78318936878538), (49.255998718228675, 21.78346463921462), (49.256154311, 21.783602274429246)]"
M5316,21.955800084,49.283097923,2832A29700,2832A28100,1054436,M5316,3106,2841A00100,2832A01700,Medzilaborce,49.2882628,22.01549648,49.29004578,21.93424534,"[(49.283097923, 21.956075504805312), (49.28325351577133, 21.955937794402658), (49.28325351577133, 21.95566237359734), (49.283097923, 21.955524663194687), (49.28294233022867, 21.95566237359734), (49.28294233022867, 21.955937794402658), (49.283097923, 21.956075504805312)]"
M1608,21.919972718,48.760147182,3814A05213,3814A45200,642641,M1608,3304,3814A02404,3814A24604,Michalovce,48.76250711,21.92561779,48.75875925,21.91416623,"[(48.760147182, 21.920245259881757), (48.760302774771326, 21.92010898894088), (48.760302774771326, 21.919836447059122), (48.760147182, 21.919700176118244), (48.75999158922867, 21.919836447059122), (48.75999158922867, 21.92010898894088), (48.760147182, 21.920245259881757)]"
M2681,22.178228921,48.762135745,3823A11800,3823A01700,272222,M2681,4140,3823A01700,3823A01500,Sobrance,48.75604653,22.18442857,48.80741971,22.15877942,"[(48.762135745, 22.17850147367224), (48.76229133777133, 22.17836519733612), (48.76229133777133, 22.178092644663877), (48.762135745, 22.177956368327756), (48.76198015222867, 22.178092644663877), (48.76198015222867, 22.17836519733612), (48.762135745, 22.17850147367224)]"
M5686,19.589651817,48.989582193,3621A05200,3621A05100,1342452,M5686,93006,3621A00200,2643A02800,Liptovský Mikuláš,48.96691775,19.572862,49.03180511,19.57290957,"[(48.989582193, 19.589925611704977), (48.989737785771325, 19.589788714352487), (48.989737785771325, 19.589514919647513), (48.989582193, 19.589378022295023), (48.98942660022867, 19.589514919647513), (48.98942660022867, 19.589788714352487), (48.989582193, 19.589925611704977)]"
M3641,17.124204199,48.511099729,3444A19000,3442A34001,426660,M3641,82809,3442A01601,3444A19000,Malacky,48.56102719,17.1315487,48.49675399,17.0952411,"[(48.511099729, 17.124475398777033), (48.51125532177133, 17.124339798888517), (48.51125532177133, 17.124068599111485), (48.511099729, 17.12393299922297), (48.51094413622867, 17.124068599111485), (48.51094413622867, 17.124339798888517), (48.511099729, 17.124475398777033)]"
M7762,17.166080273,48.734720551,3424A15600,3424A02900,259432,M7762,83540,3424A12600,3424A41600,Skalica,48.79744941,17.16592776,48.72388478,17.16083104,"[(48.734720551, 17.166352677014093), (48.73487614377133, 17.166216475007044), (48.73487614377133, 17.165944070992953), (48.734720551, 17.165807868985905), (48.734564958228674, 17.165944070992953), (48.734564958228674, 17.166216475007044), (48.734720551, 17.166352677014093)]"
M6308,18.341897331,48.611166038,3542A15000,3542A15100,398998,M6308,83670,3542A00500,3541A03200,Partizánske,48.62889564,18.35563611,,,"[(48.611166038, 18.34216906782106), (48.61132163077133, 18.34203319941053), (48.61132163077133, 18.341761462589467), (48.611166038, 18.341625594178936), (48.61101044522867, 18.341761462589467), (48.61101044522867, 18.34203319941053), (48.611166038, 18.34216906782106)]"
M2846,19.779670481,48.429625333,3644A10900,3644A31100,255415,M2846,93100,3644A02001,3644A01900,Poltár,48.42742538,19.78413315,48.43026765,19.77430742,"[(48.429625333, 19.779941245687798), (48.429780925771325, 19.7798058633439), (48.429780925771325, 19.7795350986561), (48.429625333, 19.779399716312202), (48.42946974022867, 19.7795350986561), (48.42946974022867, 19.7798058633439), (48.429625333, 19.779941245687798)]"
M5312,17.143498645,48.640265098,3442A16101,3442A16300,283529,M5312,83526,3442A00600,3442A02900,Senica,48.64739699,17.14326716,48.61298265,17.04615551,"[(48.640265098, 17.143770538547503), (48.64042069077133, 17.143634591773754), (48.64042069077133, 17.143362698226248), (48.640265098, 17.1432267514525), (48.64010950522867, 17.143362698226248), (48.64010950522867, 17.143634591773754), (48.640265098, 17.143770538547503)]"
M1255,19.614342336,49.074868863,2643A38000,2643A38100,211300,M1255,93701,2643A09000,2643A01801,Liptovský Mikuláš,49.06851615,19.6144828,49.08104351,19.61918063,"[(49.074868863, 19.61461660047617), (49.07502445577133, 19.614479468238084), (49.07502445577133, 19.614205203761916), (49.074868863, 19.61406807152383), (49.07471327022867, 19.614205203761916), (49.07471327022867, 19.614479468238084), (49.074868863, 19.61461660047617)]"
M3759,20.827624261,49.075461307,2743A17500,2743A01600,405378,M3759,4718,2743B00100,3721A00900,Levoča,49.07736817,20.82931856,49.00598411,20.77647212,"[(49.075461307, 20.827898528747202), (49.075616899771326, 20.8277613948736), (49.075616899771326, 20.8274871271264), (49.075461307, 20.8273499932528), (49.07530571422867, 20.8274871271264), (49.07530571422867, 20.8277613948736), (49.075461307, 20.827898528747202)]"
M6883,20.852886626,49.107855158,2743A05700,2743A05800,292202,M6883,4719,2743A01901,2743B00100,Sabinov,49.14474443,20.85646455,49.07736817,20.82931856,"[(49.107855158, 20.85316107276526), (49.10801075077133, 20.85302384938263), (49.10801075077133, 20.85274940261737), (49.107855158, 20.85261217923474), (49.10769956522867, 20.85274940261737), (49.10769956522867, 20.85302384938263), (49.107855158, 20.85316107276526)]"
M7034,18.214288033,49.228026734,2541A04700,2541A04800,343696,M7034,95940,2541A00300,2543A00700,Púchov,49.29463576,18.23434219,49.19332815,18.21903203,"[(49.228026734, 18.214563146685258), (49.228182326771325, 18.21442558984263), (49.228182326771325, 18.214150476157368), (49.228026734, 18.21401291931474), (49.22787114122867, 18.214150476157368), (49.22787114122867, 18.21442558984263), (49.228026734, 18.214563146685258)]"
M2877,18.238115352,48.707041317,3523A40000,3523A08900,968496,M2877,83656,3523A03902,3523A08200,Bánovce nad Bebravou,48.69380209,18.14778151,48.71082118,18.25218609,"[(48.707041317, 18.23838760615182), (48.707196909771326, 18.238251479075913), (48.707196909771326, 18.23797922492409), (48.707041317, 18.23784309784818), (48.70688572422867, 18.23797922492409), (48.70688572422867, 18.238251479075913), (48.707041317, 18.23838760615182)]"
M5910,18.689811103,48.777865983,3613A02200,3613A23800,6753,M5910,92110,3613A00600,3613A00400,Prievidza,48.76956081,18.75508239,48.77977694,18.69552765,"[(48.777865983, 18.690083741070506), (48.77802157577133, 18.689947422035253), (48.77802157577133, 18.689674783964747), (48.777865983, 18.689538464929495), (48.77771039022867, 18.689674783964747), (48.77771039022867, 18.689947422035253), (48.777865983, 18.690083741070506)]"
M7118,19.561056386,49.366154455,2623A19601,2641A01503,334083,M7118,93930,2641A01503,2623A00303,Tvrdošín,49.35735864,19.54927712,49.36600695,19.61655738,"[(49.366154455, 19.561332271775434), (49.36631004777133, 19.561194328887716), (49.36631004777133, 19.560918443112286), (49.366154455, 19.560780500224567), (49.36599886222867, 19.560918443112286), (49.36599886222867, 19.561194328887716), (49.366154455, 19.561332271775434)]"
M3027,17.316633926,48.137916276,4424J30400,4424A12800,1355402,M3027,85750,4513A03203,4424A02700,Senec,48.14148199,17.33292914,48.12713405,17.29489057,"[(48.137916276, 17.316903148730532), (48.13807186877133, 17.316768537365267), (48.13807186877133, 17.316499314634736), (48.137916276, 17.31636470326947), (48.13776068322867, 17.316499314634736), (48.13776068322867, 17.316768537365267), (48.137916276, 17.316903148730532)]"
M6745,18.165036604,47.864847185,4541A15100,4541A00700,367383,M6745,83070,4541A00700,4541A05500,Komárno,47.86020427,18.17739268,47.91999548,18.13330876,"[(47.864847185, 18.16530440538995), (47.86500277777133, 18.165170504694977), (47.86500277777133, 18.164902703305025), (47.864847185, 18.164768802610052), (47.864691592228674, 18.164902703305025), (47.864691592228674, 18.165170504694977), (47.864847185, 18.16530440538995)]"
M220,19.13166,48.57483,3632A06704,3632A33600,651260,M220,93351,3632A17100,3632A01103,Zvolen,48.57332158,19.14450802,48.57365524,19.1264495,"[(48.57483, 19.13193154146829), (48.57498559277133, 19.131795770734144), (48.57498559277133, 19.131524229265857), (48.57483, 19.13138845853171), (48.57467440722867, 19.131524229265857), (48.57467440722867, 19.131795770734144), (48.57483, 19.13193154146829)]"
M1902,21.257859844,48.98070963,3722A28700,3722A28800,452079,M1902,3511,3722A52702,3722A01600,Prešov,48.9776498,21.26396689,,,"[(48.98070963, 21.258133589960835), (48.98086522277133, 21.25799671698042), (48.98086522277133, 21.25772297101958), (48.98070963, 21.257586098039162), (48.98055403722867, 21.25772297101958), (48.98055403722867, 21.25799671698042), (48.98070963, 21.258133589960835)]"
M5676,21.344484887,48.604537087,3831A21000,3831A21100,451447,M5676,5450,3831A02100,3742A03600,Košice - okolie,48.60434018,21.34656488,48.60706006,21.32266482,"[(48.604537087, 21.344756588152844), (48.604692679771325, 21.344620737576424), (48.604692679771325, 21.344349036423576), (48.604537087, 21.344213185847156), (48.60438149422867, 21.344349036423576), (48.60438149422867, 21.344620737576424), (48.604537087, 21.344756588152844)]"
M7568,17.648654846,48.676033618,3531A07900,3531A08100,192295,M7568,85150,3514A05603,3531A05600,Myjava,48.68907928,17.67885063,48.67160087,17.59987754,"[(48.676033618, 17.648926932539485), (48.67618921077133, 17.64879088926974), (48.67618921077133, 17.64851880273026), (48.676033618, 17.648382759460514), (48.67587802522867, 17.64851880273026), (48.67587802522867, 17.64879088926974), (48.676033618, 17.648926932539485)]"
M7368,17.225389852,48.2139548,4422B00400,4422A88802,1225159,M7368,86210,4422B00700,4422A00700,Pezinok,48.21688232,17.17845336,48.23468002,17.24918771,"[(48.2139548, 17.225659474298133), (48.21411039277133, 17.225524663149066), (48.21411039277133, 17.225255040850932), (48.2139548, 17.225120229701865), (48.213799207228675, 17.225255040850932), (48.213799207228675, 17.225524663149066), (48.2139548, 17.225659474298133)]"
M7109,17.042860053,48.442340015,3444A23600,3444A23900,429551,M7109,82791,3444A24000,3444A02203,Malacky,48.44445237,17.0594049,48.44085663,17.02545879,"[(48.442340015, 17.043130885458684), (48.44249560777133, 17.042995469229343), (48.44249560777133, 17.042724636770654), (48.442340015, 17.042589220541313), (48.44218442222867, 17.042724636770654), (48.44218442222867, 17.042995469229343), (48.442340015, 17.043130885458684)]"
