Správca CK,Trieda CK,Číslo CK,Evidenčné číslo mosta,Usek,ID mosta,Názov mosta,Rok postavenia,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,LongitudeE,LatitudeN,Vlastník CK,KRAJ,OKRES,PORADIE,POKRAC
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527013,1,3829,M318,527013-001 cez  Veľkostracinský potok v obci Veľké Straciny,1937,,1.0,3.0,,8.8,8.8,,,Dobrý,dosková,monolitický železobetón,13.0,46.0,197.0,odhadom,Vodný tok,19.395295632,48.196491495,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527013,4,3829,M405,527013-004 Most cez potok Stracinský medzi obcami Veľké Straciny a Malé Zlievce,1942,,1.0,4.6,,6.1,,,,Dobrý,dosková,monolitický železobetón,13.0,25.0,164.0,odhadom,Vodný tok,19.423055105,48.190142526,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527013,005A,3825,M2938,527013-005a Most cez potok Čemer pred obcou Bušince,1980,,1.0,10.9,,14.01,13.5,,,Dobrý,dosková,prefabrikovaný predpätý betón,48.0,86.0,389.0,odhadom,Vodný tok,19.478792229,48.17686234,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,5.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527013,7,3825,M3876,527013-007 Most cez potok Viničný v obci Bušince,1930,,1.0,2.55,,9.4,9.1,,,Uspokojivý,dosková,monolitický železobetón,20.0,75.0,420.0,odhadom,Vodný tok,19.495140564,48.175131767,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,5.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527014,2,3813,M3864,527014-002 most cez potok Katovka za Modrým Kameňom,1924,,1.0,5.6,,5.9,,,,Zlý,dosková,monolitický železobetón,13.0,26.0,132.0,odhadom,Vodný tok,19.352082666,48.235658059,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527014,1,3813,M6651,527014-001 Most cez járok v meste Modrý Kameň,1977,,1.0,3.9,,9.3,5.6,,,Dobrý,dosková,monolitický železobetón,54.0,60.0,100.0,odhadom,Vodný tok,19.335751682,48.241038534,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527014,3,3814,M4026,527014-003 Most cez potok Hlinený pred obcou Dolné Strháre,1949,,1.0,8.9,,7.2,,,,Dobrý,dosková,monolitický železobetón,26.0,52.0,243.0,odhadom,Vodný tok,19.3882781,48.245711359,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527014,7,5707,M481,527014-007 Most cez Horský za obcou Veľký Lom,1931,,1.0,2.05,,5.0,4.8,,,Uspokojivý,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,19.369108265,48.344288157,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,4.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527014,4,5707,M5302,527014-004 Most cez potok Stará rieka za obcou Dolné Strháre (Koprovnica),1922,,1.0,7.05,,5.84,5.6,,,Veľmi zlý,dosková,monolitický železobetón,3.0,4.5,10.0,odhadom,Vodný tok,19.390003112,48.270871576,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,4.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527014,6,5707,M7005,527014-006 Most cez potok Koprovnica medzi obcami Dolné Strháre a Suché Brezovo,1951,,1.0,4.0,,7.2,,,,Dobrý,klenbová,monolitický prostý betón,50.0,130.0,420.0,odhadom,Vodný tok,19.389071552,48.282783954,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,4.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527014,5,5707,M7665,527014-005 Most cez potok Koprovnica medzi obcami Dolné Strháre a Suché Brezovo (pri  Koprovnici),1948,,1.0,8.6,,6.2,5.55,,,Uspokojivý,dosková,monolitický železobetón,17.0,28.0,135.0,odhadom,Vodný tok,19.389939358,48.272715983,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,4.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527015,1,3799,M5026,527015-001 Most ( tunel) cez potok Stará rieka pred obcou Horné Strháre,1963,,1.0,3.5,,7.0,7.0,,,Dobrý,klenbová,monolitický prostý betón,50.0,130.0,420.0,odhadom,Vodný tok,19.368055447,48.265845006,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527017,1,3236,M603,527017-001 Most cez potok Suchánčok v obci Sucháň,1937,,1.0,5.0,,7.6,5.6,,,Dobrý,trámová,monolitický železobetón,15.0,26.0,149.0,odhadom,Vodný tok,19.222369265,48.314677573,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527017,2,3236,M6384,527017-002 Most cez potok Suchánčok v obci Sucháň,1936,,1.0,7.2,,7.6,5.6,,,Uspokojivý,trámová,monolitický železobetón,18.0,24.0,169.0,odhadom,Vodný tok,19.222039568,48.313235562,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527017,3,3250,M4373,527017-003 Most cez Višňový potok pred obcou Čebovce,1968,,1.0,5.1,,7.5,6.5,,,Uspokojivý,trámová,prefabrikovaný železobetón,28.0,54.0,313.0,odhadom,Vodný tok,19.215464344,48.221198364,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,5.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527017,4,3275,M2474,527017-004 Most cez potok Čebovský v obci Čebovce,1938,,1.0,6.05,,7.35,7.0,,,Dobrý,trámová,monolitický železobetón,16.0,24.0,138.0,odhadom,Vodný tok,19.231348825,48.176004199,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,6.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527017,5,3275,M7401,527017-005 Most cez potok Čahovský v obci Nenince,1938,,1.0,8.2,,7.55,,,,Dobrý,trámová,monolitický železobetón,16.0,24.0,128.0,odhadom,Vodný tok,19.259179628,48.146954092,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,6.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527018,1,3276,M1081,527018-001 Most cez Čebovský potok v obci Opatovská Nová Ves,1973,,1.0,14.0,,9.5,7.0,,,Dobrý,dosková,prefabrikovaný predpätý betón,60.0,80.0,100.0,odhadom,Vodný tok,19.275348378,48.114496209,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527018,3,3276,M2911,527018-003 Most cez Seliansky potok medzi obcami Opatovská Nová Ves a Lesenice,1961,,1.0,7.55,,7.8,6.8,,,Uspokojivý,dosková,prefabrikovaný železobetón,26.0,45.0,253.0,odhadom,Vodný tok,19.265291221,48.111900382,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527018,5,3273,M159,527018-005 Most cez Trebušovský potok v obci Trebušovce,1959,,1.0,6.8,,7.6,7.3,,,Uspokojivý,dosková,prefabrikovaný železobetón,50.0,60.0,100.0,odhadom,Vodný tok,19.198701449,48.116159174,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527018,4,3273,M1751,527018-004 Most cez potok Lesenický v obci Lesenice,1958,,1.0,3.75,,7.65,7.1,,,Dobrý,dosková,monolitický železobetón,13.0,29.0,203.0,odhadom,Vodný tok,19.242543039,48.105445285,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527019,1,3196,M3099,527019-001 Most cez horský pozok v osade Zábava,1958,,1.0,4.0,,7.4,7.2,,,Veľmi dobrý,dosková,monolitický železobetón,30.0,40.0,196.0,podľa tabuliek,Vodný tok,19.173479451,48.405620905,Banskobystrický samosprávny kraj,Banskobystrický kraj,Zvolen,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527019,4,3197,M1117,527019-004 Most  cez horský potok pod pílou Lopaty,1949,,1.0,4.9,,7.7,6.15,,,Uspokojivý,klenbová,monolitický železobetón,16.0,22.0,96.0,podľa tabuliek,Vodný tok,19.212670232,48.402340604,Banskobystrický samosprávny kraj,Banskobystrický kraj,Zvolen,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527019,6,3197,M1788,527019-006 Most cez  potok   Stružný v osade Lopaty,1949,,1.0,4.7,,9.5,9.5,,,Dobrý,klenbová,monolitický železobetón,32.0,80.0,196.0,podľa tabuliek,Vodný tok,19.219697494,48.394681766,Banskobystrický samosprávny kraj,Banskobystrický kraj,Zvolen,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527019,2,3197,M2936,527019-002 Most cez potok Klinkovica za osadou Zábava,1963,,1.0,9.3,,7.3,7.0,,,Dobrý,dosková,monolitický železobetón,34.0,53.0,230.0,porovnávací výpočet,Vodný tok,19.186394829,48.404778398,Banskobystrický samosprávny kraj,Banskobystrický kraj,Zvolen,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527019,8,3197,M4784,527019-008 Most cez horský potok za osadu Lopaty,1947,,1.0,4.6,,6.5,6.5,,,Uspokojivý,klenbová,monolitický železobetón,35.0,73.0,203.0,podľa tabuliek,Vodný tok,19.230557757,48.394843369,Banskobystrický samosprávny kraj,Banskobystrický kraj,Zvolen,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527019,5,3197,M5256,527019-005 Most cez horský potok v osade Lopaty,1947,,1.0,6.45,,7.4,6.8,,,Uspokojivý,dosková,monolitický železobetón,22.0,29.0,170.0,porovnávací výpočet,Vodný tok,19.215068859,48.401589151,Banskobystrický samosprávny kraj,Banskobystrický kraj,Zvolen,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527019,3,3197,M6029,527019-003 Most cez zrážkový potok za osadou Zábava,1963,,1.0,2.05,,7.5,6.5,,,Dobrý,dosková,monolitický železobetón,18.0,43.0,196.0,podľa tabuliek,Vodný tok,19.193180428,48.403750624,Banskobystrický samosprávny kraj,Banskobystrický kraj,Zvolen,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527019,7,3197,M7564,527019-007 Most cez horský potok  v osade Lopaty,1948,,1.0,4.7,,7.0,7.0,,,Zlý,klenbová,monolitický železobetón,32.0,80.0,196.0,podľa tabuliek,Vodný tok,19.226410441,48.394984938,Banskobystrický samosprávny kraj,Banskobystrický kraj,Zvolen,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527020,1,3195,M3653,527020-003 Most cez horský potok  za osadou Zábava,1947,,1.0,2.45,,6.0,6.0,,,Dobrý,dosková,monolitický železobetón,26.0,40.0,196.0,podľa tabuliek,Vodný tok,19.178971104,48.407804606,Banskobystrický samosprávny kraj,Banskobystrický kraj,Zvolen,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527020,3,3195,M4134,527020-003 Most cez potok Krupinica  pred obcou Zaježová,1900,,1.0,4.0,,4.0,4.0,,,Uspokojivý,klenbová,kameň,6.0,16.0,75.0,porovnávací výpočet,Vodný tok,19.205162225,48.438750192,Banskobystrický samosprávny kraj,Banskobystrický kraj,Zvolen,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527020,2,3195,M7698,527020-002 Most cez potok Krupinica za osadou Zábava,1947,,1.0,3.9,,6.4,6.4,,,Dobrý,dosková,monolitický železobetón,18.0,21.0,175.0,podľa tabuliek,Vodný tok,19.179525994,48.408077267,Banskobystrický samosprávny kraj,Banskobystrický kraj,Zvolen,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527020,8,3170,M1958,527020-006 Most cez Slatinský potok pri obci Kalinka,1948,,1.0,5.8,,5.6,5.6,,,Dobrý,dosková,monolitický železobetón,20.0,23.0,166.0,podľa tabuliek,Vodný tok,19.303481761,48.501470714,Banskobystrický samosprávny kraj,Banskobystrický kraj,Detva,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527020,7,3170,M5023,527020-007  Most cez Kocanský potok v obci Slatinské Lazy,1945,,1.0,3.55,,5.5,4.9,,,Dobrý,dosková,monolitický železobetón,21.0,31.0,196.0,podľa tabuliek,Vodný tok,19.300707351,48.499782041,Banskobystrický samosprávny kraj,Banskobystrický kraj,Detva,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527020,6,3170,M6003,527020-006 Most cez Slatinský potok pri obci Kalinka,1965,,1.0,6.0,,7.5,6.5,,,Veľmi dobrý,dosková,prefabrikovaný železobetón,48.0,116.0,412.0,podľa tabuliek,Vodný tok,19.28532397,48.495520606,Banskobystrický samosprávny kraj,Banskobystrický kraj,Detva,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527020,5,3170,M6527,527020-005 Most cez potok Kalinka v obci Kalinka,1950,,1.0,3.2,,6.3,5.5,,,Dobrý,dosková,monolitický železobetón,21.0,32.0,196.0,podľa tabuliek,Vodný tok,19.280376866,48.494135505,Banskobystrický samosprávny kraj,Banskobystrický kraj,Detva,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527020,4,3170,M7037,527020-004 Most cez  horský potok za obcou Kalinka,1948,,1.0,2.9,,6.6,6.0,,,Dobrý,dosková,monolitický železobetón,26.0,40.0,196.0,podľa tabuliek,Vodný tok,19.257040018,48.485977638,Banskobystrický samosprávny kraj,Banskobystrický kraj,Detva,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527023,3,3183,M7613,527023-003 Most cez potok Krupinica pred obcou Bzovská Lehôtka,1966,,1.0,7.7,,6.3,5.3,,,Veľmi dobrý,dosková,prefabrikovaný železobetón,30.0,70.0,300.0,podľa tabuliek,Vodný tok,19.1270599,48.41904369,Banskobystrický samosprávny kraj,Banskobystrický kraj,Zvolen,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527024,2,3842,M5264,527024-002 Most cez potok Krtíš medzi obcami Želovce a Kiarov,1958,,1.0,17.25,,8.0,5.9,,,Uspokojivý,trámová,prefabrikovaný predpätý betón,20.0,34.0,126.0,odhadom,Vodný tok,19.369732368,48.127999731,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527024,1,3842,M5390,527024-001 Most cez melioračný kanál 026 02 za obcou Želovce,1977,,1.0,4.1,,8.1,7.5,,,Dobrý,dosková,monolitický železobetón,28.0,63.0,420.0,odhadom,Vodný tok,19.360835995,48.12366372,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527025,1,3278,M2001,527025-001 Most cez potok Čebovský medzi obcami Slovenské Ďarmoty a Lesenice,1982,,1.0,8.0,,7.55,6.7,,,Dobrý,dosková,prefabrikovaný železobetón,37.0,69.0,342.0,odhadom,Vodný tok,19.26780308,48.096121639,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,527026,1,3172,M5066,527026-001 Most cez potok Krupinica v obci Zaježová,1984,,1.0,4.5,,7.85,6.85,,,Veľmi dobrý,dosková,prefabrikovaný železobetón,57.0,150.0,500.0,podľa tabuliek,Vodný tok,19.220050396,48.458928115,Banskobystrický samosprávny kraj,Banskobystrický kraj,Zvolen,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 11 Banská Bystrica",cesta III. triedy,529003,6,3673,M1978,529003-006_most cez potok Šaling v obci Č. Balog - Dobroč,1959,,1.0,6.65,,6.3,5.6,,,Uspokojivý,dosková,prefabrikovaný železobetón,22.0,39.0,242.0,odhadom,Vodný tok,19.707107149,48.733235625,Banskobystrický samosprávny kraj,Banskobystrický kraj,Brezno,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 11 Banská Bystrica",cesta III. triedy,529003,2,3673,M2417,529003-002_most cez tok Križnô v obci Č. Balog,1951,,1.0,3.05,,7.0,6.4,,,Uspokojivý,dosková,monolitický železobetón,13.0,40.0,350.0,odhadom,Vodný tok,19.687476283,48.734686677,Banskobystrický samosprávny kraj,Banskobystrický kraj,Brezno,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 11 Banská Bystrica",cesta III. triedy,529003,5,3673,M2802,529003-005_most cez Čierny Hron v Č. Balogu -Dobroči,1951,,1.0,6.9,,12.1,10.9,,,Uspokojivý,dosková,prefabrikovaný železobetón,20.0,30.0,240.0,odhadom,Vodný tok,19.706438924,48.73325356,Banskobystrický samosprávny kraj,Banskobystrický kraj,Brezno,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 11 Banská Bystrica",cesta III. triedy,529003,4,3673,M3998,529003-004_most cez potok Brôtovo v obci Č. Balog - Dobroč,1951,,1.0,4.15,,7.1,6.5,,,Dobrý,dosková,monolitický železobetón,14.0,77.0,378.0,odhadom,Vodný tok,19.699236284,48.732249309,Banskobystrický samosprávny kraj,Banskobystrický kraj,Brezno,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 11 Banská Bystrica",cesta III. triedy,529003,1,3673,M4244,529003-001_most cez Čierny Hron v Č. Balogu -Jánošovke,1957,,1.0,13.7,,7.5,6.5,,,Uspokojivý,dosková,monolitický železobetón,17.0,32.0,149.0,odhadom,Vodný tok,19.666315188,48.743224225,Banskobystrický samosprávny kraj,Banskobystrický kraj,Brezno,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 11 Banská Bystrica",cesta III. triedy,529003,3,3673,M6095,529003-003_most cez potok Strakovo v obci Č. Balog - Dobroč,1959,,1.0,4.0,,8.0,7.0,,,Uspokojivý,dosková,monolitický železobetón,20.0,40.0,316.0,odhadom,Vodný tok,19.695983139,48.732626888,Banskobystrický samosprávny kraj,Banskobystrický kraj,Brezno,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 11 Banská Bystrica",cesta III. triedy,529004,2,3571,M542,529004-002_most cez Hron pred žel. stanicou v Brezne,2011,,1.0,25.98,,8.0,7.0,,,Veľmi zlý,trámová,monolitický železobetón,11.0,25.0,47.0,odhadom,Vodný tok,19.629473947,48.802479225,Banskobystrický samosprávny kraj,Banskobystrický kraj,Brezno,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 11 Banská Bystrica",cesta III. triedy,529005,1,3574,M6843,529005-001_most cez potok Brezenec v Brezne,1992,,1.0,11.83,,9.5,7.5,,,Veľmi dobrý,dosková,prefabrikovaný predpätý betón,60.0,80.0,124.0,projektovaná,,19.645979411,48.801356077,Banskobystrický samosprávny kraj,Banskobystrický kraj,Brezno,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",cesta III. triedy,530001,1,7082,M6679,530001-001 Most cez potok Galička pri obci Bánovo,1965,,1.0,6.0,,7.0,6.0,,42.0,Dobrý,dosková,prefabrikovaný železobetón,51.0,118.0,422.0,podľa tabuliek,Vodný tok,19.865675474,48.716640735,Banskobystrický samosprávny kraj,Banskobystrický kraj,Rimavská Sobota,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",cesta III. triedy,531001,3,4411,M2194,531001-003 Most cez Belinský potok v obci Sútor,1963,,1.0,4.0,,9.0,8.0,,58.0,Dobrý,dosková,monolitický železobetón,16.0,42.0,335.0,podľa tabuliek,Vodný tok,20.120039489,48.353178286,Banskobystrický samosprávny kraj,Banskobystrický kraj,Rimavská Sobota,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",cesta III. triedy,531001,2,4411,M3550,531001-002  Most cez  Sútorský potok pred obcou  Sútor,1963,,1.0,4.0,,7.6,6.5,,,Dobrý,dosková,monolitický železobetón,16.0,42.0,372.0,podľa tabuliek,Vodný tok,20.132555701,48.333176156,Banskobystrický samosprávny kraj,Banskobystrický kraj,Rimavská Sobota,1.0,1.0
