Správca CK,Trieda CK,Číslo CK,Evidenčné číslo mosta,Usek,ID mosta,Názov mosta,Rok postavenia,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,LongitudeE,LatitudeN,Vlastník CK,KRAJ,OKRES,PORADIE,POKRAC
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,526003,8,3259,M292,526003-008 Most cez járok pri jazere pred obcou Hrušov,1976,,1.0,2.3,,7.5,,,,Dobrý,rámová,prefabrikovaný železobetón,23.0,54.0,420.0,odhadom,Vodný tok,19.085525832,48.179336309,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,2.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,526003,9,3259,M3128,526003-009 Most cez potok Veľký medzi obcami Hrušov a Vinica,1961,,1.0,15.45,,7.5,6.5,,,Zlý,trámová,prefabrikovaný predpätý betón,34.0,58.0,134.0,odhadom,Vodný tok,19.099547956,48.136826094,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,2.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,526005,1,3235,M4656,526005-001 Most cez potok Trpinec za obcou Trpín,1947,,1.0,5.0,,7.9,7.5,,,Dobrý,dosková,monolitický železobetón,22.0,28.0,189.0,podľa tabuliek,Vodný tok,19.139102736,48.286538088,Banskobystrický samosprávny kraj,Banskobystrický kraj,Krupina,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,526005,6,3241,M1141,526005-006 Most cez potok Bukovina za obcou Cerovo,1939,,1.0,3.0,,7.0,6.0,,,Dobrý,dosková,monolitický železobetón,26.0,40.0,196.0,podľa tabuliek,Vodný tok,19.143118782,48.235569409,Banskobystrický samosprávny kraj,Banskobystrický kraj,Krupina,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,526005,5,3241,M3571,526005-005 Most cez potok Bukovina za obcou Cerovo,1938,,1.0,4.3,,7.0,6.0,,,Dobrý,dosková,monolitický železobetón,17.0,23.0,196.0,podľa tabuliek,Vodný tok,19.146272146,48.238070877,Banskobystrický samosprávny kraj,Banskobystrický kraj,Krupina,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,526005,7,3241,M5851,526005-007 Most cez potok Bukovina za obcou Cerovo,1940,,1.0,4.0,,7.0,6.0,,,Veľmi dobrý,dosková,monolitický železobetón,18.0,25.0,196.0,podľa tabuliek,Vodný tok,19.135273081,48.233228078,Banskobystrický samosprávny kraj,Banskobystrický kraj,Krupina,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,526005,4,3241,M6976,526005-004 Most cez potok Bukovina za obcou Cerovo,1939,,1.0,4.4,,6.0,5.2,,,Dobrý,dosková,monolitický železobetón,18.0,24.0,196.0,podľa tabuliek,Vodný tok,19.147113667,48.239651139,Banskobystrický samosprávny kraj,Banskobystrický kraj,Krupina,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,526005,9,3245,M2094,526005-009 Most cez záplavové územie medzi hr. okresu a obcou Čelovce,1940,,1.0,5.3,,6.6,5.0,,,Uspokojivý,dosková,monolitický železobetón,9.0,18.0,122.0,odhadom,"Iná prekážka,  Záplavové územie",19.134857209,48.231825144,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,526005,10,3245,M6914,526005-010 Most cez potok Litavica medzi hr. okresu a obcou Čelovce,1962,,1.0,14.6,,8.0,6.5,,,Uspokojivý,trámová,prefabrikovaný predpätý betón,20.0,37.0,82.0,odhadom,Vodný tok,19.134755548,48.231337844,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,3.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,526005,11,3249,M3634,526005-011 Most cez Veľký potok v obci Čelovce,1936,,1.0,6.0,,7.0,5.0,,,Dobrý,dosková,monolitický železobetón,15.0,25.0,139.0,odhadom,Vodný tok,19.143950211,48.183929513,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,4.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,526006,2,3231,M271,526006-002 Most cez potok Litava za obcou Litava,1948,,1.0,7.1,,5.5,5.5,,,Dobrý,dosková,monolitický železobetón,22.0,35.0,176.0,porovnávací výpočet,Vodný tok,19.179215429,48.306625107,Banskobystrický samosprávny kraj,Banskobystrický kraj,Krupina,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,526006,1,3231,M7250,526006-001 Most cez Belakovský potok v obci Litava,1957,,1.0,4.25,,8.3,8.3,,,Dobrý,dosková,monolitický železobetón,32.0,40.0,196.0,podľa tabuliek,Vodný tok,19.179221395,48.300630146,Banskobystrický samosprávny kraj,Banskobystrický kraj,Krupina,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,526007,3,3208,M3638,526007-003 Most cez potok Naklo pred obcou Senohrad,1973,,1.0,3.9,,7.0,7.0,,,Dobrý,dosková,prefabrikovaný železobetón,39.0,104.0,347.0,podľa tabuliek,Vodný tok,19.171697992,48.359050318,Banskobystrický samosprávny kraj,Banskobystrický kraj,Krupina,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,526007,1,3208,M4471,526007-001 Most cez potok Jalšovík v obci Dolné Mladonice,1952,,1.0,5.1,,7.7,7.0,,,Dobrý,dosková,monolitický železobetón,32.0,42.0,196.0,podľa tabuliek,Vodný tok,19.127560734,48.338163917,Banskobystrický samosprávny kraj,Banskobystrický kraj,Krupina,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,526008,1,3207,M3543,526008-001 Most cez Čekovský potok v obci Čekovce,1948,,1.0,6.8,,5.8,5.8,,,Dobrý,dosková,monolitický železobetón,37.0,56.0,255.0,porovnávací výpočet,Vodný tok,19.122000256,48.350602237,Banskobystrický samosprávny kraj,Banskobystrický kraj,Krupina,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 12 Lučenec",cesta III. triedy,526012,1,3855,M1006,526012-001_Most cez potok Rimava v obci Kokava nad Rim.,1953,,1.0,9.46,,9.85,7.2,,93.18,Dobrý,dosková,prefabrikovaný predpätý betón,35.0,58.0,263.0,odhadom,Vodný tok,19.838279414,48.577700509,Banskobystrický samosprávny kraj,Banskobystrický kraj,Poltár,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 12 Lučenec",cesta III. triedy,526012,5,3855,M1455,526012-005_Most cez potok Rimavica,1982,,1.0,6.95,,9.95,9.2,,,Uspokojivý,dosková,prefabrikovaný železobetón,49.0,89.0,395.0,podľa tabuliek,Vodný tok,19.754168059,48.62416731,Banskobystrický samosprávny kraj,Banskobystrický kraj,Poltár,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 12 Lučenec",cesta III. triedy,526012,2,3855,M204,526012-002_Most cez potok Tichý v obci Utekáč,1920,,1.0,2.6,,7.0,6.5,,,Uspokojivý,dosková,monolitický železobetón,7.0,13.0,112.0,odhadom,Vodný tok,19.802899624,48.605719593,Banskobystrický samosprávny kraj,Banskobystrický kraj,Poltár,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 12 Lučenec",cesta III. triedy,526012,4,3855,M2630,526012-004_Most cez potok Rimavica pri obci Havrilovo,1953,,1.0,8.1,,6.0,5.0,,,Dobrý,dosková,monolitický železobetón,25.0,54.0,192.0,podľa tabuliek,Vodný tok,19.771745573,48.6173774,Banskobystrický samosprávny kraj,Banskobystrický kraj,Poltár,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 12 Lučenec",cesta III. triedy,526012,3,3855,M7640,526012-003_Most cez Cisársky potok pri obci Utekáč,1953,,1.0,2.85,,5.3,4.5,,,Dobrý,dosková,monolitický železobetón,35.0,43.0,378.0,podľa tabuliek,Vodný tok,19.79531198,48.611588447,Banskobystrický samosprávny kraj,Banskobystrický kraj,Poltár,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 11 Banská Bystrica",cesta III. triedy,526012,7,3850,M4301,526012-007_most cez rieku Rimava v osade Javorina,1975,,1.0,4.8,,7.55,6.15,,,Zlý,dosková,prefabrikovaný železobetón,9.0,28.0,102.0,odhadom,Vodný tok,19.68382046,48.646909091,Banskobystrický samosprávny kraj,Banskobystrický kraj,Brezno,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 11 Banská Bystrica",cesta III. triedy,526012,6,3850,M5406,526012-006_most cez rieku Rimavica,1992,,1.0,4.61,,8.0,7.0,,,Veľmi dobrý,dosková,prefabrikovaný železobetón,29.0,54.0,284.0,projektovaná,Vodný tok,19.707201945,48.643603527,Banskobystrický samosprávny kraj,Banskobystrický kraj,Brezno,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",cesta III. triedy,526013,1,7088,M1764,526013-001 Most cez Klenovskú Rimavu pred osadou Ráztočné,1971,,1.0,12.6,,9.0,8.0,,113.0,Dobrý,dosková,prefabrikovaný predpätý betón,30.0,65.0,150.0,podľa tabuliek,Vodný tok,19.851184746,48.622676032,Banskobystrický samosprávny kraj,Banskobystrický kraj,Rimavská Sobota,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",cesta III. triedy,526013,4,7088,M3511,526013-004 Most cez potok pred osadou Skorušiná,1968,,1.0,6.0,,6.6,6.0,,40.0,Dobrý,dosková,monolitický železobetón,13.0,31.0,177.0,podľa tabuliek,Vodný tok,19.765382837,48.654867955,Banskobystrický samosprávny kraj,Banskobystrický kraj,Rimavská Sobota,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",cesta III. triedy,526013,3,7088,M4406,526013-003 Most cez potok pri osade Ráztočné,1975,,1.0,4.7,,9.0,8.1,,42.0,Dobrý,dosková,prefabrikovaný železobetón,27.0,71.0,476.0,podľa tabuliek,Vodný tok,19.839986776,48.631012072,Banskobystrický samosprávny kraj,Banskobystrický kraj,Rimavská Sobota,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",cesta III. triedy,526013,5,7088,M5399,526013-005 Most cez rieku Rimava na Skorušinej,1970,,1.0,4.8,,6.0,5.3,,29.0,Dobrý,dosková,monolitický železobetón,25.0,63.0,402.0,podľa tabuliek,Vodný tok,19.766850063,48.660277408,Banskobystrický samosprávny kraj,Banskobystrický kraj,Rimavská Sobota,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",cesta III. triedy,526013,2,7088,M7591,526013-002 Most cez rieku Rimava v obci Ráztočné,1957,,1.0,7.6,,10.0,9.0,,76.0,Dobrý,dosková,monolitický železobetón,20.0,49.0,251.0,podľa tabuliek,Vodný tok,19.843833393,48.629126244,Banskobystrický samosprávny kraj,Banskobystrický kraj,Rimavská Sobota,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",cesta III. triedy,526015,1,4218,M3197,526015-001 Most cez bezmenný potok pri osade Hámor,1960,,1.0,6.4,,7.8,6.6,,50.0,Veľmi dobrý,dosková,monolitický železobetón,20.0,48.0,261.0,podľa tabuliek,Vodný tok,20.080078124,48.612097601,Banskobystrický samosprávny kraj,Banskobystrický kraj,Revúca,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",cesta III. triedy,526015,2,4218,M463,526015-002 Most cez potok Turiec pri obci Ploské,1968,,1.0,6.6,,8.5,7.5,,56.0,Dobrý,dosková,prefabrikovaný železobetón,40.0,95.0,285.0,podľa tabuliek,Vodný tok,20.079615456,48.616560235,Banskobystrický samosprávny kraj,Banskobystrický kraj,Revúca,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",cesta III. triedy,526015,4,4216,M3755,526015-004 Most cez potok v obci Ratkovské Bystré,1973,,1.0,5.0,,7.8,6.9,,39.0,Veľmi dobrý,dosková,monolitický železobetón,28.0,70.0,447.0,podľa tabuliek,Vodný tok,20.061516765,48.644277503,Banskobystrický samosprávny kraj,Banskobystrický kraj,Revúca,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",cesta III. triedy,526015,3,4216,M7549,526015-003 Most cez potok Turiec pred obcou R.Bystré,1983,,1.0,10.58,,7.5,6.5,,79.0,Dobrý,dosková,prefabrikovaný predpätý betón,48.0,95.0,427.0,podľa tabuliek,Vodný tok,20.06234742,48.638231686,Banskobystrický samosprávny kraj,Banskobystrický kraj,Revúca,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",cesta III. triedy,526016,2,4217,M3886,526016-002 Most cez bezmenný potok v obci  Hrlica,1959,,1.0,3.5,,12.9,11.7,,45.0,Veľmi dobrý,dosková,monolitický železobetón,12.0,41.0,294.0,podľa tabuliek,Vodný tok,20.060901747,48.627016125,Banskobystrický samosprávny kraj,Banskobystrický kraj,Revúca,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",cesta III. triedy,526016,1,4217,M4813,52616-001 Most cez potok Turiec pri mlyne  Hrlica,1979,,1.0,8.1,,9.7,8.5,,79.0,Dobrý,dosková,prefabrikovaný železobetón,32.0,74.0,305.0,podľa tabuliek,Vodný tok,20.067211948,48.627534023,Banskobystrický samosprávny kraj,Banskobystrický kraj,Revúca,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 13 Rimavská Sobota",cesta III. triedy,526017,1,4195,M7767,526017-001 Most cez bezmenný potok v obci  Nandráž,1960,,1.0,3.6,,6.7,6.7,,,Dobrý,dosková,monolitický železobetón,26.0,43.0,378.0,podľa tabuliek,Vodný tok,20.187789603,48.607887536,Banskobystrický samosprávny kraj,Banskobystrický kraj,Revúca,1.0,1.0
"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",cesta III. triedy,526018,1,8909,M7107,Most cez Gočaltovský potok v obci Ráztočná,1964,,1.0,5.65,,8.1,7.1,,,Dobrý,dosková,prefabrikovaný železobetón,39.0,103.0,345.0,podľa tabuliek,Vodný tok,20.350298434,48.61866775,Košický samosprávny kraj,Košický kraj,Rožňava,1.0,1.0
"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",cesta III. triedy,526019,1,4821,M7007,Most v obci Markuška,1951,,1.0,5.0,,10.2,8.8,,,Dobrý,dosková,monolitický železobetón,24.0,30.0,489.0,podľa tabuliek,Vodný tok,20.32739467,48.728864549,Košický samosprávny kraj,Košický kraj,Rožňava,3.0,1.0
"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",cesta III. triedy,526019,2,4801,M2143,Most cez potok na rázcestí do obce Hanková,1951,,1.0,8.5,,6.0,5.4,,,Dobrý,dosková,monolitický železobetón,23.0,50.0,105.0,odhadom,Vodný tok,20.324963267,48.740249542,Košický samosprávny kraj,Košický kraj,Rožňava,4.0,1.0
"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",cesta III. triedy,526019,4,4153,M5003,Most cez rieku Slaná v obci Vyšná Slaná,1978,,1.0,14.6,,9.0,6.5,,,Uspokojivý,dosková,prefabrikovaný predpätý betón,38.0,98.0,213.0,podľa tabuliek,Vodný tok,20.317201905,48.786255659,Košický samosprávny kraj,Košický kraj,Rožňava,1.0,2.0
"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",cesta III. triedy,526020,1,4526,M2119,Most cez potok Štítnik v obci Štítnik,1939,,1.0,10.8,,4.65,4.35,,,Dobrý,trámová,monolitický železobetón,18.0,41.0,91.0,odhadom,Vodný tok,20.361143129,48.669846916,Košický samosprávny kraj,Košický kraj,Rožňava,1.0,1.0
"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",cesta III. triedy,526021,1,4523,M7228,Most cez potok pred obcou Ochtiná,1949,,1.0,3.6,,6.2,6.2,,,Uspokojivý,dosková,monolitický železobetón,21.0,32.0,280.0,podľa tabuliek,Vodný tok,20.339320722,48.678417116,Košický samosprávny kraj,Košický kraj,Rožňava,2.0,1.0
"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",cesta III. triedy,526021,4,4175,M3801,Most cez potok v obci Slavošovce,1951,,1.0,3.8,,8.0,7.0,,,Dobrý,dosková,monolitický železobetón,26.0,48.0,118.0,odhadom,Vodný tok,20.284230274,48.712459883,Košický samosprávny kraj,Košický kraj,Rožňava,3.0,1.0
"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",cesta III. triedy,526021,3,4175,M4839,Most cez potok v obci Rochovce,1959,,1.0,8.0,,8.2,6.0,,,Uspokojivý,dosková,prefabrikovaný železobetón,33.0,61.0,251.0,podľa tabuliek,Vodný tok,20.300716365,48.702217466,Košický samosprávny kraj,Košický kraj,Rožňava,3.0,1.0
"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",cesta III. triedy,526021,10,4174,M4360,Most cez Cigánský potok v obci Čierna Lehota,1936,,1.0,5.0,,6.4,5.6,,,Dobrý,dosková,monolitický železobetón,26.0,46.0,294.0,podľa tabuliek,Vodný tok,20.254659252,48.722463252,Košický samosprávny kraj,Košický kraj,Rožňava,4.0,1.0
"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",cesta III. triedy,526021,9,4174,M4392,Most cez potok Kohút v obci Čierna Lehota,1983,,2.0,5.52,,9.6,8.1,,,Veľmi dobrý,rámová,prefabrikovaný železobetón,50.0,89.0,420.0,odhadom,Vodný tok,20.25620024,48.724069111,Košický samosprávny kraj,Košický kraj,Rožňava,4.0,1.0
"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",cesta III. triedy,526023,1,4503,M1258,Most cez potok pred obcou Keceľovce,1945,,1.0,6.0,,4.9,4.4,,,Dobrý,dosková,monolitický železobetón,26.0,48.0,92.0,odhadom,Vodný tok,20.337836949,48.706524703,Košický samosprávny kraj,Košický kraj,Rožňava,1.0,1.0
"Správa ciest Košického samosprávneho kraja, Správa a údržba Rožňava",cesta III. triedy,526024,1,4822,M531,Most cez potok pred obcou Slavošovce,1945,,1.0,6.0,,5.8,5.4,,,Uspokojivý,dosková,monolitický železobetón,21.0,25.0,128.0,podľa tabuliek,Vodný tok,20.330603486,48.722953303,Košický samosprávny kraj,Košický kraj,Rožňava,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,526029,1,3229,M591,526029-001 Most cez potok Vrbovok v obci Zemiansky Vrbovok,1963,,1.0,4.0,,4.8,4.6,,,Dobrý,dosková,monolitický železobetón,32.0,80.0,196.0,podľa tabuliek,Vodný tok,19.142056027,48.333083672,Banskobystrický samosprávny kraj,Banskobystrický kraj,Krupina,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,526030,2,3225,M3448,526030-002 Most cez potok Jalšovík  v obci Dolný Jalšovík,1962,,1.0,7.0,,8.5,7.9,,,Dobrý,dosková,prefabrikovaný železobetón,46.0,105.0,400.0,podľa tabuliek,Vodný tok,19.103368445,48.311659513,Banskobystrický samosprávny kraj,Banskobystrický kraj,Krupina,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 15 Zvolen",cesta III. triedy,526030,1,3225,M5536,526030-001 Most cez potok Jalšovík v obci  Horný Jalšovík,1976,,1.0,6.2,,6.5,6.1,,,Dobrý,dosková,prefabrikovaný železobetón,32.0,73.0,300.0,podľa tabuliek,Vodný tok,19.106153952,48.319140596,Banskobystrický samosprávny kraj,Banskobystrický kraj,Krupina,1.0,1.0
"Regionálna správa a údržba ciest Levice, a.s.",cesta III. triedy,527001,4,3254,M313,,1930,,1.0,6.0,,7.0,,,,Dobrý,klenbová,monolitický železobetón,35.0,75.0,216.0,porovnávací výpočet,Vodný tok,19.020105384,48.145745481,Nitriansky samosprávny kraj,Nitriansky kraj,Levice,2.0,1.0
"Regionálna správa a údržba ciest Levice, a.s.",cesta III. triedy,527001,3,3254,M6558,,1949,,1.0,5.6,,6.7,,,,Uspokojivý,dosková,monolitický železobetón,16.0,19.0,100.0,porovnávací výpočet,Vodný tok,19.020394525,48.141126049,Nitriansky samosprávny kraj,Nitriansky kraj,Levice,2.0,1.0
"Regionálna správa a údržba ciest Levice, a.s.",cesta III. triedy,527001,2,3254,M7637,,1946,,1.0,2.25,,6.7,6.7,,,Dobrý,dosková,monolitický železobetón,11.0,38.0,348.0,podľa tabuliek,Vodný tok,19.049109267,48.126069718,Nitriansky samosprávny kraj,Nitriansky kraj,Levice,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527002,1,3258,M2817,527002-001 Most cez potok Galomija pred obcou Vinica,1957,,1.0,6.0,,6.7,6.7,,,Dobrý,dosková,monolitický železobetón,16.0,27.0,189.0,odhadom,Vodný tok,19.10302551,48.098446064,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527002,3,3260,M5794,527002-003 Most cez Veľký potok v obci Vinica,1882,,3.0,20.77,,9.0,7.0,,,Dobrý,klenbová,kameň,22.0,55.0,168.0,odhadom,Vodný tok,19.121972317,48.113640801,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527002,5,3264,M498,527002-005 Most cez potok Ďurkovský pred obcou Kamenné Kosihy,1960,,1.0,3.95,,7.5,7.0,,,Dobrý,dosková,prefabrikovaný železobetón,26.0,78.0,392.0,odhadom,Vodný tok,19.185976223,48.134698261,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,4.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527002,6,3264,M5502,527002-006 Most cez potok Trebušovský v obci Kamenné Kosihy,1961,,1.0,9.1,,9.8,7.8,,,Uspokojivý,dosková,prefabrikovaný železobetón,20.0,34.0,168.0,odhadom,Vodný tok,19.194707237,48.143274762,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,4.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527002,7,9050,M5314,527002-007 Most cez potok Seliansky v obci Seľany,1961,,1.0,3.0,,7.0,,,,Dobrý,dosková,monolitický železobetón,15.0,44.0,283.0,odhadom,Vodný tok,19.191266077,48.157405135,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,6.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527002,8,9050,M6253,527002-008 Most cez potok Kosihovský pri obci Kosihovce,1982,,1.0,8.0,,11.0,7.7,,,Dobrý,dosková,prefabrikovaný železobetón,36.0,67.0,327.0,odhadom,Vodný tok,19.208648646,48.178892389,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,6.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527005,1,3266,M4323,527005-001 Most cez járok medzi obcami Dolinka a Vinica,1940,,1.0,3.0,,6.0,,,,Uspokojivý,dosková,monolitický železobetón,21.0,28.0,172.0,odhadom,Vodný tok,19.136482491,48.101275683,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527008,1,3272,M161,527008-001 Most cez záplavové územie,1908,,1.0,6.0,,6.3,6.1,,,Uspokojivý,trámová,oceľ -  plnostenná,15.0,43.0,420.0,odhadom,Záplavové územie,19.24818115,48.083749801,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527008,2,3272,M4049,527008-002 Most cez Trebušovský potok pred obcou Chrastince,1908,,1.0,4.0,,6.4,6.3,,,Uspokojivý,trámová,oceľ -  plnostenná,16.0,52.0,326.0,odhadom,Vodný tok,19.248168581,48.085026742,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527008,3,3272,M905,527008-003 Most cez potok Leasenický pred obcou Lesenice,1940,,1.0,3.0,,6.0,,,,Uspokojivý,dosková,monolitický železobetón,16.0,39.0,277.0,odhadom,Vodný tok,19.249052474,48.101319729,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527010,1,3836,M896,527010-001 Most cez potok Krtíšsky pred časťou obce Záhorce-Selešťany,1992,,1.0,16.5,,7.57,7.2,,,Dobrý,dosková,prefabrikovaný predpätý betón,50.0,120.0,196.0,projektovaná,Vodný tok,19.333226067,48.10089421,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,1.0
"Regionálna správa a údržba ciest Levice, a.s.",cesta III. triedy,527011,1,2246,M5127,,1986,,1.0,5.6,,6.0,5.5,,,Uspokojivý,trámová,prefabrikovaný železobetón,22.0,53.0,224.0,porovnávací výpočet,Vodný tok,18.981236483,48.064145201,Nitriansky samosprávny kraj,Nitriansky kraj,Levice,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527012,2,7138,M1544,527012-002 Most cez potok Vrbina v obci Dolné Plachtince,1920,,1.0,3.0,,5.75,,,,Uspokojivý,dosková,monolitický železobetón,14.0,35.0,273.0,odhadom,Vodný tok,19.310471577,48.198827596,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,1.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527013,5,3829,M2811,527013-005 Most cez kanál v obci Malé Zlievce,1949,,1.0,3.2,,12.7,12.1,,,Dobrý,dosková,monolitický železobetón,16.0,51.0,356.0,odhadom,Kanál,19.44209418,48.180645176,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,2.0,1.0
"Banskobystrická regionálna správa ciest, a.s., závod 14 Veľký Krtíš",cesta III. triedy,527013,2,3829,M3150,527013-002 Most cez járok Horský medzi obcami Veľké Straciny a Malé Zlievce,1942,,1.0,2.2,,7.9,7.9,,,Dobrý,dosková,monolitický železobetón,16.0,57.0,362.0,odhadom,Vodný tok,19.416460985,48.191507184,Banskobystrický samosprávny kraj,Banskobystrický kraj,Veľký Krtíš,2.0,1.0
