ID_mosta,Trieda_PK,Číslo_PK,Most_DC,Názov_mosta,ID_DC,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Smer_úseku,Typ_úseku,Počiatočný_uzol,Koncový_uzol,úsek_ID,úsekové_staničenie_začiatku_DC_m,Kilometrovníkové_staničenie_začiatku_DC_km,Kumulatívne_staničenie_začiatku_DC_km,Poradie,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024
M7216,cesta III. triedy,3182,Dilatačný celok,Most cez Drienický potok v meste Sabinov,M7216.01,1,49.10993389,21.085749231,334.427249,dosková,monolitický železobetón,14,31,107,podľa tabuliek,Vodný tok,1943,Nezistený,1,9.6,Nezistený,6.2,6,Nezistený,59.5,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A05200,2744A12600,5972,2,0.005,0.002,1,Prešov,3,3,3,3,3,3,3,3,3,5,5,5,5.0
M2192,cesta III. triedy,3182,Dilatačný celok,Most cez inundačný kanál za mestom Sabinov,M2192.01,3,49.122995451,21.08519435,405.614,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,1943,Nezistený,1,2.55,Nezistený,6.3,5.5,Nezistený,16.065,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A63500,2744A12900,1375296,351,1.468,1.465,7,Prešov,3,3,3,3,3,3,3,3,3,3,6,6,6.0
M4514,cesta III. triedy,3182,Dilatačný celok,Most cez Jakoviansky potok v obci Jakovany,M4514.01,6,49.153286323,21.070966915,485.005,dosková,monolitický železobetón,15,25,190,podľa tabuliek,Vodný tok,1963,Nezistený,1,4,Nezistený,19,18.4,Nezistený,76,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A13400,2744A05400,292304,1,6.162,6.159,15,Prešov,5,5,5,5,5,5,5,5,5,5,5,5,5.0
M6920,cesta III. triedy,3182,Dilatačný celok,Most cez Jakovianský potok v obci Jakovany,M6920.01,7,49.152021904,21.070022309,483.187,dosková,prefabrikovaný železobetón,32,80,196,podľa tabuliek,Vodný tok,2000,Nezistený,1,4.36,Nezistený,8.25,7,Nezistený,35.97,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A13400,2744A05400,292304,219,6.38,6.377,15,Prešov,1,1,1,1,1,1,1,1,1,1,4,4,4.0
M1090,cesta III. triedy,3183,Dilatačný celok,Most cez potok Martinovka v obci Ľutina,M1090.01,1,49.161263741,21.048435194,419.758,dosková,monolitický železobetón,13,31,136,podľa tabuliek,Vodný tok,1947,Nezistený,1,6.95,Nezistený,5.2,4.6,Nezistený,36.14,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A05400,2744A23100,5967,506,Nezistený,4.231,5,Prešov,3,3,3,3,2,2,2,2,3,3,3,3,3.0
M4921,cesta III. triedy,3183,Dilatačný celok,Most cez bezmenný potok za obcou Ľutina,M4921.01,2,49.175124259,21.055174224,454.929,rámová,prefabrikovaný železobetón,27,78,404,odhadom,Vodný tok,1990,Nezistený,1,2.5,Nezistený,11.9,11.5,Nezistený,29.75,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A23400,2744A63700,292404,613,Nezistený,5.876,9,Prešov,1,1,1,1,1,1,1,1,4,4,4,4,4.0
M2324,cesta III. triedy,3183,Dilatačný celok,Most cez bezmenný potok v obci Olejníkov,M2324.01,3,49.181684713,21.064140725,478.246499,klenbová,kameň,14,28,120,podľa tabuliek,Vodný tok,1938,Nezistený,1,3.9,Nezistený,7.1,7.1,Nezistený,27.69,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A63700,2744A63800,1375299,1038,Nezistený,6.916,10,Prešov,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M4992,cesta III. triedy,3183,Dilatačný celok,Most cez potok Ľutinka v obci Olejníkov,M4992.01,4,49.185223279,21.066721477,486.26175,dosková,prefabrikovaný predpätý betón,38,76,220,podľa tabuliek,Vodný tok,1983,Nezistený,1,16.3,Nezistený,9.5,7.1,Nezistený,154.85,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A63700,2744A63800,1375299,1470,Nezistený,7.348,10,Prešov,4,4,4,4,4,4,4,4,4,5,5,5,5.0
M1850,cesta III. triedy,3183,Dilatačný celok,Most cez potok Horošov v obci Majdan,M1850.01,5,49.194,21.08994,539.96,dosková,prefabrikovaný železobetón,50,130,420,podľa tabuliek,Vodný tok,1961,Nezistený,1,6.2,Nezistený,7.6,6.8,Nezistený,47.12,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2742A03900,2742A04000,292406,602,Nezistený,9.405,13,Prešov,3,3,3,3,3,3,3,3,3,5,5,5,5.0
M6713,cesta III. triedy,3183,Dilatačný celok,Most cez potok Horošov za obcou Majdan,M6713.01,6,49.20212,21.08286,576.75,trámová,prefabrikovaný železobetón,36,80,312,podľa tabuliek,Vodný tok,1962,Nezistený,1,5.4,Nezistený,5,4.4,Nezistený,27,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2742A04000,2742B00100,292407,1151,Nezistený,10.591,14,Prešov,3,3,3,3,3,3,3,3,3,6,6,6,6.0
M2506,cesta III. triedy,3183,Dilatačný celok,Most cez bezmenný potok za obcou Majdan,M2506.01,7,49.20494,21.08363,589.86,trámová,prefabrikovaný železobetón,36,38,372,podľa tabuliek,Vodný tok,1961,Nezistený,1,4.4,Nezistený,5,4.4,Nezistený,22,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2742A04000,2742B00100,292407,1473,Nezistený,10.913,14,Prešov,3,3,3,3,3,3,3,3,3,6,6,6,6.0
M2193,cesta III. triedy,3183,Dilatačný celok,Most cez potok Horošov za obcou Majdan,M2193.01,8,49.20875,21.09833,690.89,trámová,prefabrikovaný železobetón,36,78,372,podľa tabuliek,Vodný tok,1961,Nezistený,1,4.4,Nezistený,5.8,5.4,Nezistený,25.52,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2742A04000,2742B00100,292407,2856,Nezistený,12.296,14,Prešov,3,3,3,3,3,3,3,3,3,6,6,6,6.0
M1098,cesta III. triedy,3183,Dilatačný celok,Most cez potok Horošov za obcou Majdan,M1098.01,9,49.21055,21.10358,716.49,dosková,monolitický železobetón,26,43,378,podľa tabuliek,Vodný tok,1960,Nezistený,1,3,Nezistený,7.6,6.7,Nezistený,22.8,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2742A04000,2742B00100,292407,3316,Nezistený,12.756,14,Prešov,3,3,3,3,3,3,3,3,3,6,6,6,6.0
M5145,cesta III. triedy,3183,Dilatačný celok,Most cez Suchovlčí potok pred obcou Livov,M5145.01,10,49.238376628,21.086214149,574.932,dosková,prefabrikovaný železobetón,47,114,363,podľa tabuliek,Vodný tok,1964,Nezistený,1,7,Nezistený,6.8,6,Nezistený,47.6,PO SK,SUC PSK - BJ,Bardejov,oba smery trasy CK,medzikrižovatkový,2742B00100,2742A13000,5617,3613,Nezistený,18.435,15,Prešov,3,3,3,3,3,3,3,3,5,5,5,5,6.0
M4856,cesta III. triedy,3183,Dilatačný celok,Most cez bezmenný potok pred obcou Livov,M4856.01,11,49.240897744,21.087437127,566.024749,dosková,prefabrikovaný železobetón,38,107,400,podľa tabuliek,Vodný tok,1965,Nezistený,1,4.7,Nezistený,6.8,6,Nezistený,31.96,PO SK,SUC PSK - BJ,Bardejov,oba smery trasy CK,medzikrižovatkový,2742B00100,2742A13000,5617,3868,Nezistený,18.69,15,Prešov,3,3,3,3,3,3,3,3,5,5,5,5,6.0
M5537,cesta III. triedy,3183,Dilatačný celok,Most cez rieku Topľa v obci Livov,M5537.01,12,49.254240549,21.092659998,508.351999,dosková,prefabrikovaný predpätý betón,26,78,251,podľa tabuliek,Vodný tok,1967,Nezistený,1,18.18,Nezistený,10.5,8,Nezistený,190.89,PO SK,SUC PSK - BJ,Bardejov,oba smery trasy CK,medzikrižovatkový,2742A11900,2742A12000,320715,4,Nezistený,20.402,18,Prešov,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M7667,cesta III. triedy,3183,Dilatačný celok,Most cez rieku Topľa pred obcou Lukov,M7667.01,13,49.273588992,21.091275552,461.125,dosková,prefabrikovaný železobetón,40,96,285,podľa tabuliek,Vodný tok,1964,Nezistený,3,24.65,Nezistený,7.5,6.5,Nezistený,184.875,PO SK,SUC PSK - BJ,Bardejov,oba smery trasy CK,medzikrižovatkový,2742A12000,2742A38800,320716,2174,Nezistený,22.637,19,Prešov,4,4,4,4,4,4,5,5,5,5,5,5,5.0
M2997,cesta III. triedy,3183,Dilatačný celok,Most cez Chotárny potok pred obcou Lukov,M2997.01,14,49.282315247,21.090169446,441.842999,dosková,monolitický železobetón,26,38,94,odhadom,Vodný tok,1942,Nezistený,1,4.5,Nezistený,5.6,5.6,Nezistený,25.2,PO SK,SUC PSK - BJ,Bardejov,oba smery trasy CK,medzikrižovatkový,2742A12102,2742A12402,320718,12,Nezistený,23.635,22,Prešov,3,3,3,3,3,3,4,4,4,4,4,4,4.0
M7067,cesta III. triedy,3183,Dilatačný celok,Most cez mlynský náhon pred obcou Lukov,M7067.01,15,49.286890374,21.086357265,432.978499,dosková,monolitický železobetón,26,43,106,odhadom,Kanál,1956,Nezistený,1,5.6,Nezistený,6.5,6.35,Nezistený,36.4,PO SK,SUC PSK - BJ,Bardejov,oba smery trasy CK,medzikrižovatkový,2742A12102,2742A12402,320718,587,Nezistený,24.21,22,Prešov,3,3,3,3,3,3,3,3,3,3,4,4,4.0
M4088,cesta III. triedy,3183,Dilatačný celok,Most cez miestny potok v obci Lukov,M4088.01,16,49.303426587,21.076606049,399.67475,dosková,monolitický železobetón,26,37,235,podľa tabuliek,Vodný tok,1955,Nezistený,1,5,Nezistený,7.65,7.15,Nezistený,38.25,PO SK,SUC PSK - BJ,Bardejov,oba smery trasy CK,medzikrižovatkový,2742A12700,2742A38700,320723,911,Nezistený,26.236,27,Prešov,3,3,3,3,3,3,4,4,4,4,4,4,4.0
M1025,cesta III. triedy,3183,Dilatačný celok,Most cez rieku Topľa pred obcou Maľcov,M1025.01,17,49.304445872,21.074974247,396.706,trámová,prefabrikovaný predpätý betón,35,101,272,podľa tabuliek,Vodný tok,1991,Nezistený,1,27.15,Nezistený,7.5,7.5,Nezistený,203.625,PO SK,SUC PSK - BJ,Bardejov,oba smery trasy CK,medzikrižovatkový,2742A12700,2742A38700,320723,1072,Nezistený,26.397,27,Prešov,3,3,3,3,3,3,4,4,4,4,5,4,4.0
M6723,cesta III. triedy,3183,Dilatačný celok,Most cez miestny potok v obci Maľcov,M6723.01,18,49.308343955,21.072007993,390.967,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,1942,Nezistený,1,3.2,Nezistený,5.6,5.6,Nezistený,17.92,PO SK,SUC PSK - BJ,Bardejov,oba smery trasy CK,medzikrižovatkový,2742A38700,2742A00203,1339962,20,Nezistený,26.9,28,Prešov,3,3,3,3,3,3,4,4,4,4,4,4,4.0
M2759,cesta III. triedy,3184,Dilatačný celok,Most cez rieku Torysa v obci Šarišské Michaľany,M2759.01,2,49.064709444,21.140228116,290.028999,trámová,monolitický železobetón,17,48,135,porovnávací výpočet,Vodný tok,1952,Nezistený,2,40.12,Nezistený,8.5,6,Nezistený,Nezistený,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A16800,2744A16900,292338,154,Nezistený,0.305,4,Prešov,4,4,4,4,4,4,4,4,4,4,5,5,5.0
M7610,cesta III. triedy,3480,Dilatačný celok,Most cez rieku Topľa v obci Livov,M7610.01,1,49.250760349,21.087344592,520.848499,dosková,prefabrikovaný predpätý betón,21,62,184,podľa tabuliek,Vodný tok,1966,Nezistený,1,15.5,Nezistený,10,7.5,Nezistený,Nezistený,PO SK,SUC PSK - BJ,Bardejov,oba smery trasy CK,medzikrižovatkový,2742A01300,2742A12800,393214,48,Nezistený,0.048,1,Prešov,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M7725,cesta III. triedy,3480,Dilatačný celok,Most cez Banský potok pred obcou Livovská Huta,M7725.01,2,49.243878724,21.038081241,638.1195,dosková,monolitický železobetón,16,42,316,podľa tabuliek,Vodný tok,1956,Nezistený,1,4.15,Nezistený,6.5,Nezistený,Nezistený,Nezistený,PO SK,SUC PSK - BJ,Bardejov,oba smery trasy CK,medzikrižovatkový,2742A12900,2742A01400,320725,10,Nezistený,4.114,3,Prešov,3,3,3,3,3,3,3,3,3,3,4,4,4.0
M6358,cesta III. triedy,3480,Dilatačný celok,Most cez rieku Topľa v obci Livovská Huta,M6358.01,3,49.243977277,21.034621223,647.528749,dosková,monolitický železobetón,20,50,124,odhadom,Vodný tok,1956,Nezistený,1,8.7,Nezistený,6.35,6.05,Nezistený,Nezistený,PO SK,SUC PSK - BJ,Bardejov,oba smery trasy CK,medzikrižovatkový,2742A12900,2742A01400,320725,257,Nezistený,4.361,3,Prešov,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M4204,cesta III. triedy,3185,Dilatačný celok,Most cez inundačný kanál za obcou Červenica pri Sabinove,M4204.01,2,49.15102,21.02292,418.16,dosková,monolitický železobetón,26,43,378,podľa tabuliek,Vodný tok,1958,Nezistený,1,2.15,Nezistený,6.3,6.3,Nezistený,13.545,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A10200,2744A10300,292270,1473,Nezistený,1.879,3,Prešov,3,3,3,3,3,3,3,3,3,3,6,6,6.0
M1214,cesta III. triedy,3186,Dilatačný celok,Most cez rieku Torysa pred obcou Jakubová Voľa,M1214.01,1,49.131163907,21.02254164,351.5,dosková,prefabrikovaný predpätý betón,26,78,171,podľa tabuliek,Vodný tok,1977,Nezistený,3,48.82,Nezistený,8.25,6.5,Nezistený,402.765,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A09400,2744A05700,292262,112,Nezistený,0.478,3,Prešov,2,2,2,2,2,2,2,2,2,4,4,4,4.0
M7706,cesta III. triedy,3187,Dilatačný celok,Most cez Milpošský potok pred obcou Milpoš,M7706.01,1,49.155407763,21.005229538,402.281499,dosková,prefabrikovaný predpätý betón,26,69,293,podľa tabuliek,Vodný tok,1971,Nezistený,1,15.1,Nezistený,7.5,6.5,Nezistený,Nezistený,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A01300,2744A09500,5964,1688,Nezistený,1.688,1,Prešov,3,3,3,3,3,3,3,3,5,5,5,5,5.0
M3665,cesta III. triedy,3188,Dilatačný celok,Most cez rieku Torysa v obci Rožkovany,M3665.01,2,49.140546275,20.992038767,366.78775,dosková,prefabrikovaný predpätý betón,26,78,189,podľa tabuliek,Vodný tok,1967,A STN 736203,3,56.64,Nezistený,9,6.5,Nezistený,509.76,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2743A07800,2743A07900,292223,70,Nezistený,0.311,2,Prešov,4,4,4,4,4,4,4,5,5,5,3,3,3.0
M205,cesta III. triedy,3189,Dilatačný celok,Most cez potok Všivanec v meste Lipany,M205.01,1,49.149748031,20.972945901,381.5865,rámová,prefabrikovaný železobetón,32,80,196,projektovaná,Vodný tok,1998,Nezistený,1,3,Nezistený,9.85,7.7,Nezistený,Nezistený,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2743A13900,2743A14100,292443,13,Nezistený,0.644,8,Prešov,1,1,1,1,1,1,1,1,4,4,4,4,4.0
M714,cesta III. triedy,3189,Dilatačný celok,Most cez potok Lúčanka v obci Lúčka,M714.01,2,49.176262566,20.982521045,466.426,dosková,prefabrikovaný železobetón,50,120,320,podľa tabuliek,Vodný tok,1970,Nezistený,1,9,Nezistený,7.5,6.5,Nezistený,Nezistený,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2743A14200,2743A24200,292446,10,Nezistený,3.94,10,Prešov,3,3,3,3,3,3,3,3,5,5,5,5,5.0
M2990,cesta III. triedy,3189,Dilatačný celok,Most cez potok Lúčanka v obci Lúčka,M2990.01,3,49.192144612,20.985967851,534.702999,trámová,prefabrikovaný železobetón,34,84,420,podľa tabuliek,Vodný tok,1974,Nezistený,1,4.95,Nezistený,6.7,5.95,Nezistený,Nezistený,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2743A14700,2741A24700,292451,641,Nezistený,5.938,15,Prešov,3,3,3,3,3,3,3,3,6,6,6,6,6.0
M1504,cesta III. triedy,3190,Dilatačný celok,Most cez rieku Torysa v meste Lipany,M1504.01,1,49.149978921,20.964401738,380.6995,trámová,prefabrikovaný predpätý betón,26,88,175,odhadom,Vodný tok,1970,Nezistený,2,61.05,Nezistený,9,6.5,Nezistený,549.45,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2743A00400,2743A13500,102579,43,Nezistený,0.043,1,Prešov,4,4,4,4,4,4,4,4,5,5,5,5,5.0
M2835,cesta III. triedy,3190,Dilatačný celok,Most cez Dubovický potok v meste Lipany,M2835.01,2,49.147688812,20.961149996,383.673999,dosková,prefabrikovaný železobetón,40,104,264,podľa tabuliek,Vodný tok,1961,Nezistený,1,9.1,Nezistený,8.5,7.5,Nezistený,77.35,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2743A21900,2743A02700,1125842,4,Nezistený,0.417,4,Prešov,4,4,4,4,4,4,4,4,4,5,5,5,5.0
M6146,cesta III. triedy,3191,Dilatačný celok,Most cez miestný potok pred obcou Dačov,M6146.01,1,49.153565533,20.942788516,390.74,dosková,prefabrikovaný železobetón,50,120,330,podľa tabuliek,Vodný tok,1961,Nezistený,1,9,Nezistený,8,7.1,Nezistený,Nezistený,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2743A14800,2743A14902,292454,836,Nezistený,1.428,2,Prešov,3,3,3,3,3,3,3,3,5,5,5,5,5.0
M2779,cesta III. triedy,3133,Dilatačný celok,Most cez potok Hradlová v obci Kyjov,M2779.01,1,49.21502,20.93218,627.05,dosková,monolitický železobetón,32,80,196,odhadom,Vodný tok,1967,Nezistený,1,7.5,Nezistený,6.85,6.4,Nezistený,Nezistený,PO SK,SUC PSK - PO,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A00500,2741A16300,5124,943,Nezistený,0.943,1,Prešov,3,3,3,3,3,3,3,3,5,5,5,3,3.0
M2105,cesta III. triedy,3136,Dilatačný celok,Most cez potok Ľubotinka v obci Ďurková,M2105.01,1,49.24629,20.88001,508.32,dosková,prefabrikovaný predpätý betón,26,78,262,podľa tabuliek,Vodný tok,1972,Nezistený,2,25.9,Nezistený,7.62,6.62,Nezistený,Nezistený,PO SK,SUC PSK - PO,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A00800,2741A18700,5162,128,Nezistený,0.128,1,Prešov,2,2,2,2,2,2,2,2,3,3,3,3,3.0
M4597,cesta III. triedy,3136,Dilatačný celok,Most cez potok Ľubotinka v obci Vislanka,M4597.01,2,49.23651,20.8621,530.98,trámová,prefabrikovaný predpätý betón,16,36,75,odhadom,Vodný tok,1963,Nezistený,1,17.8,Nezistený,8,6.5,Nezistený,Nezistený,PO SK,SUC PSK - PO,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A19500,2741A19600,220770,6,Nezistený,1.914,11,Prešov,5,5,5,5,5,5,5,5,6,6,6,6,
M3462,cesta III. triedy,3137,Dilatačný celok,Most cez potok Hromovec v obci Hromoš,M3462.01,1,49.257948051,20.796195977,505.676,dosková,prefabrikovaný predpätý betón,38,91,242,podľa tabuliek,Vodný tok,1978,Nezistený,1,13.9,Nezistený,10,7,Nezistený,Nezistený,PO SK,SUC PSK - SL,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A19900,2741A33200,220774,619,Nezistený,1.015,3,Prešov,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M840,cesta III. triedy,3137,Dilatačný celok,Most cez potok Hromovec v obci Hromoš,M840.01,2,49.254138254,20.794186287,515.323,dosková,prefabrikovaný železobetón,50,97,390,podľa tabuliek,Vodný tok,1978,Nezistený,1,7.35,Nezistený,12.4,10,Nezistený,91.14,PO SK,SUC PSK - SL,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A20000,2741A20100,220775,5,Nezistený,1.489,5,Prešov,3,3,3,3,3,3,3,4,4,4,4,5,5.0
M634,cesta III. triedy,3138,Dilatačný celok,Most cez rieku Poprad za obcou Plavnica,M634.01,2,49.288295049,20.79139682,498.285,trámová,prefabrikovaný predpätý betón,26,78,171,podľa tabuliek,Vodný tok,1970,Nezistený,3,57,Nezistený,9,6.5,Nezistený,513,PO SK,SUC PSK - SL,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A03801,2741A03900,5173,540,1.717,1.75,9,Prešov,3,3,3,3,3,3,3,3,3,3,5,5,5.0
M6342,cesta III. triedy,3138,Dilatačný celok,Most cez Závršský potok pred obcou Malý Lipník,M6342.01,3,49.316206178,20.791409233,527.413,dosková,monolitický železobetón,11,30,214,podľa tabuliek,Vodný tok,1951,Nezistený,1,4.45,Nezistený,7,6.5,Nezistený,31.15,PO SK,SUC PSK - SL,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A04000,2741A04200,5207,2678,5.238,5.269,11,Prešov,4,4,4,4,4,4,4,4,4,4,5,5,5.0
M387,cesta III. triedy,3138,Dilatačný celok,Most cez Závršský potok pred obcou Malý Lipník,M387.01,4,49.318356277,20.79001977,515.755749,dosková,monolitický železobetón,12,30,180,podľa tabuliek,Vodný tok,1951,Nezistený,1,5.3,Nezistený,7,6.5,Nezistený,37.1,PO SK,SUC PSK - SL,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A04000,2741A04200,5207,2930,5.49,5.521,11,Prešov,3,3,3,3,3,3,3,3,3,3,5,5,5.0
M747,cesta III. triedy,3138,Dilatačný celok,Most cez Závršský potok pred obcou Malý Lipník,M747.01,5,49.320535491,20.788872158,505.041249,dosková,monolitický železobetón,14,31,110,podľa tabuliek,Vodný tok,1951,Nezistený,1,9.2,Nezistený,7,6.5,Nezistený,64.4,PO SK,SUC PSK - SL,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A04000,2741A04200,5207,3198,5.748,5.789,11,Prešov,4,4,4,4,4,4,4,4,4,4,5,5,5.0
M6890,cesta III. triedy,3138,Dilatačný celok,Most cez potok Lipník v obci Malý Lipník,M6890.01,6,49.331517611,20.792347812,459.577499,trámová,prefabrikovaný predpätý betón,18,36,80,odhadom,Vodný tok,1963,Nezistený,1,17.8,Nezistený,8.9,6.5,Nezistený,158.42,PO SK,SUC PSK - SL,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A04200,2741A14400,5208,540,7.013,7.128,12,Prešov,4,4,4,4,4,4,4,4,4,4,5,5,5.0
M3154,cesta III. triedy,3138,Dilatačný celok,Most cez potok Lipník v obci Malý Lipník,M3154.01,7,49.336410931,20.799270664,442.191,dosková,prefabrikovaný predpätý betón,20,62,168,podľa tabuliek,Vodný tok,1972,Nezistený,1,20.57,Nezistený,8.9,7.1,Nezistený,183.073,PO SK,SUC PSK - SL,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A14500,2741A35800,218691,50,7.762,7.881,14,Prešov,4,4,4,4,4,4,4,4,4,4,5,5,5.0
M3359,cesta III. triedy,3138,Dilatačný celok,Most cez potok Starina za obcou Malý Lipník,M3359.01,8,49.332736215,20.827042911,436.380499,dosková,prefabrikovaný železobetón,35,90,362,podľa tabuliek,Vodný tok,1964,Nezistený,1,4.94,Nezistený,7.6,6.5,Nezistený,37.544,PO SK,SUC PSK - SL,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A04302,2741A04400,234471,3224,11.553,11.71,18,Prešov,3,3,3,3,3,3,3,3,3,3,5,5,5.0
M2129,cesta III. triedy,3138,Dilatačný celok,Most cez Hrebeniacky potok pred obcou Legnava,M2129.01,9,49.335642805,20.843607717,438.402499,dosková,prefabrikovaný železobetón,41,92,345,odhadom,Vodný tok,1970,Nezistený,1,8.35,Nezistený,7.58,6.52,Nezistený,63.293,PO SK,SUC PSK - SL,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A15200,2741A15300,218698,12,12.797,12.993,20,Prešov,3,3,3,3,3,3,3,3,3,3,5,5,5.0
M5383,cesta III. triedy,3138,Dilatačný celok,Most cez Hrebeniacky potok v obci Legnava,M5383.01,10,49.337702021,20.848475236,442.90325,dosková,prefabrikovaný železobetón,28,68,320,odhadom,Vodný tok,1970,Nezistený,1,6.33,Nezistený,6,5,Nezistený,37.8,PO SK,SUC PSK - SL,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A15200,2741A15300,218698,450,13.235,13.431,20,Prešov,4,4,4,4,4,4,4,4,4,4,4,5,5.0
M6310,cesta III. triedy,3140,Dilatačný celok,Most cez potok Údolčanka v obci Údol,M6310.01,1,49.290363982,20.804655855,516.0095,dosková,monolitický železobetón,26,42,230,odhadom,Vodný tok,1932,Nezistený,1,3.05,Nezistený,7.5,6.5,Nezistený,22.875,PO SK,SUC PSK - SL,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A35600,2741A11900,1372833,428,Nezistený,0.645,2,Prešov,3,3,3,3,3,3,3,3,3,3,5,5,5.0
M5418,cesta III. triedy,3140,Dilatačný celok,Most cez potok Údolčanka v obci Údol,M5418.01,2,49.29118618,20.806670926,520.667749,dosková,monolitický železobetón,32,80,196,odhadom,Vodný tok,1933,Nezistený,1,3.56,Nezistený,6,6,Nezistený,21.36,PO SK,SUC PSK - SL,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A12000,2741A12100,218666,107,Nezistený,0.827,4,Prešov,3,3,3,3,3,3,3,3,3,3,3,4,4.0
M7624,cesta III. triedy,3140,Dilatačný celok,Most cez potok Údolčanka v obci Údol,M7624.01,3,49.293502347,20.812187271,534.761499,dosková,monolitický železobetón,26,64,156,odhadom,Vodný tok,1930,Nezistený,1,3.07,Nezistený,8,7,Nezistený,24.56,PO SK,SUC PSK - SL,Stará Ľubovňa,oba smery trasy CK,medzikrižovatkový,2741A12300,2741A04100,218669,55,Nezistený,1.466,7,Prešov,4,4,4,4,4,4,4,4,4,4,4,5,5.0
