ID_mosta,Trieda_PK,Číslo_PK,Most_DC,Názov_mosta,ID_DC,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Smer_úseku,Typ_úseku,Počiatočný_uzol,Koncový_uzol,úsek_ID,úsekové_staničenie_začiatku_DC_m,Kilometrovníkové_staničenie_začiatku_DC_km,Kumulatívne_staničenie_začiatku_DC_km,Poradie,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024
M7525,cesta III. triedy,3109,Dilatačný celok,542002-003 most cez náhon pred obcou Osturňa,M7525.01,3,49.342750737,20.285028839,625.239499,dosková,monolitický železobetón,20,41,294,podľa tabuliek,Kanál,1956,Nezistený,1,2.5,Nezistený,6.5,6.5,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A01602,2731A01700,1358263,53,6.177,6.15,6,Prešov,3,3,3,3,3,3,3,3,5,5,5,5,5.0
M4442,cesta III. triedy,3109,Dilatačný celok,542002-004 most cez potok Osturňanský pred obcou Osturňa,M4442.01,4,49.335040779,20.273104845,645.71575,dosková,prefabrikovaný predpätý betón,48,98,271,podľa tabuliek,Vodný tok,1978,Nezistený,1,13.75,Nezistený,8.1,6.6,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A01700,2731A01800,318841,1258,7.488,7.517,7,Prešov,3,3,3,3,3,3,3,3,4,4,4,4,4.0
M5547,cesta III. triedy,3109,Dilatačný celok,542002-005 most cez miestny potok v obci Osturňa,M5547.01,5,49.333961733,20.268218348,659.698499,klenbová,monolitický prostý betón,28,51,278,podľa tabuliek,Vodný tok,1953,Nezistený,1,2.2,Nezistený,7.75,7.75,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A01800,2731A05300,318842,242,7.889,7.918,8,Prešov,3,3,3,3,3,3,3,3,5,5,5,5,5.0
M6144,cesta III. triedy,3109,Dilatačný celok,Most cez Krulovský potok obci Osturňa,M6144.01,6,49.33765,20.24918,687.08,dosková,monolitický železobetón,32,65,320,statický výpočet,Vodný tok,1977,A,1,6.35,7.565,7.5,6.5,55,55,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A01800,2731A05300,318842,1816,9.516,9.492,8,Prešov,5,5,5,5,5,5,5,5,6,6,6,1,
M6912,cesta III. triedy,3109,Dilatačný celok,Most cez Osturňanský potok v obci Osturňa,M6912.01,7,49.331650903,20.228639564,727.45375,dosková,prefabrikovaný predpätý betón,48,100,462,podľa tabuliek,Vodný tok,1991,Nezistený,1,8.45,Nezistený,9,8,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A01902,2731A02000,1358265,499,11.385,11.316,11,Prešov,3,3,3,3,3,3,3,3,3,3,5,5,5.0
M1143,cesta III. triedy,3109,Dilatačný celok,Most cez Osturňanský potok v obci Osturňa,M1143.01,10,49.327773499,20.219553465,750.15025,dosková,prefabrikovaný predpätý betón,21,59,220,podľa tabuliek,Vodný tok,1975,Nezistený,1,9.5,Nezistený,6,5.2,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A05400,2731A00700,1358266,538,12.348,12.253,13,Prešov,4,4,4,4,4,4,4,4,4,4,5,5,6.0
M4222,cesta III. triedy,3109,Dilatačný celok,Most cez Osturniansky potok v obci Osturňa,M4222.01,11,49.328111843,20.218262789,752.80575,dosková,prefabrikovaný železobetón,30,62,276,podľa tabuliek,Vodný tok,1975,Nezistený,1,7,Nezistený,5.8,5.3,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A05400,2731A00700,1358266,643,12.453,12.358,13,Prešov,4,4,4,4,4,4,4,4,4,4,5,5,5.0
M3410,cesta III. triedy,3109,Dilatačný celok,Most cez Osturniansky potok v obci Osturňa,M3410.01,12,49.328222762,20.213223526,762.343999,dosková,prefabrikovaný železobetón,23,57,238,podľa tabuliek,Vodný tok,1978,Nezistený,1,7.51,Nezistený,6.8,5.8,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A05400,2731A00700,1358266,1026,12.755,12.741,13,Prešov,4,4,4,4,4,4,4,4,4,4,5,5,5.0
M5394,cesta III. triedy,3109,Dilatačný celok,Most cez miestny potok v obci Osturňa,M5394.01,13,49.330689597,20.20901661,774.6505,dosková,prefabrikovaný železobetón,50,91,418,podľa tabuliek,Vodný tok,1979,Nezistený,1,7,Nezistený,6.8,5.8,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A05400,2731A00700,1358266,1448,13.177,13.163,13,Prešov,3,3,3,3,3,3,3,3,3,3,5,5,5.0
M4415,cesta III. triedy,3110,Dilatačný celok,Most cez Frankovský potok za obcou Veľká Franková,M4415.01,2,49.334225075,20.301413019,669.505999,trámová,oceľ -  plnostenná,10,18,35,odhadom,Vodný tok,1951,Nezistený,1,8.1,Nezistený,6.8,5.8,Nezistený,55.08,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A01200,2731A05600,318613,160,0.869,0.903,5,Prešov,6,6,6,6,6,6,6,6,6,6,6,7,
M4451,cesta III. triedy,3110,Dilatačný celok,Most cez Frankovský potok za obcou Veľká Franková,M4451.01,3,49.327398693,20.305073227,697.763749,dosková,prefabrikovaný predpätý betón,48,91,370,podľa tabuliek,Vodný tok,1981,Nezistený,1,13.1,Nezistený,9.5,7.7,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A01200,2731A05600,318613,958,1.667,1.701,5,Prešov,3,3,3,3,3,3,3,3,3,3,4,4,4.0
M3418,cesta III. triedy,3110,Dilatačný celok,Most cez Mostkový potok pred obcou Malá Franková,M3418.01,4,49.323101246,20.305879059,716.144,klenbová,kameň,14,38,136,odhadom,Vodný tok,1956,Nezistený,1,2.3,Nezistený,6.5,6.5,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A01200,2731A05600,318613,1482,2.191,2.225,5,Prešov,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M5217,cesta III. triedy,3110,Dilatačný celok,Most cez Frankovský potok v obci Malá Franková,M5217.01,5,49.318928527,20.304664962,729.02425,dosková,prefabrikovaný železobetón,50,91,418,podľa tabuliek,Vodný tok,1975,Nezistený,1,7.5,Nezistený,7.5,6.5,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A01200,2731A05600,318613,1984,2.677,2.727,5,Prešov,3,3,3,3,3,3,3,3,3,3,5,5,5.0
M1658,cesta III. triedy,3110,Dilatačný celok,Most cez Frankovský potok v obci Malá Franková,M1658.01,6,49.311421096,20.301201667,761.536999,dosková,prefabrikovaný železobetón,37,92,420,podľa tabuliek,Vodný tok,1975,Nezistený,1,4.95,Nezistený,5.4,4.8,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A05600,2731A00900,1358268,404,3.603,3.668,6,Prešov,3,3,3,3,3,3,3,3,3,3,6,6,6.0
M6974,cesta III. triedy,3110,Dilatačný celok,Most cez Frankovský potok v obci Malá Franková,M6974.01,7,49.309745885,20.29923777,776.311,dosková,prefabrikovaný železobetón,27,64,295,podľa tabuliek,Vodný tok,1975,Nezistený,1,5.7,Nezistený,5,4.4,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A05600,2731A00900,1358268,605,3.804,3.869,6,Prešov,4,4,4,4,4,4,4,4,4,4,5,5,5.0
M1500,cesta III. triedy,3110,Dilatačný celok,Most cez Frankovský potok v obci Malá Franková,M1500.01,8,49.3088876,20.298501135,781.391749,dosková,prefabrikovaný železobetón,30,74,336,podľa tabuliek,Vodný tok,1976,Nezistený,1,5.5,Nezistený,5,4.4,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A05600,2731A00900,1358268,718,3.917,3.982,6,Prešov,4,4,4,4,4,4,4,4,4,4,4,4,6.0
M4283,cesta III. triedy,3110,Dilatačný celok,Most cez Frankovský potok v obci Malá Franková,M4283.01,9,49.308292346,20.29785209,783.258,dosková,prefabrikovaný železobetón,26,57,264,podľa tabuliek,Vodný tok,1979,Nezistený,1,5.55,Nezistený,5,4.3,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A05600,2731A00900,1358268,787,3.986,4.051,6,Prešov,4,4,4,4,4,4,5,5,5,5,5,5,5.0
M489,cesta III. triedy,3110,Dilatačný celok,Most cez Frankovský potok v obci Malá Franková,M489.01,10,49.307837039,20.297373397,783.130499,dosková,prefabrikovaný železobetón,37,92,420,podľa tabuliek,Vodný tok,1980,Nezistený,1,6.08,Nezistený,5,4.4,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A05600,2731A00900,1358268,865,4.064,4.129,6,Prešov,3,3,3,3,3,3,3,3,3,3,6,6,6.0
M4762,cesta III. triedy,3110,Dilatačný celok,Most cez Frankovský potok v obci Malá Franková,M4762.01,11,49.307088557,20.29613357,789.122499,dosková,prefabrikovaný železobetón,50,91,418,podľa tabuliek,Vodný tok,1980,Nezistený,1,6.8,Nezistený,5,4.4,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A05600,2731A00900,1358268,979,4.178,4.243,6,Prešov,3,3,3,3,3,3,3,3,3,3,5,5,5.0
M1512,cesta III. triedy,3110,Dilatačný celok,Most cez Frankovský potok v obci Malá Franková,M1512.01,12,49.306868792,20.29582828,790.989,dosková,prefabrikovaný železobetón,50,91,418,podľa tabuliek,Vodný tok,1983,Nezistený,1,7.6,Nezistený,4.5,4.5,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2731A05600,2731A00900,1358268,1054,4.253,4.318,6,Prešov,3,3,3,3,3,3,3,3,3,3,5,5,5.0
M4463,cesta III. triedy,3111,Dilatačný celok,Most cez potok Rieka pred obcou Zálesie,M4463.01,2,49.348750846,20.360292626,562.047999,trámová,oceľ -  plnostenná,14,22,36,odhadom,Vodný tok,1954,Nezistený,2,19.6,Nezistený,4.7,3.7,Nezistený,92.12,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2732A00900,2732A13101,4454,173,0.246,0.173,1,Prešov,6,6,6,6,1,1,1,1,1,1,1,2,2.0
M6421,cesta III. triedy,3111,Dilatačný celok,Most cez potok Zálesie pred obcou Zálesie,M6421.01,3,49.336480689,20.368843566,614.19825,dosková,prefabrikovaný železobetón,42,81,369,podľa tabuliek,Vodný tok,1969,Nezistený,1,6.1,Nezistený,6.55,6.05,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2732A13102,2732A03100,1358270,1950,2.294,2.221,3,Prešov,3,3,3,3,3,3,3,3,3,3,4,4,4.0
M6387,cesta III. triedy,3111,Dilatačný celok,Most cez potok Zálesie v obci Zálesie,M6387.01,4,49.330060059,20.381942934,657.3125,dosková,monolitický železobetón,25,44,224,porovnávací výpočet,Vodný tok,1957,Nezistený,1,6,Nezistený,7.6,6.6,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2732A13102,2732A03100,1358270,3216,3.585,3.487,3,Prešov,3,3,3,3,3,3,3,3,3,3,4,4,4.0
M4469,cesta III. triedy,3111,Dilatačný celok,Most cez potok Zálesie v obci Zálesie,M4469.01,5,49.328093543,20.384488325,668.395499,dosková,prefabrikovaný železobetón,36,81,420,podľa tabuliek,Vodný tok,1990,Nezistený,1,3.9,Nezistený,8,7,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2732A13102,2732A03100,1358270,3510,3.689,3.781,3,Prešov,3,3,3,3,3,3,3,3,3,3,5,5,5.0
M1588,cesta III. triedy,3112,Dilatačný celok,Most cez vodný tok Rieka v meste Spišská Stará Ves,M1588.01,1,49.376218705,20.363893457,508.819,dosková,prefabrikovaný predpätý betón,48,121,274,podľa tabuliek,Vodný tok,1992,Nezistený,1,16.86,Nezistený,11,7,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2714A05100,2714A05200,1114144,17,0.174,0.162,4,Prešov,1,1,1,1,1,1,1,1,4,4,4,4,4.0
M2270,cesta III. triedy,3112,Dilatačný celok,Most cez potok Jordanec pred obcou Havka,M2270.01,2,49.363697144,20.380364236,533.1135,dosková,prefabrikovaný železobetón,50,118,340,podľa tabuliek,Vodný tok,1967,Nezistený,1,8,Nezistený,7.5,6,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2714A04500,2732A11900,318616,2262,2.647,2.581,6,Prešov,3,3,3,3,3,3,3,3,3,3,4,4,4.0
M7187,cesta III. triedy,3112,Dilatačný celok,Most cez potok Jordanec pred obcou Havka,M7187.01,3,49.35127711,20.395591023,582.769499,dosková,prefabrikovaný železobetón,50,130,420,podľa tabuliek,Vodný tok,1967,Nezistený,1,6.85,Nezistený,7.3,6.5,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2714A04500,2732A11900,318616,4174,4.618,4.493,6,Prešov,3,3,3,3,3,3,3,3,3,3,4,4,4.0
M6097,cesta III. triedy,3112,Dilatačný celok,Most cez potok Jordanec v obci Havka,M6097.01,4,49.348886854,20.40135237,598.395499,dosková,prefabrikovaný železobetón,50,130,420,podľa tabuliek,Vodný tok,1967,Nezistený,1,5.8,Nezistený,7.5,6.5,Nezistený,Nezistený,PO SK,SUC PSK - SL,Kežmarok,oba smery trasy CK,medzikrižovatkový,2714A04500,2732A11900,318616,4667,5.111,4.986,6,Prešov,3,3,3,3,3,3,3,3,3,3,4,4,4.0
M5378,cesta III. triedy,3451,Dilatačný celok,Most cez potok Dzikov pred MČ Kanaš,M5378.01,1,49.047756084,21.223858299,273.9425,dosková,prefabrikovaný predpätý betón,26,76,283,podľa tabuliek,Vodný tok,1974,Nezistený,1,14.7,Nezistený,8.9,6.7,Nezistený,Nezistený,PO SK,SUC PSK - PO,Prešov,oba smery trasy CK,medzikrižovatkový,2744A31600,2744A31700,453841,67,Nezistený,1.198,10,Prešov,3,3,3,3,3,3,3,3,5,5,5,5,5.0
M1209,cesta III. triedy,3452,Dilatačný celok,Most cez potok Dzikov v obci Gregorovce,M1209.01,1,49.076940819,21.206491927,311.91125,dosková,monolitický železobetón,23,52,222,podľa tabuliek,Vodný tok,1956,Nezistený,1,7.4,Nezistený,7.3,6.5,Nezistený,54.02,PO SK,SUC PSK - PO,Prešov,oba smery trasy CK,medzikrižovatkový,2744A35500,2744A35600,455259,559,2.234,2.249,7,Prešov,3,3,3,3,3,3,3,3,3,4,4,1,1.0
M2660,cesta III. triedy,3452,Dilatačný celok,Most cez Potocký potok pred obcou Terňa,M2660.01,3,49.098204142,21.234206177,350.6765,dosková,monolitický železobetón,21,28,86,odhadom,Vodný tok,1955,Nezistený,1,11,Nezistený,8.15,7.15,Nezistený,Nezistený,PO SK,SUC PSK - PO,Prešov,oba smery trasy CK,medzikrižovatkový,2744B00300,2744A34200,6023,1226,6.271,6.108,12,Prešov,5,5,5,5,5,5,5,5,5,5,6,6,6.0
M2902,cesta III. triedy,3452,Dilatačný celok,Most cez potok Ternianka v obci Terňa,M2902.01,4,49.109805444,21.237591772,380.7265,trámová,prefabrikovaný predpätý betón,24,66,110,podľa tabuliek,Vodný tok,1963,Nezistený,1,16.55,Nezistený,9.7,7.2,Nezistený,Nezistený,PO SK,SUC PSK - PO,Prešov,oba smery trasy CK,medzikrižovatkový,2744A03800,2744A34400,6025,6,7.815,7.652,15,Prešov,4,4,4,4,4,4,4,4,5,5,5,5,6.0
M4623,cesta III. triedy,3452,Dilatačný celok,Most cez potok v obci Mošurov,M4623.01,5,49.120440714,21.251051977,365.395999,trámová,monolitický železobetón,16,34,126,podľa tabuliek,Vodný tok,1929,Nezistený,1,10,Nezistený,11.8,8.1,Nezistený,Nezistený,PO SK,SUC PSK - PO,Prešov,oba smery trasy CK,medzikrižovatkový,2744A42000,2744A04400,455324,81,9.474,9.392,26,Prešov,2,2,2,2,2,2,2,2,2,2,2,4,4.0
M2986,cesta III. triedy,3452,Dilatačný celok,Most cez potok v obci M. Slivník,M2986.01,6,49.118629921,21.259508365,359.616999,dosková,monolitický železobetón,7,31,194,odhadom,Vodný tok,1929,Nezistený,1,3.45,Nezistený,6.9,6.4,Nezistený,Nezistený,PO SK,SUC PSK - PO,Prešov,oba smery trasy CK,medzikrižovatkový,2744A04400,2744A41000,8880,582,10.18,10.098,27,Prešov,4,4,4,4,4,4,4,4,4,4,4,5,5.0
M7127,cesta III. triedy,3452,Dilatačný celok,Most cez potok za obcou V. Slivník,M7127.01,8,49.112091243,21.281052426,362.9195,dosková,monolitický železobetón,24,36,297,podľa tabuliek,Vodný tok,1946,Nezistený,1,3.45,Nezistený,6.2,5.6,Nezistený,Nezistený,PO SK,SUC PSK - PO,Prešov,oba smery trasy CK,medzikrižovatkový,2744A41300,2744A41400,455317,413,12.126,12.044,31,Prešov,3,3,3,3,3,3,3,3,3,3,3,4,4.0
M3492,cesta III. triedy,3452,Dilatačný celok,Most cez potok Vápeník v obci Demjata,M3492.01,9,49.107018588,21.312606869,283.020499,rámová,prefabrikovaný železobetón,50,107,378,podľa tabuliek,Vodný tok,1989,Nezistený,1,2.5,Nezistený,19.3,19.3,Nezistený,48.25,PO SK,SUC PSK - PO,Prešov,oba smery trasy CK,lúč,2744A41502,2744A41501,1327100,10,14.614,14.532,33,Prešov,1,1,1,1,1,1,1,1,1,1,1,4,4.0
M693,cesta III. triedy,3452,Dilatačný celok,Most cez potok Sekčov v obci Demjata,M693.01,10,49.106959131,21.313377521,285.292249,dosková,prefabrikovaný predpätý betón,20,62,124,podľa tabuliek,Vodný tok,1967,Nezistený,1,21.45,Nezistený,9,6.5,Nezistený,Nezistený,PO SK,SUC PSK - PO,Prešov,oba smery trasy CK,medzikrižovatkový,2744A41501,2744A41600,455319,23,14.654,14.572,34,Prešov,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M4260,cesta III. triedy,3452,Dilatačný celok,Most cez potok v obci Demjata,M4260.01,12,49.10684231,21.314848924,285.697499,dosková,monolitický železobetón,24,30,189,podľa tabuliek,Vodný tok,1948,Nezistený,1,5,Nezistený,6,5,Nezistený,Nezistený,PO SK,SUC PSK - PO,Prešov,oba smery trasy CK,medzikrižovatkový,2744A41501,2744A41600,455319,145,14.776,14.694,34,Prešov,3,3,3,3,3,3,3,3,3,3,3,4,4.0
M491,cesta III. triedy,3174,Dilatačný celok,Most cez potok Bernát za obcou Šarišské Sokolovce,M491.01,1,49.108337616,21.170010436,422.4075,dosková,prefabrikovaný železobetón,50,122,420,podľa tabuliek,Vodný tok,1958,Nezistený,1,7.1,Nezistený,8.5,7,Nezistený,Nezistený,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A19300,2744A19400,292363,90,Nezistený,4.932,11,Prešov,3,3,3,3,3,3,3,4,4,4,4,5,5.0
M4100,cesta III. triedy,3174,Dilatačný celok,Most cez bezmenný potok v obci Hubošovce,M4100.01,3,49.099171902,21.205112114,361.384749,trámová,prefabrikovaný železobetón,36,84,273,podľa tabuliek,Vodný tok,1998,Nezistený,1,7.4,Nezistený,8.75,7,Nezistený,64.75,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A20000,2744A20401,292370,1618,Nezistený,9.231,18,Prešov,2,2,2,2,2,2,2,2,2,4,4,4,4.0
M5968,cesta III. triedy,3174,Dilatačný celok,Most cez miestný potok za obcou Hubošovce,M5968.01,4,49.084395797,21.202733684,326.475,dosková,prefabrikovaný železobetón,45,110,334,podľa tabuliek,Vodný tok,1958,Nezistený,1,7.25,Nezistený,7.5,6.5,Nezistený,Nezistený,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A20800,2744A03400,292378,494,Nezistený,11.005,23,Prešov,3,3,3,3,3,3,3,4,4,4,4,4,4.0
M6136,cesta III. triedy,3175,Dilatačný celok,Most cez Jakuboviansky potok o obci Jakubovany,M6136.01,1,49.100917647,21.141667749,378.403,dosková,prefabrikovaný železobetón,50,110,376,podľa tabuliek,Vodný tok,1958,Nezistený,1,6.6,Nezistený,8,6.5,Nezistený,52.8,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A03500,2744A15400,5983,584,Nezistený,0.584,1,Prešov,2,2,2,2,2,2,2,2,2,4,4,4,4.0
M7434,cesta III. triedy,3176,Dilatačný celok,Most cez potok Náhon pred obcou Uzovce,M7434.01,1,49.083572314,21.202093162,326.1235,trámová,monolitický železobetón,12,31,105,odhadom,Vodný tok,1936,Nezistený,1,9.15,Nezistený,6.2,5.2,Nezistený,Nezistený,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A03400,2744A18200,6007,55,2.16,0.055,1,Prešov,3,3,3,3,3,3,3,5,5,5,5,5,5.0
M7532,cesta III. triedy,3176,Dilatačný celok,Most cez Veľký potok v obci Šarišské Sokolovce,M7532.01,2,49.105394277,21.165157734,409.839,dosková,monolitický železobetón,23,52,223,podľa tabuliek,Vodný tok,1967,Nezistený,1,7.4,Nezistený,8,7,Nezistený,Nezistený,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A19000,2744A03700,292360,218,5.969,3.864,10,Prešov,3,3,3,3,3,3,3,3,4,4,4,4,5.0
M842,cesta III. triedy,3177,Dilatačný celok,Most cez rieku Torysa v meste Sabinov,M842.01,1,49.099225147,21.09779131,314.30525,trámová,prefabrikovaný predpätý betón,24,54,118,podľa tabuliek,Vodný tok,1972,Nezistený,3,41.65,Nezistený,9.2,6.5,Nezistený,Nezistený,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A13900,2744A14000,292309,12,Nezistený,0.288,12,Prešov,4,4,4,4,4,4,4,5,5,3,3,3,3.0
M2009,cesta III. triedy,3177,Dilatačný celok,Most cez bezmenný potok v obci Ražňany,M2009.01,3,49.08431926,21.087599309,324.729,dosková,monolitický železobetón,20,49,245,podľa tabuliek,Vodný tok,1952,Nezistený,1,6.35,Nezistený,7.3,6.3,Nezistený,46.355,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A06100,2744A02700,5978,14,Nezistený,2.209,19,Prešov,3,3,3,3,3,3,3,3,3,5,5,5,5.0
M4861,cesta III. triedy,3177,Dilatačný celok,Most cez bezmenný potok v obci Jarovnice časť Močidľany,M4861.01,4,49.06111988,21.0625981,411.722999,dosková,prefabrikovaný železobetón,34,87,336,podľa tabuliek,Vodný tok,1964,Nezistený,1,5.3,Nezistený,7.5,6.5,Nezistený,39.75,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A02600,2744A15600,5985,18,Nezistený,5.792,33,Prešov,4,4,4,4,4,4,4,4,4,5,5,5,5.0
M4102,cesta III. triedy,3177,Dilatačný celok,Most cez potok Malá Svinka v obci Jarovnice,M4102.01,5,49.06013157,21.061938938,411.528,dosková,prefabrikovaný predpätý betón,20,48,236,podľa tabuliek,Vodný tok,1964,Nezistený,1,12.4,Nezistený,8,6.9,Nezistený,Nezistený,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A02600,2744A15600,5985,135,Nezistený,5.909,33,Prešov,4,4,4,4,4,4,4,4,4,6,6,6,2.0
M6840,cesta III. triedy,3179,Dilatačný celok,Most cez Ostroviansky potok v obci Ostrovany,M6840.01,1,49.067538708,21.107653663,306.519,klenbová,monolitický železobetón,19,60,200,podľa tabuliek,Vodný tok,1957,Nezistený,1,4.05,Nezistený,7,7,Nezistený,Nezistený,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A16200,2744A16300,292332,47,Nezistený,2.773,6,Prešov,3,3,3,3,3,3,3,3,4,4,4,4,4.0
M7530,cesta III. triedy,3179,Dilatačný celok,Most cez rieku Torysa v meste Veľký Šariš,M7530.01,4,49.039439722,21.195334698,264.277,dosková,prefabrikovaný predpätý betón,38,97,254,podľa tabuliek,Vodný tok,1975,A STN 736203,4,59.4,Nezistený,11,7,Nezistený,653.4,PO SK,SUC PSK - PO,Prešov,oba smery trasy CK,medzikrižovatkový,2744A30400,2744A30500,453829,19,Nezistený,11.233,37,Prešov,4,4,4,4,4,4,4,4,5,5,3,3,3.0
M5747,cesta III. triedy,3180,Dilatačný celok,Most cez miestný potok v obci Jarovnice časť Močidľany,M5747.01,1,49.061342183,21.062422383,411.48625,dosková,prefabrikovaný železobetón,39,99,340,podľa tabuliek,Vodný tok,1964,Nezistený,1,4,Nezistený,8.5,7.5,Nezistený,34,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A02600,2744A10600,5986,16,Nezistený,0.016,1,Prešov,3,3,3,3,3,3,3,3,3,4,4,4,4.0
M354,cesta III. triedy,3180,Dilatačný celok,Most cez potok Malá Svinka v obci Uzovské Pekľany,M354.01,2,49.087930323,21.016246129,491.526249,dosková,prefabrikovaný predpätý betón,26,73,259,podľa tabuliek,Vodný tok,1964,Nezistený,1,14.1,Nezistený,8,6.5,Nezistený,112.8,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A11400,2744A11500,292282,505,Nezistený,4.776,9,Prešov,3,3,3,3,3,3,3,3,3,5,5,5,5.0
M915,cesta III. triedy,3180,Dilatačný celok,Most cez Renčišovský potok v obci Renčišov,M915.01,3,49.095958824,20.964771661,602.388999,dosková,prefabrikovaný železobetón,50,118,420,podľa tabuliek,Vodný tok,1964,Nezistený,1,8,Nezistený,7.5,6.5,Nezistený,60,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2743A10500,2743A10600,292284,12,Nezistený,8.829,12,Prešov,3,3,3,3,3,3,3,3,3,5,5,5,5.0
M6769,cesta III. triedy,3181,Dilatačný celok,Most cez Drienický potok v obci Drienica,M6769.01,2,49.12735,21.10797,423.85,dosková,prefabrikovaný železobetón,50,130,420,podľa tabuliek,Vodný tok,1979,Nezistený,1,5.08,Nezistený,7.3,7,Nezistený,37.084,PO SK,SUC PSK - PO,Sabinov,oba smery trasy CK,medzikrižovatkový,2744A21800,2744A21900,292388,6,Nezistený,3.223,13,Prešov,3,3,3,3,3,3,3,3,3,5,5,5,5.0
