Trieda CK,Číslo CK,Evidenčné číslo mosta,ID mosta,Názov mosta,Investor,Rok postavenia,Zhotovitel,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,Usek,Poc. Uzol,Konc. Uzol,Usekove stanicenie zac. objektu,Kumul. stanicenie zaciatku objektu,LongitudeE,LatitudeN,VyskaH,Dlzka DC,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,Smer useku,Typ useku,Ev. dlzka useku,Vlastník CK,Typ správcu CK,Správca CK,KRAJ,OKRES,Pokračovanie,Poradie
cesta III. triedy,50115,2,M903,050115-002 Most cez potok Suchá za obcou Ožďany,,1941.0,,,1.0,3.5,,7.6,6.6,,,Uspokojivý,393033.0,3644A25200,3644B00200,683,1123.0,19.88807078,48.386707533,205.005499,3.5,dosková,monolitický železobetón,13.0,38.0,327.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,1557.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,6.0
cesta III. triedy,50115,3,M4364,050115-003 Most cez potok v obci Hrnčiarske Zalužany,,1953.0,,,1.0,6.0,,6.3,5.9,,,Uspokojivý,255470.0,3644A16300,3644A04100,259,4166.0,19.874552152,48.409765932,216.244749,6.0,dosková,prefabrikovaný železobetón,43.0,108.0,369.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,285.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Poltár,0.0,12.0
cesta III. triedy,50115,5,M975,050115-005 Most cez bezmenný potok v obci Hrnčiarske Zalužany,,1957.0,,,1.0,2.2,,9.8,9.2,,,Uspokojivý,7117.0,3644A03800,3644A15600,6,4250.0,19.874951615,48.410435507,216.604,2.2,dosková,monolitický železobetón,2.0,16.0,27.0,odhadom,Vodný tok,0.0,medzikrižovatkový,2958.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Poltár,0.0,14.0
cesta III. triedy,50115,6,M1711,050115-006 Most cez potok Suchá v obci Hrnčiarska Ves,,1955.0,,,1.0,7.8,,6.4,5.2,,,Zlý,255463.0,3644A15600,3644A15700,18,7220.0,19.862678345,48.430572318,227.2495,7.8,dosková,monolitický železobetón,14.0,31.0,129.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,35.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Poltár,0.0,15.0
cesta III. triedy,50118,1,M7204,050118-001 Most cez rieku Rimava v meste Rim.Sobota,,1969.0,,,3.0,42.0,,13.8,9.0,,,Dobrý,393088.0,3733A18100,3733A18200,101,435.0,20.020014845,48.377246078,208.953999,42.0,trámová,prefabrikovaný predpätý betón,22.0,55.0,332.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,160.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,2.0
cesta III. triedy,50118,3,M544,050118-003 Most cez potok Lukva pred osadou Majša,,1989.0,,,1.0,8.02,,7.5,7.5,,,Dobrý,393034.0,3644A25300,3644A25400,258,4520.0,19.988129058,48.35313113,218.853,8.02,dosková,prefabrikovaný železobetón,23.0,67.0,377.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,352.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,12.0
cesta III. triedy,50118,4,M811,050118-004 Most cez potok Lukva za osadou  Majša,,1989.0,,,1.0,8.02,,7.5,7.5,,,Veľmi dobrý,393036.0,3644A25500,3644A25600,595,6250.0,19.967077699,48.35911964,231.509,8.02,dosková,prefabrikovaný železobetón,23.0,67.0,377.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,1834.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,14.0
cesta III. triedy,50118,5,M6350,050118-005 Most cez bezmenný potok v obci Husiná,,1955.0,,,1.0,2.6,,7.6,7.0,,,Veľmi dobrý,393045.0,3644A26400,3644A26500,73,13851.0,19.880110741,48.342009957,241.996499,2.6,dosková,monolitický železobetón,14.0,43.0,378.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,205.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,23.0
cesta III. triedy,50118,6,M5532,050118-006 Most cez Sokolí potok za obcou Husiná,,1942.0,,,1.0,2.7,,7.0,6.0,,,Veľmi dobrý,393048.0,3644A26700,3644A26800,363,14630.0,19.870229777,48.341488071,235.267999,2.7,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,1404.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,26.0
cesta III. triedy,50118,8,M5598,050118-008_Most cez bezmenný potok pri obci Husiná,,1959.0,,A,1.0,4.5,,8.0,7.4,,,Dobrý,3902.0,3644B00300,3644A20200,58,15973.0,19.854024238,48.345528624,208.694,4.5,dosková,prefabrikovaný predpätý betón,26.0,42.0,340.0,odhadom,Vodný tok,0.0,medzikrižovatkový,740.0,BB SK,BB RSC,BB RSC - LC,Banskobystrický kraj,Lučenec,0.0,28.0
cesta III. triedy,50118,9,M2977,050118-009_Most cez potok suchá pri obci Veľké Dravce,,1962.0,,A,1.0,15.85,,7.3,5.9,,,Dobrý,281181.0,3644A20200,3644A20300,381,17036.0,19.841846473,48.344621438,192.1585,15.85,trámová,prefabrikovaný predpätý betón,34.0,46.0,114.0,odhadom,Vodný tok,0.0,medzikrižovatkový,423.0,BB SK,BB RSC,BB RSC - LC,Banskobystrický kraj,Lučenec,0.0,29.0
cesta III. triedy,50119,1,M4390,050119-001 Most cez potok Lukva pred obcou Dúžava,,1959.0,,,1.0,5.0,,8.0,6.5,,,Dobrý,394876.0,3644A27300,3644A04700,94,203.0,19.99464013,48.351367753,216.5815,5.0,dosková,monolitický železobetón,19.0,46.0,294.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,216.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,5.0
cesta III. triedy,50119,2,M3747,050119-002 Most cez Gemerčecký potok v obci Gemerček,,1965.0,,,1.0,3.7,,7.25,6.75,,,Dobrý,393174.0,4622A31200,4711A09200,10,1320.0,19.993463751,48.317326761,245.229999,3.7,dosková,prefabrikovaný železobetón,18.0,36.0,243.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,1710.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,1.0,1.0
cesta III. triedy,50120,1,M1232,050120-001 Most cez bezmenný potok v obci Mojín,,1935.0,,,1.0,4.0,,5.3,5.0,,21.0,Dobrý,393052.0,3644A27100,3644A27200,5,2030.0,19.971953188,48.341785143,238.788,4.0,dosková,monolitický železobetón,12.0,35.0,278.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,14.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,3.0
cesta III. triedy,50121,1,M3677,050121-001 Most cez miestný potok v obci Nižná Pokoradz,,1964.0,,,1.0,3.0,,7.7,5.2,,,Veľmi dobrý,393098.0,3733A19100,3733A19200,60,1863.0,20.02743219,48.407721747,332.5215,3.0,dosková,monolitický železobetón,14.0,43.0,378.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,212.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,12.0
cesta III. triedy,50121,2,M2908,050121-002 Most cez Veľký potok v obci  Padarovce,,1971.0,,,1.0,6.5,,9.0,6.5,,,Veľmi dobrý,394997.0,3733A30400,3733A30500,82,9405.0,20.070512752,48.457459406,231.656,6.5,dosková,prefabrikovaný železobetón,32.0,80.0,360.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,104.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,20.0
cesta III. triedy,50121,3,M4234,050121-003 Most cez potok Pápča za obcou  Padarovce,,1966.0,,,1.0,6.0,,7.6,6.6,,,Dobrý,394999.0,3733A30600,3733A03800,1579,11082.0,20.090530786,48.463521589,207.755999,6.0,dosková,prefabrikovaný železobetón,43.0,108.0,369.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,2046.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,22.0
cesta III. triedy,50121,4,M667,050121-004 Most cez potok Blh v obci Teplý Vrch,,1964.0,,,1.0,15.0,,11.1,8.6,,,Dobrý,392926.0,3733A15500,3733A03700,16,11997.0,20.097235376,48.470076275,212.4545,15.0,trámová,prefabrikovaný predpätý betón,30.0,67.0,152.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,309.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,26.0
cesta III. triedy,50124,1,M5961,050124-001 Most cez potok Blh pri obci Hrušovo,,1959.0,,,1.0,9.0,,7.2,6.5,,,Uspokojivý,4272.0,3733A02900,3731A20200,840,4455.0,20.056701282,48.493965249,240.487999,9.0,dosková,monolitický železobetón,15.0,39.0,151.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,2913.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,3.0
cesta III. triedy,50124,2,M4818,050124-002 Most cez potok Blh pri obci  Ostrany,,1959.0,,,1.0,9.0,,7.9,6.8,,,Uspokojivý,4272.0,3733A02900,3731A20200,1406,5021.0,20.053405737,48.498191535,240.485499,9.0,dosková,monolitický železobetón,15.0,39.0,151.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,2913.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,3.0
cesta III. triedy,50124,3,M6106,050124-003 Most cez  potok Blh v obci Hrušovo,,1959.0,,,1.0,4.6,,7.3,5.8,,,Dobrý,4272.0,3733A02900,3731A20200,2786,6401.0,20.050531649,48.50937606,244.12475,4.6,dosková,monolitický železobetón,25.0,26.0,42.0,odhadom,Vodný tok,0.0,medzikrižovatkový,2913.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,3.0
cesta III. triedy,50124,4,M7559,050124-004 Most cez Striežovský potok  pred obcou Hrušovo,,1963.0,,,1.0,13.7,,7.0,6.0,,,Dobrý,394983.0,3731A20400,3731A20500,107,6746.0,20.047244026,48.510883787,244.8245,13.7,trámová,prefabrikovaný predpätý betón,30.0,72.0,160.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,2608.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,6.0
cesta III. triedy,50124,5,M675,050124-005 Most cez potok Blh pri obci Hrušovo,,1966.0,,,1.0,4.0,,7.0,6.0,,,Dobrý,394983.0,3731A20400,3731A20500,696,7335.0,20.040691161,48.513615737,251.939499,4.0,dosková,prefabrikovaný železobetón,42.0,97.0,369.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,2608.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,6.0
cesta III. triedy,50124,6,M7784,050124-006  Most cez bezmenný potok pred obcou Striežovce,,1966.0,,,1.0,2.5,,7.4,5.0,,,Veľmi dobrý,394983.0,3731A20400,3731A20500,1803,8442.0,20.030936726,48.521071206,270.41,2.5,dosková,prefabrikovaný železobetón,39.0,92.0,350.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,2608.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,6.0
cesta III. triedy,50124,7,M7810,050124-007 Most cez Striežovský potok v obci  Striežovce,,1966.0,,,1.0,8.0,,8.5,6.0,,,Dobrý,394984.0,3731A20500,3731A20600,177,9424.0,20.02749154,48.528309429,268.595499,8.0,dosková,prefabrikovaný železobetón,46.0,85.0,378.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,218.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,7.0
cesta III. triedy,50126,1,M35,050126-001 Most cez potok Pápča v obci Pápča,,1955.0,,,1.0,4.0,,5.7,5.2,,,Veľmi dobrý,4275.0,3733A03000,3733A03200,1032,1032.0,20.064702447,48.468024655,227.5245,4.0,dosková,monolitický železobetón,14.0,16.0,27.0,odhadom,Vodný tok,0.0,medzikrižovatkový,1090.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,0.0
cesta III. triedy,50127,1,M7108,050127-001 Most cez rieku Rimava v obci Rim.Brezovo,,1966.0,,,3.0,28.55,,9.0,6.5,,,Dobrý,392979.0,3642A10900,3642A11000,10,230.0,19.962039889,48.539272392,271.63275,28.55,dosková,prefabrikovaný železobetón,41.0,74.0,337.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,47.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,3.0
cesta III. triedy,50127,3,M3890,050127-003 Most cez lesný potok za obcou Rimavské Brezovo,,1958.0,,,1.0,2.1,,8.8,8.4,,,Uspokojivý,392982.0,3642A11200,3731A19900,550,1063.0,19.972290516,48.541631376,323.501,2.1,dosková,monolitický železobetón,14.0,43.0,378.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,4691.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,6.0
cesta III. triedy,50127,4,M2604,050127-004 Most cez bezmenný potok pred obcou Kyjatice,,1957.0,,,1.0,2.5,,5.7,5.3,,,Dobrý,392982.0,3642A11200,3731A19900,3871,4384.0,19.999754238,48.532731746,457.255999,2.5,dosková,monolitický železobetón,11.0,21.0,35.0,odhadom,Vodný tok,0.0,medzikrižovatkový,4691.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,6.0
cesta III. triedy,50127,5,M7349,050127-005 Most cez miestný potok v obci Kyjatice,,1957.0,,,1.0,2.8,,6.3,5.2,,,Dobrý,392983.0,3731A19900,3731A20000,19,5223.0,20.010115723,48.529831975,457.221,2.8,dosková,monolitický železobetón,11.0,23.0,38.0,odhadom,Vodný tok,0.0,medzikrižovatkový,30.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,7.0
cesta III. triedy,50128,1,M1113,050128-001 Most cez potok Močiar v osade Vinica,,1937.0,,T,1.0,3.2,,5.5,5.1,,18.0,Dobrý,4297.0,3733A00700,3733A20600,45,45.0,20.053405081,48.388176201,218.475,3.2,klenbová,monolitický prostý betón,3.0,13.0,56.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,187.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,0.0
cesta III. triedy,50129,1,M6070,050129-001 Most cez miestny potok v obci Bakta,,1952.0,,,1.0,3.0,,7.1,6.0,,,Veľmi dobrý,4373.0,3733A00800,3733A04200,953,953.0,20.106168288,48.392690031,210.413499,3.0,dosková,monolitický železobetón,14.0,43.0,378.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,4652.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,0.0
cesta III. triedy,50129,3,M3267,050129-003 Most cez potok Blh pred obcou Uzovská Panica,,1962.0,,,1.0,17.5,,7.5,6.5,,,Dobrý,443909.0,3733A04200,3733A15600,314,4966.0,20.133307974,48.416729486,190.65575,17.5,trámová,prefabrikovaný predpätý betón,30.0,63.0,124.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,844.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,1.0
cesta III. triedy,50129,4,M5306,050129-004 Most cez bezmenný potok v obci Uzovská Panica,,1885.0,,,2.0,6.4,,6.4,6.0,,,Zlý,443909.0,3733A04200,3733A15600,684,5336.0,20.137951788,48.417821882,188.369749,6.4,klenbová,kameň,4.0,16.0,70.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,844.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,1.0
cesta III. triedy,50130,1,M7737,050130-001 Most cez bezmenný potok v obci Tomašovce,,1981.0,,,1.0,2.8,,8.9,7.4,,,Uspokojivý,393118.0,3733A21100,3733A21200,9,1619.0,20.153443386,48.392282701,183.5905,2.8,dosková,prefabrikovaný železobetón,23.0,54.0,352.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,86.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,2.0
cesta III. triedy,50130,2,M6559,050130-002  Most cez bezmenný potok za obcou Semsúrov,,1903.0,,,1.0,4.4,,8.5,6.8,,,Uspokojivý,392929.0,3733A15800,3733A15900,14,5233.0,20.125772744,48.417356442,190.47825,4.4,klenbová,kameň,6.0,17.0,84.0,odhadom,Vodný tok,0.0,medzikrižovatkový,3190.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,8.0
cesta III. triedy,50130,3,M2298,050130-003 Most cez bezmenný potok za obcou Semsúrov,,1903.0,,,1.0,2.5,,7.8,6.4,,,Uspokojivý,392929.0,3733A15800,3733A15900,1340,6559.0,20.117003501,48.427718845,193.559999,2.5,klenbová,kameň,4.0,18.0,84.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,3190.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,8.0
cesta III. triedy,50130,4,M2903,050130-004 Most cez bezmenný potok  pred obcou Veľký Blh,,1903.0,,,1.0,2.4,,8.0,6.8,,,Zlý,392929.0,3733A15800,3733A15900,2027,7246.0,20.115619678,48.433820699,194.2985,2.4,klenbová,kameň,4.0,19.0,84.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,3190.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,8.0
cesta III. triedy,50130,5,M3524,050130-005 Most cez  potok Suchý v obci  Veľký Blh,,1959.0,,,1.0,3.8,,8.0,6.5,,,Dobrý,392931.0,3733A16000,3733A16100,1,8629.0,20.117186556,48.444998412,196.640499,3.8,dosková,monolitický železobetón,15.0,42.0,341.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,169.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,10.0
cesta III. triedy,50130,6,M2601,050130-006 Most cez potok Blh v obci  Veľký Blh,,1959.0,,,1.0,14.7,,8.5,6.5,,,Dobrý,392931.0,3733A16000,3733A16100,25,8653.0,20.117562438,48.445086827,196.30925,14.7,trámová,prefabrikovaný predpätý betón,30.0,66.0,148.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,169.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,10.0
cesta III. triedy,50130,7,M5919,050130-007 Most cez bezmenný potok v obci Veľký Blh,,1935.0,,,1.0,2.4,,8.4,7.6,,,Uspokojivý,392932.0,3733A16100,3733A16200,22,8819.0,20.119222173,48.445833148,197.5785,2.4,klenbová,kameň,2.0,12.0,64.0,odhadom,Vodný tok,0.0,medzikrižovatkový,329.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,11.0
cesta III. triedy,50130,9,M5564,050130-009 Most cez Hostinský potok v obci  Budíkovany,,1978.0,,,1.0,8.05,,8.2,7.5,,,Dobrý,4242.0,3733A03500,3733A14100,245,13937.0,20.09479493,48.485912723,218.246499,8.05,dosková,prefabrikovaný predpätý betón,48.0,91.0,402.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,414.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,19.0
cesta III. triedy,50130,13,M7076,050130-13 Most cez potok Turiec  pred obcou Rybník,,1961.0,,,1.0,13.0,,7.5,6.5,,,Uspokojivý,192626.0,3731A15700,3731A04600,1947,23972.0,20.120261526,48.550122518,254.766499,13.0,trámová,prefabrikovaný predpätý betón,30.0,62.0,147.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,2056.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Revúca,0.0,26.0
cesta III. triedy,50130,15,M7416,050130-015 Most cez potok Turiec  za obcou Sása,,1957.0,,,1.0,8.0,,9.5,8.5,,,Veľmi dobrý,192622.0,3731A15300,3731A15400,160,26200.0,20.106049051,48.563477178,266.57275,8.0,dosková,prefabrikovaný železobetón,30.0,62.0,170.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,272.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Revúca,0.0,28.0
cesta III. triedy,50130,18,M3480,050130-018 Most cez bezmenný potok pred obcou Ratková,,1967.0,,,1.0,5.3,,7.5,6.5,,,Uspokojivý,192623.0,3731A15400,3731A15500,2276,28588.0,20.09901237,48.583023834,283.8015,5.3,dosková,prefabrikovaný železobetón,40.0,103.0,341.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,2907.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Revúca,0.0,29.0
cesta III. triedy,50130,19,M6640,050130-019 Most cez bezmenný potok v obci Ratková,,1948.0,,,1.0,4.7,,6.4,6.4,,,Dobrý,192624.0,3731A15500,3731A04400,253,29472.0,20.097416863,48.590503198,284.376499,4.7,dosková,monolitický železobetón,51.0,58.0,97.0,odhadom,Vodný tok,0.0,medzikrižovatkový,320.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Revúca,0.0,30.0
cesta III. triedy,50130,20,M1879,050130-020 Most cez miestny rigol v obci Ratková,,1947.0,,,1.0,2.19,,7.7,6.3,,,Veľmi dobrý,192618.0,3731A14900,3731A00700,130,29903.0,20.096017458,48.593915729,289.5185,2.19,klenbová,kameň,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,155.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Revúca,0.0,32.0
cesta III. triedy,50131,1,M4495,050131-001 Most cez bezmenný potok pred obcou Hostišovce,,1885.0,,,1.0,3.2,,7.9,4.0,,,Uspokojivý,4243.0,3733A03500,3733A14300,1568,1568.0,20.109522092,48.493748085,239.659499,3.2,klenbová,kameň,4.0,20.0,89.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,1948.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,0.0
cesta III. triedy,50131,2,M6995,050131-002 Most cez bezmenný potok v obci Hostišovce,,1970.0,,,1.0,3.43,,8.2,6.5,,,Uspokojivý,392914.0,3733A14300,3733A14400,24,1972.0,20.113761799,48.495546329,252.626499,3.43,dosková,prefabrikovaný železobetón,41.0,86.0,452.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,249.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,1.0
cesta III. triedy,50133,1,M4407,050133-001 Most cez potok Blh v obci Rovné,,1961.0,,,1.0,9.0,,11.4,10.0,,103.0,Dobrý,5671.0,3731A05500,3731A19500,2860,2860.0,20.05346119,48.581411142,338.062,9.0,dosková,monolitický železobetón,19.0,49.0,197.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,2869.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,0.0
cesta III. triedy,50133,2,M3014,050133-002 Most cez  potok v obci Rovné,,1961.0,,,1.0,9.2,,9.8,7.9,,,Uspokojivý,392941.0,3731A19700,3731A19800,39,3028.0,20.051420242,48.581908458,341.90625,9.2,dosková,monolitický železobetón,19.0,49.0,195.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,167.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,3.0
cesta III. triedy,50133,3,M2125,050133-003 Most cez  potok Blhv za obcou Rovné,,1961.0,,,1.0,5.8,,8.0,6.5,,46.0,Dobrý,392942.0,3731A19800,3731A00502,570,3726.0,20.046079051,48.587046079,352.947,5.8,dosková,monolitický železobetón,19.0,46.0,296.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,606.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,4.0
cesta III. triedy,50133,4,M5834,050133-004 Most cez  potok Blh pri Burde,,1957.0,,,1.0,8.0,,4.0,4.0,,,Veľmi dobrý,4233.0,3731A00501,3731A03700,188,3978.0,20.043983867,48.588504583,360.20075,8.0,trámová,oceľ -  plnostenná,22.0,40.0,0.0,odhadom,Vodný tok,0.0,medzikrižovatkový,1581.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,7.0
cesta III. triedy,50133,5,M3705,050133-005 Most cez  potok Blh v osade Burda,,1964.0,,,1.0,8.3,,10.0,8.5,,32.0,Uspokojivý,4233.0,3731A00501,3731A03700,1555,5345.0,20.031424147,48.597253416,389.072499,8.3,dosková,monolitický železobetón,21.0,50.0,206.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,1581.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,7.0
cesta III. triedy,50134,1,M4624,050134-001 Most cez potok Blh pred obcou Ratkovská Zdychava,,1961.0,,,1.0,8.6,,10.0,8.5,,86.0,Dobrý,4222.0,3731A03700,3731A03600,390,390.0,20.027443079,48.599840485,389.959749,8.6,dosková,monolitický železobetón,24.0,53.0,221.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,1198.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,0.0
cesta III. triedy,50136,1,M1564,050136-001 Most cez potok Turiec za obcou Ratková,,1969.0,,,1.0,15.3,,9.0,6.5,,138.0,Uspokojivý,4226.0,3731A04400,3731A15000,160,160.0,20.099876319,48.590703592,285.276249,15.3,dosková,prefabrikovaný predpätý betón,20.0,61.0,197.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,492.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Revúca,0.0,0.0
cesta III. triedy,50139,001A,M3940,"050139-1A Most na cete III/050139 nad R2 v km 1,723",,2007.0,,,4.0,49.8,,8.0,8.0,,398.0,Bezchybný,394973.0,3733A28500,3733A28600,14,281.0,20.248434847,48.400254609,0.0,49.8,iná,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,81.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,2.0
cesta III. triedy,50139,1,M3206,050139-001 Most cez bezmenný potok pred obcou Káloša,,1957.0,,,1.0,2.5,,7.6,6.6,,19.0,Dobrý,394975.0,3733A28700,3733A28800,1222,1901.0,20.237285446,48.411376862,184.804999,2.5,dosková,monolitický železobetón,14.0,43.0,378.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,2809.0,BB SK,BB RSC,BB RSC - RS,Banskobystrický kraj,Rimavská Sobota,0.0,4.0
