ID mosta,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Okres,Longitude,Latitude,Material,Názov mosta,Dĺžka premostenia,Rok postavenia,Volná šírka mosta,Normána zaťažiteľnost,Trieda PK,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023
M442,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zvolen,19.141312852,48.550574506,prefabrikovaný železobetón,2442-2_Most cez potok Pomjaslo za miestnou časťou Zvolen-Môťová (050088-002),5.0,1948,4.5,40.0,cesta III. triedy,Banská Bystrica,3,3,4,4,4,4,4,4,4,4,4,4
M5156,Dobrý,Dobrý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zvolen,19.156850529,48.537192474,prefabrikovaný železobetón,2442-3_Most cez potok Pomjaslo pred miestnou časťou Zvolen-Moťová (050088-003),3.0,1948,4.5,32.0,cesta III. triedy,Banská Bystrica,3,3,5,5,5,5,5,5,5,5,5,5
M2970,Veľmi dobrý,Veľmi dobrý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zvolen,19.160316051,48.535500689,prefabrikovaný železobetón,2442-4_Most cez potok Pomjaslo pred miestnou časťou Zvolen-Kráľová (050088-004),3.6,1948,4.5,32.0,cesta III. triedy,Banská Bystrica,2,2,5,5,5,5,5,5,5,5,5,5
M5342,Dobrý,Dobrý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Veľmi zlý,Veľmi zlý,Zvolen,19.169814699,48.526757464,monolitický železobetón,2442-5_Most cez potok Pomjaslo pred miestnou časťou Zvolen-Kráľová (050088-005),2.65,1948,4.5,26.0,cesta III. triedy,Banská Bystrica,3,3,5,5,5,5,5,5,5,5,6,6
M3025,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Zvolen,19.28733068,48.598161763,prefabrikovaný železobetón,2444-1_Most cez potok Hučava v obci Očová (050090-001),9.0,1965,9.5,48.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,4
M851,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Dobrý,Žiar nad Hronom,18.901634737,48.588155832,prefabrikovaný predpätý betón,"2492-001 Most cez Kremnický potok v km 0,448 (050092-001)",10.0,1993,12.4,35.0,cesta III. triedy,Banská Bystrica,2,2,2,2,2,2,2,2,2,3,3,3
M886,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Žiar nad Hronom,18.949761831,48.588064888,monolitický železobetón,"2492-001B Most cez Ihračský potok v km 4,100 Trnavá Hora (050092-001B)",10.7,1944,8.45,6.0,cesta III. triedy,Banská Bystrica,6,6,6,6,6,6,6,6,6,6,6,6
M6346,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Žiar nad Hronom,18.95361116,48.588089587,monolitický železobetón,"2492-002 Most cez jarok v km 4,45 Trnavá Hora (050092-002)",3.3,1943,8.3,9.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,5,5,5
M4224,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Žiar nad Hronom,18.95419,48.58795,monolitický železobetón,"2492-003 Most cez jarok v km 4,500 Trnavá Hora (050092-003)",3.0,1943,8.1,13.0,cesta III. triedy,Banská Bystrica,3,3,3,3,4,4,4,4,4,5,5,5
M3821,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Žiar nad Hronom,18.970822238,48.584612454,monolitický železobetón,"2492-004 Most cez poľnú cestu v km 4,85 Trnavá Hora (050092-004)",5.04,1949,9.58,30.0,cesta III. triedy,Banská Bystrica,5,5,5,5,5,5,5,5,5,5,5,5
M5143,Uspokojivý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Žiar nad Hronom,18.971606497,48.584470003,monolitický železobetón,"2492-005 Most nad železničnou traťou v km 6,050 Vrútky-Zvolen Trnavá Hora (050092-005)",16.5,1950,8.2,28.0,cesta III. triedy,Banská Bystrica,4,5,5,5,5,5,5,5,5,5,5,5
M6838,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Žiar nad Hronom,18.97696,48.58468,monolitický železobetón,"2492-006 Most cez jarok v km 6,30 Hronská Dúbrava (050092-006)",2.5,1943,10.6,13.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3
M4725,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Žiar nad Hronom,18.985958263,48.581763075,monolitický železobetón,"2492-007 Most cez jarok v km 7,500 Hronská Dúbrava (050092-007)",2.5,1940,8.2,13.0,cesta III. triedy,Banská Bystrica,3,3,3,4,4,4,4,4,4,4,4,4
M2141,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Zvolen,18.99837,48.57132,monolitický železobetón,2492-8_Most cez Breznický potok pri Hronskej Breznici (050092-008),4.8,1943,8.6,24.0,cesta III. triedy,Banská Bystrica,3,3,4,4,4,4,4,4,4,5,5,5
M4486,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľký Krtíš,19.41060621,48.330846992,monolitický železobetón,050094-001 Most cez potok Tisovník pri osade Príboj,10.84,1946,7.0,32.0,cesta III. triedy,Banská Bystrica,2,2,2,2,2,2,2,2,2,2,2,2
M140,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Detva,19.354210116,48.541776576,prefabrikovaný predpätý betón,2692-1_Most cez rieku Slatina pri obci Stožok (050096-001),18.0,1967,8.0,30.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3
