ID mosta,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Okres,Longitude,Latitude,Material,Názov mosta,Dĺžka premostenia,Rok postavenia,Volná šírka mosta,Normána zaťažiteľnost,Trieda PK,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023
M924,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Nové Mesto nad Váhom,17.881669501,48.648749984,prefabrikovaný železobetón,Most cez potok Húčava v obci Modrová,6.0,1971,18.0,19.0,cesta II. triedy,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4
M6857,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Nové Mesto nad Váhom,17.877812391,48.659157749,prefabrikovaný železobetón,Most cez potok  Lúčanský,7.3,1971,9.6,38.0,cesta II. triedy,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4
M3684,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Nové Mesto nad Váhom,17.880680644,48.695920428,monolitický železobetón,Most cez Hrádocký potok,4.1,1926,8.85,19.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4
M588,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Nové Mesto nad Váhom,17.884220531,48.717457088,monolitický železobetón,Most cez potok v obci Hôrka n/V,4.5,1928,8.3,17.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4
M5198,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Nové Mesto nad Váhom,17.888673743,48.748165383,prefabrikovaný železobetón,Most cez Kálnický potok v obci Kočovce,7.5,1988,11.0,32.0,cesta II. triedy,Trenčín,2,2,2,2,2,2,2,2,3,3,3,3
M4989,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Nové Mesto nad Váhom,17.888212499,48.763820458,prefabrikovaný železobetón,Most cez potok z Kálnice v obci Rakoľuby,6.6,1962,10.7,36.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4
M7460,Zlý,Zlý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Nové Mesto nad Váhom,17.920703617,48.811457687,kameň,Most cez povrchovú vodu za obcou Beckov,3.7,1890,8.1,29.0,cesta II. triedy,Trenčín,5,5,4,4,4,4,6,6,6,6,6,6
M4722,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Trenčín,17.940245028,48.823240568,prefabrikovaný železobetón,Most cez Bodovský potok v obci Krivosúd-Bodovka,7.0,1962,9.25,38.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4
M1082,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Trenčín,17.968615162,48.828952883,prefabrikovaný železobetón,Most cez potok Humerová pred obcou Veľké Stankovce,6.86,1980,9.0,36.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3
M1198,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Zlý,Trenčín,17.984962421,48.839800215,prefabrikovaný predpätý betón,Most cez Selecký potok v obci Trenčianske Stankovce,11.65,1962,10.7,26.0,cesta II. triedy,Trenčín,4,4,4,4,4,4,4,4,5,5,5,5
M1310,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Trenčín,17.987864067,48.842821768,monolitický železobetón,Most cez Malostankovský potok v obci Malé Stankovce,3.5,1959,10.5,10.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4
M2295,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Trenčín,17.995433632,48.844966031,oceľ -  plnostenná,Most cez Sedlický potok v obci Malé Stankovce,5.4,1937,10.2,25.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4
M5140,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Trenčín,18.029093259,48.84762826,prefabrikovaný predpätý betón,Most cez Turňanský potok pri obci Trenčianska Turná,35.2,1966,13.0,48.0,cesta II. triedy,Trenčín,3,3,3,3,4,4,5,5,5,5,5,5
M2173,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Veľmi zlý,Trenčín,18.030030391,48.850830267,prefabrikovaný železobetón,Most cez Hukov potok za obcou Trenčianska Turná,5.0,1978,11.7,36.0,cesta II. triedy,Trenčín,3,3,3,3,4,4,4,4,5,5,5,6
M7499,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Veľmi zlý,Trenčín,18.024066793,48.860973447,prefabrikovaný železobetón,Most cez Soblahovský potok za obcou Trenčianska Turná,6.55,1978,11.8,32.0,cesta II. triedy,Trenčín,3,3,3,3,4,4,4,4,5,5,5,6
M6481,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Zlý,Zlý,Zlý,Veľmi zlý,Trenčín,18.021741986,48.869501111,prefabrikovaný železobetón,Most cez Lavičkový potok pred mestom Trenčín,5.9,1978,11.95,36.0,cesta II. triedy,Trenčín,2,2,2,2,3,3,3,3,5,5,5,6
M819,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Trenčín,18.026467546,48.882314966,prefabrikovaný železobetón,Podchod pre chodcov,3.0,1985,15.25,32.0,cesta II. triedy,Trenčín,2,2,2,2,2,2,2,2,3,3,3,3
M759,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Trenčín,18.027504984,48.885084713,prefabrikovaný predpätý betón,Most nad Jesenského ul. v Trenčíne,10.47,1985,18.75,39.0,cesta II. triedy,Trenčín,3,3,4,4,4,4,5,5,5,5,5,5
M5055,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Trenčín,18.028867175,48.888018043,prefabrikovaný železobetón,Podchod pre chodcov,3.0,1985,15.45,32.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4
M3020,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Trenčín,18.038687482,48.902446411,kameň,Most cez Orechovský potok v obci Orechové,6.1,1886,10.0,19.0,cesta II. triedy,Trenčín,5,5,5,5,5,5,5,5,5,5,5,5
M4151,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Trenčín,18.069018636,48.92368344,monolitický železobetón,Most cez potok - Mlynský náhon v obci Skalka,2.2,1935,9.2,5.0,cesta II. triedy,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4
M3861,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Trenčín,18.069279118,48.924801718,prefabrikovaný predpätý betón,Most cez potok Súčanka v obci Skalka,14.05,1960,11.0,30.0,cesta II. triedy,Trenčín,4,4,4,4,5,5,5,5,6,6,6,6
M4385,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Trenčín,18.092486834,48.948911549,monolitický železobetón,Most cez Kľúčovský potok v obci Kľúčové,4.7,1940,8.8,13.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4
M5711,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Trenčín,18.09368368,48.955224035,monolitický železobetón,Most cez potok - Galamov mostík v obci Kľúčové,3.05,1919,7.2,11.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4
M4448,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Trenčín,18.106029714,48.959450832,monolitický železobetón,Most cez Závadský potok v obci Ľuborča,4.2,1947,7.3,12.0,cesta II. triedy,Trenčín,2,2,2,2,2,2,2,2,3,3,3,3
M1013,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Trenčín,18.11134597,48.961653678,prefabrikovaný predpätý betón,Most cez rieku Vlára v obci Nemšová,55.7,1968,11.0,42.0,cesta II. triedy,Trenčín,3,3,4,4,4,4,4,4,4,4,4,4
M7262,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Ilava,18.154888116,48.985380197,monolitický železobetón,Most v obci Bolešov,3.25,1957,9.0,35.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3
M860,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Ilava,18.18552108,49.008519912,monolitický železobetón,Most pred obcou Sedmerovec,3.0,1954,9.0,19.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,5,5,5,5,5,5
M3856,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Ilava,18.200347258,49.017296197,monolitický železobetón,Most v obci Bohunice,4.0,1928,7.0,22.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3
M5864,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Ilava,18.211962099,49.027882819,prefabrikovaný železobetón,Most v obci Pruské,5.0,1972,11.0,20.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,4,4,4,4,5,5
M6722,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Ilava,18.213374265,49.028825806,monolitický železobetón,Most v obci Pruské,2.1,1928,7.0,33.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3
M2372,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Zlý,Ilava,18.232687315,49.034082302,monolitický železobetón,Most pri obci Dúlov,8.15,1955,10.0,18.0,cesta II. triedy,Trenčín,4,4,4,4,4,4,4,4,5,5,5,5
M6917,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Zlý,Zlý,Zlý,Zlý,Veľmi zlý,Veľmi zlý,Ilava,18.252480565,49.043265003,prefabrikovaný železobetón,Most pred obcou Horovce,8.7,1962,12.0,34.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,5,5,5,5,6,6
M3400,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Púchov,18.258794404,49.047935062,monolitický železobetón,Most v obci Horovce,2.5,1939,9.0,18.0,cesta II. triedy,Trenčín,4,4,5,5,5,5,5,5,5,5,5,5
M7477,Havarijný,Havarijný,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Púchov,18.287214368,49.068140785,monolitický železobetón,Most Lednické Rovne,28.9,2006,7.0,54.0,cesta II. triedy,Trenčín,7,7,2,2,2,2,2,2,2,2,2,2
M4499,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Púchov,18.299643564,49.074336163,monolitický železobetón,Most v obci Horenická Hôrka,4.7,1929,7.0,17.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4
M3487,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Púchov,18.310140716,49.094004358,oceľ -  plnostenná,Most pred obcou Streženice,4.0,1997,10.7,40.0,cesta II. triedy,Trenčín,1,1,1,1,1,1,1,1,2,2,2,2
M6419,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Púchov,18.307575772,49.109224153,monolitický železobetón,Most v obci Streženice,2.5,1925,7.7,24.0,cesta II. triedy,Trenčín,4,4,5,5,5,5,6,6,6,6,6,6
M2778,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Púchov,18.307352269,49.109913681,monolitický železobetón,Most v obci Streženice,7.4,1935,6.5,22.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4
M5419,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Púchov,18.313826493,49.117159725,prefabrikovaný predpätý betón,Most v meste Púchov,57.64,1974,16.0,17.0,cesta II. triedy,Trenčín,4,4,5,5,5,5,5,5,5,5,5,5
M7441,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Púchov,18.353081351,49.139047854,monolitický železobetón,Most pred obcou Nimnica,5.0,1958,10.5,40.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,5,5,5,5,5,5
M6783,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Púchov,18.372018196,49.128852919,monolitický železobetón,Most v obci Nimnica časť kúpele,2.1,1954,8.7,14.0,cesta II. triedy,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3
M5608,Uspokojivý,Uspokojivý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Považská Bystrica,18.401098771,49.159132411,monolitický železobetón,Most pred obcou Udiča,20.0,1955,10.4,15.0,cesta II. triedy,Trenčín,4,4,6,6,6,6,6,6,6,6,6,6
M417,Dobrý,Dobrý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Uspokojivý,Považská Bystrica,18.41481968,49.153567756,monolitický železobetón,Most za obcou Udiča,3.0,1955,9.6,26.0,cesta II. triedy,Trenčín,3,3,6,6,6,6,6,6,6,6,6,4
M7422,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Uspokojivý,Uspokojivý,Zlý,Zlý,Veľmi zlý,Veľmi zlý,Považská Bystrica,18.453356477,49.134328417,prefabrikovaný železobetón,Most pred obcou Považské Podhradie,6.58,1971,9.5,32.0,cesta II. triedy,Trenčín,2,2,2,2,2,2,4,4,5,5,6,6
M2102,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Považská Bystrica,18.470579348,49.165444964,monolitický železobetón,Most pred obcou Podvažie,14.4,1963,10.5,15.0,cesta II. triedy,Trenčín,4,4,5,5,5,5,5,5,5,5,5,5
M7078,Zlý,Zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Veľmi zlý,Bezchybný,Bezchybný,Považská Bystrica,18.48035,49.17386,prefabrikovaný predpätý betón,Most za obcou Podvažie,79.718,1965,8.0,26.0,cesta II. triedy,Trenčín,5,5,6,6,6,6,6,6,6,6,1,1
M1161,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Bytča,18.511265905,49.19739136,monolitický železobetón,Nezistený,12.3,1962,10.5,20.0,cesta II. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M3159,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Bytča,18.518271306,49.205654076,monolitický železobetón,Nezistený,2.3,1967,10.0,50.0,cesta II. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M1433,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Dobrý,Dobrý,Dobrý,Dobrý,Bytča,18.51869522,49.205904078,monolitický železobetón,Nezistený,2.6,1984,8.5,40.0,cesta II. triedy,Žilina,4,4,4,4,4,4,4,4,3,3,3,3
M6523,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Dobrý,Dobrý,Dobrý,Dobrý,Bytča,18.537729794,49.21635591,prefabrikovaný železobetón,Nezistený,8.25,1973,11.5,29.0,cesta II. triedy,Žilina,4,4,4,4,4,4,4,4,3,3,3,3
M6201,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Bytča,18.547388328,49.21811672,monolitický železobetón,Nezistený,18.06,1961,10.5,15.0,cesta II. triedy,Žilina,5,5,5,5,5,5,5,5,5,5,5,5
M3880,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Bytča,18.583881862,49.236650612,prefabrikovaný železobetón,Nezistený,2.9,1964,15.0,35.0,cesta II. triedy,Žilina,3,3,3,3,3,3,3,3,3,3,3,3
M6401,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Bytča,18.587762427,49.237463322,prefabrikovaný železobetón,Nezistený,6.72,1973,11.5,22.0,cesta II. triedy,Žilina,1,1,1,1,1,1,1,1,4,4,4,4
M6622,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Dobrý,Dobrý,Dobrý,Dobrý,Bytča,18.592373049,49.23874592,oceľ -  plnostenná,Nezistený,3.33,1989,9.5,34.0,cesta II. triedy,Žilina,4,4,4,4,4,4,4,4,3,3,3,3
M6682,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Dobrý,Dobrý,Dobrý,Dobrý,Bytča,18.592994953,49.240088319,monolitický predpätý betón,507_101 Most cez derivačný kanál Váhu pred obcou Kotešová,63.2,1960,8.2,30.0,cesta II. triedy,Žilina,5,5,5,5,5,5,5,5,3,3,3,3
M6927,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Bytča,18.596812379,49.24064702,monolitický železobetón,Nezistený,12.09,1960,11.1,45.0,cesta II. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M1037,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Dobrý,Dobrý,Dobrý,Dobrý,Žilina,18.64644,49.26348,monolitický železobetón,507_104 Most cez potok Dlhopolka v obci Svederník,15.51,1923,6.33,6.0,cesta II. triedy,Žilina,5,5,5,5,5,5,5,5,3,3,3,3
M7211,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Žilina,18.669234622,49.265700286,monolitický železobetón,Nezistený,4.4,1923,9.5,5.0,cesta II. triedy,Žilina,4,4,4,4,4,4,4,4,4,4,4,4
M2842,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Dobrý,Dobrý,Dobrý,Uspokojivý,Žilina,18.698352205,49.251309408,monolitický železobetón,Nezistený,12.2,1962,10.3,8.0,cesta II. triedy,Žilina,4,4,4,4,4,4,4,4,3,3,3,4
M2548,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Komárno,18.299329129,47.912412017,monolitický železobetón,Most cez odvodňovací kanál pred obcou Pribeta.,3.4,1951,9.0,3.0,cesta II. triedy,Nitra,4,4,4,4,4,4,4,4,4,4,4,4
M1186,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Nové Zámky,18.662817908,47.798827722,prefabrikovaný predpätý betón,Most nad železničnou traťou Nové Zámky - Štúrovo v katastri obce Štúrovo,60.95,1964,11.0,30.0,cesta II. triedy,Nitra,3,3,4,4,4,4,4,4,4,4,4,5
M6361,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Senec,17.308934821,48.15244412,prefabrikovaný železobetón,II_510 - 001 Most cez závlahový kanál,8.1,1982,11.35,32.0,cesta II. triedy,Bratislava,3,3,3,4,4,4,4,4,4,4,4,4
M2276,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Uspokojivý,Uspokojivý,Dunajská Streda,17.478579685,48.128819014,prefabrikovaný predpätý betón,"510-002 most cez Malý Dunaj v k.ú. obce Nový Život v km 18,201",91.14,1973,9.5,16.0,cesta II. triedy,Trnava,5,5,5,5,5,5,5,5,5,5,4,4
M392,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Havarijný,Havarijný,Galanta,17.59677,48.19162,prefabrikovaný predpätý betón,Most cez potok Čierna voda za obcou Velké Uľany,20.3,1960,9.0,40.0,cesta II. triedy,Trnava,4,4,4,4,4,4,4,4,4,4,7,7
M1162,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Dobrý,Dobrý,Partizánske,18.437036318,48.60690452,monolitický železobetón,Most cez potok Drahožica v obci Veľké Uherce,15.25,1940,8.0,23.0,cesta II. triedy,Trenčín,3,3,3,3,3,4,4,4,4,4,3,3
M74,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Partizánske,18.442998266,48.603128979,monolitický železobetón,Most cez potok Drahošica v obci Veľké Uherce,4.0,1950,6.4,11.0,cesta II. triedy,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4
M6485,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Zlaté Moravce,18.411541995,48.474538502,monolitický železobetón,Most v katastri Skýcov,5.8,1966,9.5,32.0,cesta II. triedy,Nitra,2,2,2,2,2,2,2,2,2,2,2,2
M1434,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Zlaté Moravce,18.412474205,48.450894763,prefabrikovaný železobetón,Most v katastri Topoľčianky,3.5,1967,10.2,15.0,cesta II. triedy,Nitra,3,3,3,3,3,3,3,3,3,4,4,4
M1848,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlaté Moravce,18.412891333,48.449405358,prefabrikovaný železobetón,Most v katastri Topoľčianky,3.55,1955,8.65,32.0,cesta II. triedy,Nitra,4,4,4,4,4,4,4,4,4,4,4,4
M779,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Zlý,Zlý,Zlý,Zlaté Moravce,18.411017594,48.423438225,monolitický železobetón,Most v obci Topoľčianky,4.5,1929,6.0,9.0,cesta II. triedy,Nitra,3,3,3,3,3,3,3,3,3,5,5,5
M7171,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Zlaté Moravce,18.408193592,48.414223404,monolitický železobetón,Most cez Žitavu v obci Topoľčianky,12.45,1930,7.5,32.0,cesta II. triedy,Nitra,1,1,1,1,1,1,1,1,1,2,2,2
M2979,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Dobrý,Dobrý,Dobrý,Zlaté Moravce,18.391444545,48.385103339,prefabrikovaný železobetón,Most cez rieku Žitava v Zlatých Moravciach,13.13,1999,9.9,32.0,cesta II. triedy,Nitra,1,1,1,1,1,1,1,1,1,3,3,3
